0.0000,-0.774658,0.469727,0.387695,-43.960567,23.010252,129.486084
0.0100,-0.640869,0.559082,0.359375,-52.421566,15.075683,105.873100
0.0200,-0.412354,0.771973,0.243164,-62.675472,1.152039,95.108025
0.0300,-0.237061,0.961914,0.099365,-60.501095,-27.442930,99.632256
0.0400,-0.412598,0.945313,0.219482,-25.436399,-39.291382,127.563469
0.0500,-0.648926,0.748779,0.392578,6.072998,-19.844055,163.009628
0.0600,-0.643799,0.609375,0.442871,-27.893064,-20.988462,154.533386
0.0700,-0.697266,0.758545,0.601074,-96.733086,-35.820007,116.188042
0.0800,-0.621582,0.811035,0.640625,-134.719849,-22.674559,93.421928
0.0900,-0.465576,0.788574,0.548584,-174.591049,-12.763976,82.527153
0.1000,-0.437256,0.769775,0.556641,-223.129257,-10.665893,76.042175
0.1100,-0.484863,0.793213,0.473145,-249.900803,-5.477905,71.739197
0.1200,-0.545898,0.827637,0.398926,-193.008408,2.822876,68.489075
0.1300,-0.483887,0.856934,0.490479,-105.827324,7.339477,79.910278
0.1400,-0.511230,0.850586,0.492676,-50.811764,6.866455,99.884026
0.1500,-0.565186,0.803223,0.380127,-1.846313,6.027221,106.559746
0.1600,-0.633545,0.806152,0.383545,43.289181,5.104064,105.857841
0.1700,-0.636719,0.736572,0.256104,77.644348,-0.450134,96.099846
0.1800,-0.567871,0.596924,0.259033,101.417534,-21.965025,68.496704
0.1900,-0.529053,0.686523,0.470459,77.507019,-61.912533,13.488769
0.2000,-0.506836,0.789551,0.673584,38.764954,-79.643250,-38.764954
0.2100,-0.560059,0.726318,0.634033,6.286621,-73.616028,-69.862366
0.2200,-0.615723,0.858154,0.631348,-25.665281,-69.076538,-104.515068
0.2300,-0.336182,0.426514,0.532959,-51.345821,-65.780640,-132.232666
0.2400,-0.521484,0.550293,0.632813,-80.108643,-57.754513,-113.555901
0.2500,-0.826660,0.651855,1.010498,-86.311333,-21.171568,-112.052910
0.2600,-0.887695,0.458984,0.886475,-93.383781,33.477783,-121.047966
0.2700,-0.839600,0.400146,0.627930,-76.980591,55.793758,-123.970024
0.2800,-0.615967,0.650635,0.580811,-62.530514,50.018307,-139.312744
0.2900,-0.468994,0.803711,0.522461,-54.298397,28.808592,-149.765015
0.3000,-0.472168,0.835449,0.571045,-32.814026,-10.421752,-142.944336
0.3100,-0.434570,0.881836,0.670166,-5.645751,-44.158932,-122.962944
0.3200,-0.475586,0.716797,0.549316,23.780821,-59.753414,-86.585991
0.3300,-0.536133,0.583252,0.503418,49.957272,-76.942444,-57.136532
0.3400,-0.412598,0.542969,0.461426,56.442257,-102.035515,-35.690308
0.3500,-0.478760,0.738770,0.508057,73.829651,-112.922661,-17.120361
0.3600,-0.318604,0.535400,0.426270,116.317741,-101.470940,9.979248
0.3700,-0.465820,0.584961,0.584473,141.365051,-84.197990,43.930050
0.3800,-0.522217,0.670898,0.764893,152.450562,-42.907711,83.374016
0.3900,-0.518799,0.689209,0.780273,133.468628,-1.091003,108.245842
0.4000,-0.575684,0.541748,0.784912,82.611076,12.809752,107.215874
0.4097,-0.537109,0.589355,0.663818,18.524170,5.462646,87.638847
0.4195,-0.450195,0.823242,0.509521,-17.593384,-10.162353,69.953918
0.4293,-0.425293,0.843750,0.473389,-10.025024,-27.877806,69.229126
0.4390,-0.448975,0.796631,0.452881,18.218994,-39.855957,83.473198
0.4488,-0.461182,0.757324,0.355225,50.277706,-44.570919,98.442070
0.4585,-0.636475,0.739258,0.380127,80.001831,-56.564327,96.252434
0.4683,-0.482910,0.682373,0.597412,95.115654,-63.774105,74.661255
0.4780,-0.413086,0.752441,0.669434,69.442749,-56.762691,62.606808
0.4878,-0.342773,0.828369,0.594971,43.312069,-40.725704,53.260799
0.4975,-0.320801,0.863770,0.413086,24.833677,-28.450010,34.675598
0.5073,-0.347656,0.747803,0.438965,23.887632,-28.732298,19.729614
0.5170,-0.479736,0.699951,0.466797,27.511595,-38.642883,13.679503
0.5268,-0.551025,0.707031,0.581299,36.705017,-46.775814,4.600525
