0.0000,0.011475,-1.020996,0.051758,-0.762939,-16.937256,-4.211426
0.0100,-0.005615,-1.022217,0.055420,0.305176,-26.901243,-3.982544
0.0200,0.003906,-1.038086,0.074219,2.204895,-37.094116,-3.532409
0.0300,0.004639,-1.043213,0.097168,0.778198,-46.470638,0.137329
0.0400,-0.007324,-1.020752,0.110352,-3.082275,-54.809566,5.310058
0.0500,-0.019043,-0.994385,0.112061,-5.561828,-63.018795,8.224487
0.0600,-0.025635,-0.981934,0.113281,-5.882263,-71.655273,8.506775
0.0700,-0.028564,-0.990234,0.123779,-4.600525,-76.972961,7.812500
0.0800,-0.031006,-1.008301,0.137939,-2.540588,-76.004028,7.820129
0.0900,-0.028076,-1.019043,0.137207,-1.220703,-73.898315,6.782531
0.1000,-0.035645,-1.008789,0.125000,-0.595093,-72.425842,4.631042
0.1100,-0.050537,-0.997070,0.122559,0.289917,-68.656921,3.166198
0.1200,-0.053223,-0.988770,0.115234,1.304626,-63.789364,0.518799
0.1300,-0.043457,-0.989502,0.098633,2.273560,-60.424801,-2.517700
0.1400,-0.041260,-0.995361,0.093018,3.868103,-57.434078,-4.737854
0.1500,-0.038086,-1.012451,0.093506,5.241394,-54.473873,-5.912780
0.1600,-0.041748,-1.030029,0.098877,5.287170,-50.895687,-6.423950
0.1700,-0.045898,-1.039063,0.102539,3.593445,-46.745296,-5.493164
0.1800,-0.051514,-1.038574,0.105469,1.281738,-42.556759,-3.746032
0.1900,-0.056641,-1.029541,0.104248,-1.159668,-38.726807,-2.532959
0.2000,-0.064453,-1.016113,0.104492,-3.837585,-34.690857,-1.663208
0.2100,-0.048096,-1.005371,0.108398,-5.554199,-32.272339,-1.792908
0.2200,-0.029297,-1.006104,0.113037,-6.301879,-31.883238,-1.792908
0.2300,-0.038086,-1.010986,0.127197,-7.316589,-30.509947,0.793457
0.2400,-0.036133,-1.007813,0.134521,-8.186340,-29.914854,2.555847
0.2500,-0.039063,-0.992432,0.129883,-9.391785,-29.876707,2.868652
0.2600,-0.074951,-0.979736,0.120361,-9.231567,-26.100157,2.624511
0.2700,-0.103271,-0.968994,0.107666,-7.911682,-17.326355,0.579834
0.2800,-0.103760,-0.962891,0.097168,-6.225585,-3.265381,-2.548218
0.2900,-0.087646,-0.965576,0.092285,-4.646301,13.397216,-6.362915
0.3000,-0.061279,-0.970459,0.092773,-3.662109,29.846189,-9.841919
0.3100,-0.029785,-0.984619,0.088623,-3.173828,44.868465,-12.130736
0.3200,-0.011230,-0.998047,0.085205,-3.311157,58.570858,-13.816833
0.3300,0.000977,-1.000977,0.078613,-4.600525,70.495605,-15.922545
0.3400,0.020020,-1.001221,0.070068,-6.347656,78.887939,-19.126892
0.3500,0.044434,-0.997070,0.063232,-7.545471,81.939690,-22.605894
0.3600,0.065186,-0.991699,0.054932,-8.499146,78.704834,-25.016783
0.3700,0.080566,-0.990967,0.044189,-8.682251,69.389343,-25.588987
0.3800,0.083496,-0.998779,0.038818,-7.972717,55.702206,-24.780272
0.3900,0.083252,-1.012939,0.042236,-7.484436,40.367123,-22.735594
0.4000,0.077637,-1.022461,0.048584,-7.316589,25.535582,-20.240782
0.4097,0.067627,-1.019043,0.050293,-7.774353,12.779235,-17.509460
0.4195,0.057861,-1.014404,0.049072,-8.338928,2.105713,-14.884948
0.4293,0.046387,-1.009521,0.042480,-9.109497,-5.813598,-12.588500
0.4390,0.040283,-1.007080,0.037598,-9.391785,-11.550902,-10.749816
0.4488,0.026611,-1.008789,0.040527,-9.292603,-14.526366,-8.659363
0.4585,0.027832,-1.017334,0.046875,-8.506775,-16.853333,-8.567810
0.4683,0.032959,-1.020264,0.057373,-8.827209,-18.356323,-7.873535
0.4780,0.037109,-1.018799,0.065918,-10.086059,-19.073486,-5.607605
0.4878,0.035400,-1.013916,0.069824,-11.299132,-19.729614,-3.860473
0.4975,0.028320,-1.002930,0.074707,-12.504577,-19.752502,-2.708435
0.5073,0.030762,-0.987793,0.071777,-12.786864,-19.294739,-2.853393
0.5170,0.025635,-0.978027,0.066162,-12.519835,-18.669128,-3.471374
0.5268,0.032471,-0.971680,0.061279,-11.093139,-19.256592,-5.584716
0.5365,0.032959,-0.973877,0.062012,-9.315491,-20.492552,-5.996704
0.5463,0.038818,-0.983154,0.059814,-6.843566,-22.850035,-6.164550
0.5560,0.034180,-0.999268,0.067139,-4.173279,-25.543211,-6.172180
0.5658,0.027832,-1.017578,0.070801,-2.342224,-27.679441,-6.362915
0.5755,0.016113,-1.027832,0.073975,-2.296448,-28.076170,-5.233764
0.5853,0.009766,-1.025635,0.069336,-2.716064,-28.938292,-4.684448
0.5950,0.005859,-1.011475,0.061279,-3.021240,-29.983519,-4.074097
0.6047,-0.001953,-1.003418,0.056152,-2.418518,-29.922483,-3.028869
0.6145,-0.010498,-1.001465,0.050537,-1.220703,-29.106138,-2.609253
0.6242,-0.015869,-1.002930,0.043457,-0.465393,-27.175901,-2.586365
0.6340,-0.016602,-1.006104,0.042725,0.289917,-23.521421,-2.456665
0.6437,-0.007813,-1.013916,0.045410,0.846863,-19.165039,-2.021790
0.6535,0.000732,-1.018311,0.044189,0.534058,-14.831542,-1.281738
0.6632,0.007568,-1.016357,0.042725,-0.251770,-10.910033,-0.740051
0.6730,0.009766,-1.011719,0.042725,-1.083374,-7.064819,-0.595093
0.6827,0.017822,-0.999268,0.038818,-2.227783,-3.585815,-1.281738
0.6925,0.029297,-0.988281,0.035889,-2.929687,-0.579834,-2.098083
0.7023,0.043457,-0.982178,0.038330,-2.914428,1.907349,-3.021240
0.7120,0.055664,-0.981445,0.041992,-2.685547,3.295898,-3.471374
0.7218,0.057129,-0.982178,0.036377,-3.166198,4.592896,-3.288269
0.7315,0.060547,-0.990479,0.032959,-2.876281,4.943848,-5.134582
0.7413,0.072021,-1.002441,0.039307,-1.991272,4.310608,-7.102966
0.7510,0.077148,-1.009277,0.041992,-2.174377,3.158569,-7.041931
0.7608,0.075195,-1.010986,0.040771,-2.731323,1.762390,-6.187438
