ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
-0.076904,0.532959,0.887695,67.54303,9.651184,0.976562,0.220215,0.066162,0.843994,-9.254456,1.098633,9.925842
-0.064453,0.525879,0.867676,69.252014,8.094788,1.89209,0.235107,0.056152,0.823242,-13.755797,-1.38092,12.825011
-0.04126,0.460693,0.808105,42.213436,9.857178,-5.393981,0.237061,0.057373,0.799805,-18.783569,-5.104064,16.548157
-0.108643,0.488037,0.521973,22.232054,18.714905,-6.622314,0.217773,0.065918,0.780029,-24.29199,-9.391785,21.64459
-0.376221,1.251221,0.689209,75.866699,72.914124,21.118162,0.204834,0.075684,0.777588,-29.815672,-14.343261,26.908873
-0.099609,0.551514,0.500488,24.993895,19.599915,-6.103515,0.187744,0.083008,0.768311,-35.194397,-19.241333,32.00531
-0.300293,1.167725,0.761719,73.478699,63.613888,20.332335,0.149902,0.093018,0.734131,-40.489193,-21.965025,37.315369
-0.263916,1.129395,0.780029,72.692871,63.58337,18.783569,0.253174,0.13208,0.877197,0.289917,-1.693725,-2.174377
-0.23584,1.088623,0.775391,71.708679,64.697266,16.899109,0.087646,0.127197,0.623047,-50.582882,-16.456604,46.440121
-0.209229,1.027832,0.759521,70.419312,66.131592,14.648437,0.111328,0.10498,0.67749,-45.501705,-21.278379,42.320248
-0.170654,0.959473,0.759766,69.709778,67.138672,11.268615,0.143066,0.28125,0.511475,-66.856384,36.949158,64.743042
-0.157715,0.915283,0.750977,68.901062,67.977905,8.117676,0.139648,0.288086,0.51416,-66.162109,37.17041,61.56921
-0.100098,0.510498,0.51001,23.574827,19.546509,-6.874084,0.130127,0.299805,0.527588,-65.429688,34.866333,58.837887
-0.191406,0.898438,0.684326,65.345764,64.414978,6.118774,0.119873,0.295898,0.538574,-65.223694,29.228209,56.770321
-0.198975,0.877686,0.665771,62.118526,56.716915,4.768372,0.160156,0.282959,0.501953,-67.314148,34.973145,67.138672
-0.206299,0.844971,0.657959,59.707638,45.967098,2.6474,0.102051,0.237061,0.540039,-63.674923,10.459899,53.38287
-0.213623,0.809814,0.641602,57.388302,36.712646,1.342773,0.100586,0.192871,0.552734,-60.539242,0.328064,51.422115
-0.169434,0.902832,0.728271,67.893982,67.573547,6.713867,0.086914,0.156982,0.572998,-55.824276,-8.811951,49.446102
-0.144287,0.754639,0.611328,53.215023,28.694151,-1.113892,0.107422,0.275635,0.538574,-65.071106,20.629881,55.099483
-0.122559,0.726318,0.575195,50.552364,27.488707,-2.670288,0.239502,0.546631,0.665039,19.004822,-29.624937,-22.644041
-0.118896,0.68335,0.552002,47.019955,26.138304,-3.952026,0.313965,0.709961,0.656982,18.539429,-17.539978,-28.95355
-0.124756,0.631836,0.547363,42.968746,24.398802,-4.600525,0.348389,0.681152,0.671143,16.639709,-12.344359,-27.488707
-0.126221,0.58374,0.556885,39.794922,22.53723,-4.79126,0.403564,0.65332,0.701904,14.648437,-13.21411,-27.023314
-0.140625,0.55127,0.551025,37.322998,21.65222,-4.463196,0.408936,0.624512,0.704834,12.168883,-18.730164,-25.405882
-0.143311,0.544434,0.526611,34.675598,21.224974,-3.829956,0.383545,0.607422,0.721436,10.986327,-26.084898,-22.613523
-0.121094,0.557129,0.503174,31.173704,20.584105,-3.753662,0.355957,0.593262,0.722412,11.398314,-32.913208,-19.805908
-0.107178,0.574951,0.500732,28.503416,19.477844,-4.310608,0.361328,0.753906,0.697754,19.287109,-27.57263,-30.998228
-0.108398,0.577393,0.50293,26.771544,19.309998,-4.951477,0.341064,0.582275,0.705322,12.748717,-37.307739,-18.959045
-0.191162,0.778564,0.633789,55.305477,31.387327,0.350952,0.307617,0.572998,0.688721,15.602111,-36.979675,-20.568846
-0.402344,0.246338,0.955811,2.27356,-12.260436,-1.060486,0.178955,0.533936,0.655762,22.415159,-16.685486,-23.818968
-0.410889,0.243164,0.956299,1.731872,-11.657714,-1.167297,0.306396,0.539307,0.63916,39.001465,3.738403,-21.690367
-0.420166,0.240234,0.976563,1.159668,-9.963989,-1.541138,0.21167,0.597412,0.689209,30.891417,9.399414,-26.451109
-0.422607,0.23877,0.990234,0.37384,-7.377624,-2.082825,0.270996,0.634033,0.703125,35.331726,13.412475,-26.618956
-0.394531,0.241699,0.938965,-2.861023,-5.226135,-0.534058,0.305908,0.610352,0.687744,38.627625,10.261535,-24.681089
-0.408936,0.256592,0.979492,-1.670837,-4.28772,-2.029419,0.265137,0.465088,0.598389,37.80365,-2.250671,-18.722534
-0.405273,0.255371,0.968994,-2.388,-4.142761,-1.502991,0.213867,0.421875,0.580322,37.651062,-5.088806,-17.341614
-0.399902,0.251221,0.953125,-2.838135,-4.508972,-0.976562,0.167969,0.393799,0.575439,38.764954,-3.349304,-18.081665
-0.418457,0.249268,0.992432,-0.602722,-5.195617,-2.220154,0.130371,0.362305,0.589844,40.557858,2.227783,-19.248962
-0.401367,0.249756,0.964111,2.662658,-11.96289,-0.984192,0.129395,0.341064,0.621582,42.564388,9.017944,-21.026609
-0.438232,0.241943,0.955078,15.373229,-1.182556,0.968933,0.164795,0.365479,0.659424,45.44067,13.984679,-23.597715
-0.414795,0.24585,0.990723,4.653931,-9.170532,-1.251221,0.429932,0.783203,0.744873,18.531799,-37.506104,-31.402586
-0.415283,0.236328,0.996338,5.683898,-6.538391,-1.373291,0.171387,0.553955,0.668213,26.69525,-1.953125,-25.070189
-0.412109,0.229492,0.996582,6.156921,-3.372192,-1.647949,0.462158,0.818115,0.770508,17.76886,-44.593807,-30.72357
-0.417725,0.225098,1.002197,6.355285,-0.221252,-1.63269,0.662109,1.074707,1.0354,37.666321,-4.829407,-10.520934
-0.419189,0.220215,1.015381,7.141113,2.082825,-1.296997,0.484619,0.87793,0.784424,17.082214,-57.907101,-30.34973
-0.411377,0.224121,1.018066,8.514404,3.074646,-1.289368,0.200439,0.409424,0.662354,49.163815,15.312194,-25.360106
-0.410156,0.230469,1.010986,10.231017,3.227234,-1.434326,0.623779,1.054443,1.011963,39.016724,-10.261535,-9.437561
-0.417969,0.235596,1.002686,11.848449,2.670288,-1.518249,0.611084,1.06543,0.986084,40.588375,-17.425537,-7.797241
-0.428711,0.240234,0.988525,13.206481,1.686096,-1.12915,0.608887,1.089355,0.96582,41.923519,-27.122496,-5.844116
-0.437988,0.240723,0.974121,14.595031,0.434875,-0.083923,0.605469,1.122314,0.959473,42.304989,-38.581848,-3.837585
-0.389404,0.23291,0.935059,-2.807617,-6.126403,-0.541687,0.591553,1.163574,0.976074,42.320248,-48.332211,-0.686645
-0.405029,0.247803,0.976807,3.540039,-10.978698,-1.174927,0.594727,1.211182,0.990479,41.511532,-55.27496,1.609802
-0.388672,0.229736,0.93457,-2.677917,-6.820678,-0.640869,0.63916,1.251709,0.969971,38.169861,-60.104366,1.907349
-0.396729,0.237305,0.898193,2.738952,-1.014709,4.211426,0.699951,1.301025,0.950928,34.01947,-63.392635,-0.221252
-0.386475,0.239258,0.933838,-2.5177,-6.41632,-0.778198,0.733887,1.347412,0.942871,31.562803,-65.1474,-4.974365
-0.435791,0.248047,0.931641,15.800475,-2.914428,1.472473,0.726807,1.367432,0.925781,30.319212,-65.452576,-9.674072
-0.401855,0.244385,0.870117,12.268065,-4.638672,2.883911,0.708252,1.343262,0.898682,27.893064,-64.422607,-12.992858
-0.40332,0.243164,0.864014,11.222838,-5.149841,2.479553,0.702393,1.328125,0.917236,27.503965,-63.102718,-16.555786
-0.40625,0.242188,0.858154,9.941101,-5.065917,2.418518,0.679199,1.297119,0.934326,30.288694,-61.416622,-20.004272
-0.405273,0.244385,0.856445,8.125305,-4.463196,2.441406,0.657959,1.226074,0.896973,30.838011,-60.249325,-22.727964
-0.404053,0.248047,0.862793,6.584167,-3.356933,2.388,0.662109,1.181396,0.892334,30.822752,-61.599728,-25.352476
-0.410889,0.247559,0.866943,5.699157,-1.548767,2.693176,0.665283,1.141357,0.89209,30.586241,-64.758301,-27.626036
-0.412109,0.245605,0.870117,4.608154,-0.007629,3.40271,0.651611,1.099121,0.879883,29.487608,-68.946838,-28.984068
-0.404785,0.246094,0.876465,3.486633,1.373291,3.52478,0.625244,1.055908,0.84668,27.832029,-73.173523,-29.769896
-0.403564,0.244629,0.880371,2.853393,2.090454,3.410339,0.596924,1.009521,0.802002,25.726316,-75.836182,-30.319212
-0.387207,0.232422,0.939941,-2.502441,-6.92749,-0.778198,0.55127,0.955811,0.749512,22.560118,-75.027466,-30.265806
-0.409912,0.243652,0.889648,2.471924,1.647949,3.326416,0.52002,0.925781,0.734375,19.14978,-71.174622,-30.265806
-0.408691,0.240967,0.895996,2.326965,-0.221252,4.150391,0.503662,0.905029,0.762695,17.555237,-64.994812,-30.364988
-0.389404,0.237793,0.887939,2.212524,-1.251221,4.089355,0.470703,0.848877,0.788574,17.242432,-50.750729,-30.319212
-0.391357,0.235107,0.889648,1.609802,-1.243591,4.005432,0.238037,0.438721,0.622314,52.711483,12.519835,-25.856016
-0.392578,0.237549,0.891113,0.976562,-1.419067,3.768921,0.265625,0.435303,0.561035,54.031368,6.690979,-25.466917
-0.394775,0.237305,0.889648,0.114441,-2.098083,3.257751,0.261719,0.41333,0.514648,53.184505,0.068665,-24.185179
-0.392822,0.235107,0.897949,-0.709534,-3.364563,2.593994,0.259277,0.278564,0.777344,31.257627,-12.374877,-19.493103
-0.39502,0.237305,0.907227,-1.350403,-4.508972,1.777649,0.267578,0.277588,0.7854,30.616758,-11.749267,-18.638611
-0.391846,0.237793,0.915039,-1.831055,-5.187988,0.701904,0.277588,0.268555,0.790283,30.143736,-12.21466,-18.157959
-0.383301,0.237793,0.921143,-2.151489,-5.554199,-0.152588,0.27832,0.250732,0.785645,29.106138,-12.878417,-17.448425
-0.384277,0.238281,0.926514,-2.372742,-5.897521,-0.640869,0.263184,0.236084,0.775635,27.381895,-12.855529,-16.540527
-0.413574,0.244385,0.893799,2.243042,0.617981,3.684997,0.261963,0.231689,0.773438,25.909422,-12.275695,-15.518188
-0.408447,0.249756,0.867188,13.336181,-3.860473,3.379822,0.270996,0.235107,0.779785,24.841307,-11.878966,-14.846801
-0.444336,0.249756,0.915039,15.998839,-4.249573,1.800537,0.270996,0.233887,0.794189,23.79608,-11.756896,-14.053344
-0.443115,0.235107,0.910156,15.983581,-6.256103,1.800537,0.264404,0.232666,0.819092,23.193357,-11.016845,-13.023376
-0.348633,0.228516,0.462402,-95.611565,-31.936644,-75.027466,0.265381,0.224121,0.835938,22.880552,-9.94873,-12.092589
-0.381104,0.284424,0.475586,-97.923271,-31.967161,-74.676514,0.260254,0.280518,0.762207,32.012939,-14.045714,-20.439146
-0.408203,0.339355,0.489014,-99.266045,-32.737732,-74.050903,0.273193,0.213379,0.840332,22.293089,-8.865356,-11.390685
-0.425293,0.39502,0.510986,-99.563591,-33.851624,-73.410034,0.287598,0.208496,0.842529,20.736692,-7.415771,-10.131835
-0.434814,0.446777,0.516357,-99.189751,-34.133911,-73.051453,0.289551,0.208008,0.841553,19.989014,-6.744384,-9.651184
-0.446533,0.492676,0.515625,-98.915092,-32.745361,-73.074341,0.28833,0.206055,0.841553,19.241333,-5.638122,-9.063721
-0.456787,0.530518,0.517578,-98.678581,-29.510496,-73.135376,0.290527,0.203125,0.851318,18.615723,-4.577637,-8.262634
-0.468262,0.555908,0.510498,-98.449699,-24.993895,-72.746277,0.299805,0.198975,0.858643,18.386841,-3.921509,-7.789611
-0.469238,0.580078,0.509521,-98.251335,-20.072937,-71.762085,0.3125,0.188232,0.859619,17.700195,-3.768921,-7.629394
-0.454834,0.630127,0.534668,-97.381584,-10.032654,-68.733215,0.314941,0.185059,0.861084,16.822815,-3.997802,-7.415771
-0.336426,0.18457,0.455811,-92.277519,-33.554077,-74.356079,0.314941,0.182617,0.866455,16.12854,-4.623413,-7.369995
-0.449707,0.650146,0.551758,-95.642082,-5.683898,-66.711426,0.310791,0.186768,0.869141,15.426635,-5.027771,-7.026672
-0.44873,0.693359,0.491455,-95.741264,0.617981,-60.600277,0.312012,0.193848,0.875977,15.213012,-4.974365,-6.599426
-0.460693,0.705322,0.479736,-96.336357,2.13623,-56.991573,0.279785,0.209229,0.841064,21.430967,-8.049011,-10.635375
-0.460693,0.723877,0.468018,-97.290031,2.128601,-53.733822,0.270508,0.282959,0.747559,32.539368,-15.708922,-20.950315
-0.451904,0.759277,0.459229,-99.174492,1.281738,-50.903316,0.312744,0.188721,0.881592,15.182494,-4.776001,-6.225585
