ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
-0.601563,1.005371,0.47583,-117.362968,71.685791,-28.984068,-0.402588,-0.953125,0.064697,-39.0625,-77.651978,-21.209715
-0.633789,0.870117,0.4646,-114.906303,105.476372,-7.194519,-0.363281,-0.909912,0.060547,-40.969845,-76.072693,-20.462034
-0.708008,0.747803,0.498047,-104.73632,135.536194,10.803222,-0.355957,-0.873291,0.048096,-41.839596,-77.529907,-20.797728
1.217041,1.032959,-0.329346,19.302368,39.573669,249.992355,-0.364502,-0.841553,0.062012,-41.000362,-76.705933,-21.568296
-0.153076,2.032227,0.657227,-125.709526,-84.999077,-210.472092,-0.367432,-0.812256,0.087158,-38.513184,-72.753906,-22.033689
0.439697,2.159912,0.130859,-191.108688,164.955124,-27.32086,-0.360352,-0.789063,0.110596,-35.240173,-66.734314,-22.384642
0.030273,2.510254,0.508545,-131.866455,-73.226929,-218.841537,-0.347168,-0.77832,0.12915,-32.623291,-60.821529,-22.91107
0.465576,1.748047,0.069092,-137.10022,195.144638,-21.77429,-0.346436,-0.788818,0.115967,-32.25708,-55.755611,-23.04077
0.47876,1.979736,0.116699,-167.915329,182.273849,-23.651121,-0.524902,-1.073242,0.094482,-36.270142,-102.249138,-27.519224
1.445313,0.290039,-0.693115,-22.819517,87.623589,212.226852,-0.352539,-0.808105,0.10376,-33.805847,-50.97961,-22.789
1.524902,0.130127,-0.737549,-36.92627,106.277458,175.643906,-0.360107,-0.831055,0.09082,-35.339355,-42.083736,-22.560118
1.647217,-0.054688,-0.71167,-31.074522,115.859978,133.247375,-0.363525,-0.84375,0.088867,-34.858704,-37.696838,-22.40753
1.730225,-0.244385,-0.702393,-21.133421,130.249023,84.33532,-0.362305,-0.852295,0.088623,-33.859253,-33.111572,-22.583006
1.705566,-0.383301,-0.682617,-8.529663,155.11322,35.514832,-0.358398,-0.86499,0.101074,-31.890867,-28.259275,-22.346495
1.709473,-0.374512,-0.788086,5.302429,186.569199,-15.586852,-0.354736,-0.880371,0.105713,-29.350279,-21.713255,-20.240782
1.799316,-0.276611,-0.764648,5.081176,224.052414,-69.244385,-0.347656,-0.889893,0.111572,-26.19171,-14.823913,-16.273499
1.891846,-0.151611,-0.596436,-6.332397,234.359726,-106.780998,-0.342285,-0.898926,0.12793,-23.391722,-8.621216,-11.58142
1.685303,0.019531,-0.305664,-14.533996,244.14061,-122.123711,-0.346191,-0.903564,0.146729,-22.583006,-3.471374,-8.964539
1.471924,0.175293,-0.165283,-6.179809,249.916061,-124.732964,-0.364258,-0.899414,0.131348,-22.720335,0.190735,-8.43811
1.386475,0.453125,-0.530029,-2.929687,64.498901,239.501938,-0.358643,-0.900635,0.107178,-23.048399,5.531311,-7.843017
1.168213,0.402344,-0.141113,36.064148,249.992355,-120.674126,-0.356934,-0.821045,0.097168,-35.133362,-46.257015,-22.789
1.324219,0.293457,-0.125,28.541563,249.992355,-119.224541,-0.514893,-1.125,0.058594,-36.003113,-108.192436,-28.671263
0.381348,1.385742,0.02832,-93.086235,227.973923,-26.412962,-0.337891,-0.907471,0.102295,-22.02606,10.44464,-7.240295
0.332275,1.250977,0.025635,-76.080322,248.451218,-32.043457,-0.485352,-1.224365,-0.005127,-33.798218,-108.360283,-29.663084
0.334961,1.127441,0.003662,-59.768673,249.992355,-41.66412,-0.546143,-0.7146,0.115967,-3.417969,-69.641113,86.967461
0.408203,1.008057,-0.032471,-43.991085,249.732956,-55.816647,-0.532715,-0.717773,0.125244,5.004883,-59.761044,94.123833
0.425781,1.542969,0.034668,-111.694328,209.709152,-22.560118,-0.516602,-0.738525,0.122314,14.320373,-53.87878,98.854057
0.542725,0.794922,-0.177734,-14.98413,249.992355,-92.987053,-0.509766,-0.771729,0.119873,22.369383,-52.261349,101.982109
0.686035,0.665283,-0.188232,2.662658,249.992355,-112.442009,-0.512207,-0.807129,0.124512,29.693602,-54.862972,103.080742
0.936768,0.518799,-0.165039,21.179197,249.992355,-122.184746,-0.518066,-0.843506,0.131348,36.575317,-60.699459,102.958672
0.479004,0.902832,-0.114258,-29.663084,249.923691,-72.70813,-0.494873,-1.177734,0.019531,-35.697937,-110.29052,-29.762266
0.570557,0.399414,1.086182,-249.992355,-114.845268,38.574219,-0.52002,-0.91748,0.116943,46.844479,-79.51355,100.71563
-0.12207,0.447266,0.697754,-235.008224,-147.651672,-17.196655,-0.513428,-0.9646,0.101563,48.316952,-92.590324,95.687859
-0.048096,0.342041,0.651855,-213.462814,-162.582382,-20.332335,-0.497314,-1.015137,0.067139,46.714779,-108.009331,87.455742
-0.056152,0.344482,0.547363,-216.79686,-171.455368,-20.652769,-0.486572,-1.056641,0.03125,42.991634,-125.40435,77.484131
-0.054443,0.400635,0.528076,-237.533554,-175.666794,-17.00592,-0.521729,-0.877197,0.125244,42.556759,-68.962097,102.821342
0.019775,0.458984,0.550293,-249.786362,-175.476059,-12.031554,-0.55542,-1.139893,-0.019775,31.09741,-156.837463,55.747982
0.143799,0.487549,0.611328,-249.992355,-169.013962,-5.020141,-0.607666,-1.182861,-0.029541,22.521971,-166.923508,42.556759
-0.248779,0.668213,0.63501,-249.992355,-130.989075,-19.378662,-0.65625,-1.221924,-0.031738,13.481139,-171.730026,28.114317
0.294189,0.47998,0.720947,-249.992355,-155.62439,5.470275,-0.682373,-1.261963,-0.02002,5.798339,-170.593246,14.762877
0.446777,0.445557,0.888916,-249.992355,-136.543274,21.751402,-0.717041,-1.326172,-0.010254,-2.433777,-162.330612,4.051208
0.669922,0.36084,1.293457,-249.992355,-92.803947,52.680965,-0.792236,-1.40332,0.004883,-11.96289,-145.469666,-4.15802
0.951416,0.421143,2.811279,-249.992355,-30.960081,84.58709,-0.854492,-1.421875,0.030518,-20.057678,-124.90081,-10.910033
0.817383,0.31665,1.754639,-249.992355,-49.331661,69.404602,-0.808594,-1.383545,0.054443,-24.581907,-108.680717,-17.845154
0.845215,0.344238,2.073242,-249.992355,-33.77533,75.897217,-0.657471,-1.322998,0.054199,-27.351377,-102.027885,-24.055479
0.858398,0.389648,2.432617,-249.992355,-27.06146,81.30645,-0.520264,-1.26416,0.009766,-30.555723,-103.698723,-28.137205
1.135742,0.393555,3.22998,-249.992355,-41.66412,86.540215,-0.509277,-1.099609,0.000977,37.826538,-142.50946,67.047119
1.278809,0.26709,3.698242,-249.992355,-45.127865,90.705864,0.299805,-0.777344,-0.445068,47.767635,-244.102463,-13.47351
1.432861,0.150391,4.022217,-249.992355,-24.879454,94.802849,0.536377,-0.845459,-0.545166,77.079773,-180.603012,-5.012512
1.578613,0.08667,4.223633,-249.992355,14.762877,90.980522,0.655762,-0.796875,-0.480713,107.315056,-88.508598,7.110595
1.459717,0.098145,4.29834,-249.732956,53.047176,96.961967,0.545166,-0.695557,-0.340088,129.173279,-1.998901,25.917051
1.353027,0.05249,4.139893,-249.320969,75.439453,121.177666,-0.032715,-1.380615,-0.292236,104.820244,210.983261,63.896175
-0.362305,0.926025,0.488525,-249.992355,-112.457268,-27.153013,0.137207,-0.63623,-0.158691,145.027161,135.925293,70.823669
0.74292,0.333984,1.50415,-249.992355,-70.304871,62.728878,-0.002686,-0.856934,-0.139893,130.645752,172.134384,79.89502
-0.385986,1.110596,0.294189,-246.482834,-91.63665,-38.848877,-0.053711,-1.161133,-0.190674,112.815849,194.847092,75.904846
1.469238,-0.072754,3.739746,-249.992355,100.151054,132.553101,0.325195,-0.606201,-0.229004,143.852234,77.056885,50.193783
-0.399658,0.963135,0.181396,-176.170334,-44.364925,-61.660763,0.115723,-0.585938,-0.342285,35.545349,-249.984726,-16.021729
1.969482,1.604736,1.446777,249.992355,249.252304,-249.992355,-0.763916,-0.673096,-0.848633,20.820616,249.992355,124.137871
1.127441,1.508545,0.605713,222.312912,249.725327,-246.467575,-0.266846,-0.130371,-0.293701,57.456966,-249.992355,19.14978
0.55835,1.308105,0.221924,167.449936,249.992355,-238.97551,-0.43457,-0.005371,-0.277832,71.922302,-249.389633,40.039063
0.124023,1.060303,0.120605,128.990173,249.481186,-232.467636,-0.549805,0.049316,-0.293945,74.371338,-249.664291,50.491329
-0.121338,0.864258,0.158203,101.97448,230.514511,-222.21373,-0.650146,0.031982,-0.293701,64.453125,-249.992355,50.86517
-0.275146,0.752686,0.101807,75.958252,208.396896,-203.758224,-0.772217,-0.001709,-0.235596,54.191586,-229.438766,51.956173
-0.312744,0.70874,0.016846,49.575802,184.486374,-184.745773,-0.896729,-0.013672,-0.222412,56.938168,-136.505127,65.368652
