ax,ay,az,gx,gy,gz
-0.673096,-0.010498,0.813721,7.217407,-3.387451,-10.231017
-0.665039,-0.010254,0.821045,8.178711,-7.270813,-11.413573
-0.64917,-0.011475,0.837158,9.70459,-10.536193,-11.940001
-0.639648,0.004395,0.839844,9.887695,-13.336181,-11.512755
-0.643066,0.014893,0.827881,8.018494,-13.328551,-9.918213
-0.652344,0.022217,0.813721,5.195617,-9.643555,-7.621765
-0.656982,0.02417,0.808594,2.510071,-4.150391,-5.340576
-0.657959,0.023682,0.811035,1.205444,-2.365112,-3.967285
-0.6604,0.026123,0.811523,0.801086,-2.563476,-3.074646
-0.654297,0.027832,0.811035,0.50354,-0.419617,-1.983642
-0.657227,0.029541,0.817871,-0.411987,0.930786,-1.197815
-0.661133,0.026855,0.827881,-1.327515,-1.091003,-1.037598
-0.658936,0.020752,0.840332,-1.686096,-6.446838,-1.708984
-0.664795,0.008301,0.850342,-0.358582,-11.344909,-2.700805
-0.660645,0.001465,0.861816,0.823975,-15.3656,-3.860473
-0.650146,-0.004883,0.852051,2.166748,-16.731262,-4.112244
-0.640137,0.006104,0.833252,3.959656,-14.015197,-4.562378
-0.637451,0.013428,0.820801,2.479553,-6.774902,-2.685547
-0.633057,0.009521,0.829346,0.778198,-2.082825,-0.686645
-0.641113,0.015137,0.842529,-0.328064,-4.91333,-0.236511
-0.669922,0.013184,0.855713,-1.899719,-13.694762,-0.450134
-0.695801,0.000488,0.846436,-4.714966,-20.63751,0.0
-0.697998,-0.016602,0.837646,-4.806519,-19.248962,-0.061035
-0.655029,-0.013428,0.858154,-5.28717,-14.701842,-0.236511
-0.626709,-0.02417,0.869141,-6.538391,-13.549804,0.25177
-0.612549,-0.016602,0.860596,-7.698059,-13.191222,0.976562
-0.613525,-0.024414,0.833984,-7.987976,-8.94165,2.540588
-0.606445,-0.010498,0.817383,-6.118774,-2.609253,3.14331
-0.612793,-0.006592,0.812988,-4.112244,1.075745,3.616333
-0.637207,0.001221,0.815186,-1.678467,0.282288,2.296448
-0.653564,0.01416,0.817139,-0.75531,-0.198364,1.541138
-0.655762,0.019287,0.812744,-0.854492,2.815246,1.770019
-0.651611,0.020996,0.807617,-0.244141,9.796143,1.89209
-0.643555,0.026367,0.816162,1.068115,11.795043,1.335144
-0.644531,0.021973,0.820801,2.708435,10.604857,0.823975
-0.638428,0.022461,0.824219,5.28717,9.910583,-0.106812
-0.638672,0.03418,0.814941,5.966186,15.11383,1.663208
-0.631348,0.006836,0.834717,4.730225,13.511657,2.510071
-0.650635,-0.006104,0.867676,6.04248,5.645751,1.434326
-0.672852,-0.011719,0.889893,6.607055,-1.251221,0.602722
-0.684326,-0.008545,0.885498,4.615784,-3.433227,0.648498
-0.662842,-0.011963,0.877686,0.480652,-3.456115,2.082825
-0.636475,-0.009521,0.86377,-1.708984,-4.585266,2.76947
-0.622803,0.000244,0.848145,-3.295898,-4.928589,3.517151
-0.632568,0.015869,0.827393,-5.226135,-3.479004,4.66156
-0.62207,0.021484,0.826172,-6.523132,-1.617432,6.370544
-0.609619,0.022217,0.835205,-5.950927,-1.335144,7.637023
-0.632813,0.025879,0.829834,-5.737304,-2.983093,8.155823
-0.649902,0.02417,0.816895,-5.935668,-1.480102,8.880615
-0.648682,0.014648,0.817139,-4.966736,2.708435,9.140015
-0.640869,0.005859,0.821045,-3.158569,4.890442,8.453369
-0.647949,-0.005371,0.826172,-0.823975,7.522583,7.8125
-0.6521,0.004639,0.849121,0.175476,9.490967,6.851196
-0.666504,0.006592,0.840332,-3.40271,6.92749,8.850098
-0.682129,-0.008057,0.822021,-4.66156,8.346558,10.19287
-0.664307,-0.012451,0.819824,-2.563476,10.307311,8.682251
-0.675049,-0.018799,0.814697,-0.022888,9.544373,6.179809
-0.689697,-0.033936,0.844727,1.617432,8.613586,3.829956
-0.682129,-0.029297,0.863525,3.929138,2.868652,0.785828
-0.682617,-0.018311,0.831299,4.623413,3.265381,-0.732422
-0.678711,-0.014893,0.810059,4.776001,9.666443,-1.708984
-0.6604,-0.000488,0.80957,4.470825,13.748168,-2.685547
-0.654541,0.010254,0.806641,2.563476,16.288757,-1.647949
-0.656738,0.012451,0.809326,1.289368,19.233704,-0.267029
-0.654541,0.012695,0.814697,0.366211,19.561768,0.427246
-0.671143,0.010742,0.803223,-0.38147,19.554138,1.281738
-0.684082,-0.000732,0.812012,0.709534,21.232603,0.732422
-0.655518,0.015381,0.858398,1.976013,16.25824,-1.289368
-0.658691,0.015625,0.859863,-0.808716,3.982544,0.389099
-0.666504,0.015869,0.851074,-2.410889,-2.700805,1.281738
-0.674805,0.012207,0.83374,-3.097534,-5.706787,1.083374
-0.691895,0.007568,0.796387,-1.861572,-6.561279,-0.358582
-0.688477,0.010498,0.794678,1.113892,-2.388,-3.128052
-0.6875,0.014893,0.801514,1.800537,-1.075745,-4.516602
-0.682129,0.015137,0.823242,-0.137329,-2.5177,-4.241943
-0.670166,0.010742,0.84082,-2.571106,-8.331299,-4.02832
-0.654297,0.006836,0.851807,-4.180908,-14.47296,-4.40979
-0.640625,0.005859,0.86792,-5.92041,-20.935057,-4.333496
-0.66333,-0.00293,0.837158,-7.507324,-29.808043,-4.745483
-0.660156,-0.00415,0.82666,-7.133483,-29.922483,-6.263732
-0.642578,-0.013672,0.821777,-7.202148,-33.088684,-7.240295
-0.644287,-0.012695,0.833008,-6.553649,-35.858154,-8.529663
-0.650146,-0.00708,0.835449,-7.438659,-36.720276,-8.232117
-0.65918,-0.015625,0.828369,-9.223938,-34.820557,-6.813049
-0.643555,-0.018555,0.834961,-10.002136,-30.258177,-6.706237
-0.619873,-0.01001,0.852051,-11.169433,-24.620054,-6.942749
-0.600586,-0.007568,0.867432,-13.992309,-20.965574,-6.980896
-0.588379,-0.000244,0.865234,-17.051697,-20.446775,-7.255554
-0.591309,0.011963,0.85791,-21.949766,-23.147581,-6.248474
-0.595947,0.012451,0.855225,-25.917051,-27.938841,-5.073547
-0.591309,0.014404,0.84375,-29.945372,-31.288145,-3.89862
-0.61499,-0.008057,0.837158,-30.059813,-27.412413,-1.38855
-0.628906,-0.011719,0.810303,-28.20587,-17.601013,2.487183
-0.641602,-0.020264,0.827881,-26.771544,0.053406,4.776001
-0.625977,-0.025146,0.806396,-27.175901,11.619567,3.067016
-0.575928,0.081787,0.813477,-24.67346,27.519224,5.577087
-0.643555,-0.028564,0.848633,-22.743223,39.054871,28.411863
-0.640869,-0.036865,0.899414,-15.747069,29.891966,23.41461
-0.634277,0.031494,0.851563,-20.858763,18.974304,18.814087
-0.687744,-0.044189,0.837891,-15.289306,14.877318,23.712156
-0.69165,-0.066895,0.82959,-6.111145,24.337767,16.639709
-0.694824,-0.070068,0.818604,1.289368,39.627075,4.096985
-0.701416,-0.041992,0.792969,6.095886,60.417171,-3.463745
-0.692871,-0.024658,0.799072,11.306762,99.601738,2.044678
-0.565186,-0.02832,0.897949,10.246276,100.639336,5.699157
-0.701416,-0.107666,0.818359,14.465331,56.617733,7.225036
-0.735352,-0.08667,0.865234,19.683838,80.062866,3.791809
-0.615723,-0.041016,0.862305,11.466979,73.051453,-2.571106
-0.692139,-0.076416,0.818359,9.353638,41.023251,3.768921
-0.755371,-0.108887,0.794678,15.518188,18.722534,0.213623
-0.762207,-0.084229,0.796387,19.714355,6.813049,-5.966186
-0.760742,-0.061035,0.799805,15.792846,-1.876831,-5.271911
-0.759766,-0.053223,0.79834,7.698059,-9.140015,-1.899719
-0.755859,-0.074951,0.80542,0.62561,-15.266418,-0.923157
-0.732178,-0.027588,0.773926,-5.264282,-16.960144,-2.174377
-0.712646,-0.033691,0.754395,-8.872986,-6.591796,2.418518
-0.660889,-0.044434,0.764648,-0.076294,-0.869751,6.16455
-0.670166,-0.007568,0.763184,4.653931,2.120972,7.461547
-0.675293,0.018555,0.755859,4.905701,10.551452,10.360717
-0.68457,0.021729,0.782471,7.072448,15.35797,15.647887
-0.665527,0.013672,0.777588,7.011413,11.016845,17.318726
-0.729492,0.040771,0.787109,6.591796,5.203247,20.614622
-0.725586,0.037598,0.777344,1.037598,9.185791,16.090393
-0.698242,-0.002441,0.738037,8.323669,6.805419,23.132322
-0.789063,-0.001709,0.788574,29.006956,2.670288,30.830381
-0.759766,0.057617,0.786377,23.727415,4.722595,5.569458
-0.740967,0.040039,0.776611,10.688781,10.978698,-6.027221
-0.747803,0.01001,0.77832,4.631042,12.96997,-0.778198
-0.734131,0.013916,0.771729,4.798889,19.203186,0.663757
-0.724365,-0.003174,0.766113,6.355285,28.800962,5.584716
-0.714355,0.010986,0.76123,6.874084,35.476685,10.551452
-0.683105,-0.001221,0.811768,-0.511169,39.833069,12.062072
-0.71582,0.07373,0.800781,-9.132385,28.511045,11.383056
-0.764893,0.010254,0.785645,-14.73236,17.028809,18.295288
-0.7854,-0.021484,0.748047,-12.535094,12.382506,15.434264
-0.781494,-0.031494,0.753906,-6.858825,10.993957,9.529114
-0.760498,-0.027832,0.772705,1.152039,0.305176,4.417419
-0.766602,-0.04126,0.747559,14.923095,-15.449523,-0.160217
-0.781006,0.000732,0.750732,23.818968,-11.779784,-1.121521
-0.755371,0.012939,0.763428,22.422789,0.938415,2.716064
-0.74707,0.010498,0.754395,21.492002,11.543273,6.576538
-0.744141,0.008301,0.74585,22.842405,22.926329,7.141113
-0.760254,-0.038086,0.709473,28.213499,29.678343,5.050659
-0.692383,0.065186,0.755371,38.047791,36.064148,-6.355285
