ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
1.750244,-0.121094,-0.560059,202.453598,13.954162,-235.534653,1.120117,-0.516602,0.367188,117.828362,20.759581,-195.785507
1.481689,-0.163086,-0.427979,200.317368,14.923095,-227.699265,0.93457,-0.52124,0.36084,113.746635,41.366573,-181.091293
2.310791,-0.070557,-0.831787,205.772385,18.989563,-248.4207,0.776123,-0.517822,0.340088,113.05999,55.786129,-165.870651
2.733154,0.167969,-0.923828,205.780014,51.650997,-249.916061,0.631104,-0.528076,0.300293,115.013115,64.476013,-151.092529
-0.192383,0.475342,0.14209,79.238892,-34.431458,-23.567198,1.329102,-0.465088,0.362793,123.291008,-4.211426,-208.618149
2.15332,0.202881,-0.671143,193.22966,-14.373778,-249.992355,1.393311,1.189209,0.304199,221.244797,-105.651848,0.282288
1.553223,0.221436,-0.471436,188.667282,-48.46191,-249.038681,3.499756,0.042236,0.666992,151.954651,-12.565612,-249.992355
1.109619,0.286621,-0.344238,183.006271,-70.381165,-214.53093,3.84375,0.036377,0.70752,170.127853,-66.955566,-232.528671
0.828125,0.359863,-0.243896,173.57634,-79.788208,-173.538193,4.087646,0.146729,0.738037,183.1436,-116.065971,-185.874924
0.608398,0.415283,-0.139404,162.391647,-79.780579,-134.353638,4.140625,0.334961,0.839355,200.370773,-153.198242,-125.717155
0.470703,0.449219,-0.049072,149.57428,-71.929932,-102.98156,4.154785,0.66626,0.919189,218.719467,-164.718613,-66.28418
0.410156,0.458984,0.015625,137.077332,-60.050961,-83.374016,4.034424,1.136719,0.931885,221.084579,-138.778687,-30.548094
0.310547,0.475586,0.049072,124.244682,-48.385616,-69.419861,3.525635,1.411865,0.861572,222.915634,-99.639885,-11.566161
0.118896,0.49292,0.078857,109.687798,-39.520264,-54.298397,2.59668,1.419922,0.604492,223.97612,-92.39196,2.349854
-0.067383,0.483887,0.121582,94.421379,-35.140991,-38.314819,3.098389,0.044434,0.577881,141.960144,37.17804,-249.992355
1.04541,-0.331787,-0.285156,196.205124,19.65332,-212.432846,-0.187256,0.675781,-0.133301,176.826462,-85.494987,-17.64679
2.543213,0.213623,-0.824707,199.90538,21.888731,-249.511703,0.125732,0.609131,0.064941,211.12822,-117.950432,-24.322508
0.846191,-0.404541,-0.221191,195.739731,19.737244,-201.5457,0.032471,0.57373,0.006348,201.492294,-110.633842,-21.591185
0.056152,-0.968994,0.084717,37.353516,-75.469971,6.881713,-0.079346,0.596924,-0.061523,190.177902,-99.281303,-19.615173
0.492188,-0.570557,-0.159424,190.83403,22.377012,-175.20903,-0.237305,0.785889,-0.19043,159.263611,-71.395874,-14.503478
-0.277344,0.49292,0.129395,62.866207,-33.210754,-9.101868,-0.272949,0.906006,-0.232666,135.643005,-57.937618,-10.437011
2.847412,0.7146,-1.189453,-36.254883,-115.478508,128.631592,-0.280762,0.986572,-0.275391,108.673088,-47.012325,-5.79071
2.911621,0.445557,-1.138672,-46.005245,-144.714355,108.703606,-0.260742,1.012939,-0.313721,81.581108,-38.909912,-0.564575
2.811768,0.072266,-1.047852,-53.558346,-161.697372,89.958183,-0.212646,0.999268,-0.3479,55.610653,-33.737183,5.226135
2.50293,-0.263428,-0.888672,-55.572506,-153.030396,86.34185,-0.158936,0.971436,-0.389893,29.327391,-31.661985,11.482238
2.073486,-0.44165,-0.702637,-52.436825,-132.705688,91.278069,2.644531,-0.07373,0.502197,144.874573,71.617126,-249.603256
1.669922,-0.491699,-0.512207,-46.653744,-116.981499,97.648613,0.596436,0.905518,0.149902,219.108566,-117.767326,-13.191222
1.32959,-0.509521,-0.338623,-38.68866,-107.810966,100.33416,2.199219,-0.249756,0.456055,150.764465,93.666069,-249.992355
1.05249,-0.550049,-0.198975,-29.541014,-100.341789,94.139091,-0.182373,-1.237305,-0.216553,141.052246,18.592834,-94.871513
0.80957,-0.623291,-0.109863,-19.40155,-92.170708,79.116821,1.507324,-0.488037,0.349854,154.930115,120.674126,-249.992355
0.661377,-0.481201,-0.184082,194.206223,20.843504,-189.620956,0.643555,-0.040039,-0.085205,-58.784481,22.605894,95.962517
0.568359,-0.715088,-0.046631,-8.308411,-85.33477,61.43951,0.310547,-0.187744,-0.09375,-42.92297,29.251097,74.378967
0.163818,-0.878174,0.047852,20.156858,-77.667236,27.06909,0.061035,-0.343994,-0.083496,-21.606443,26.05438,57.044979
-0.009521,-1.056641,0.094727,56.571957,-71.731567,-14.656066,-0.077881,-0.44458,-0.070557,-4.943848,7.446289,45.600887
-0.053223,-1.133057,0.080811,77.476501,-63.674923,-33.805847,-0.14917,-0.477783,-0.070801,4.608154,-16.532898,35.27832
-0.069824,-1.186279,0.05835,99.769585,-50.85754,-50.666805,-0.209961,-0.57959,-0.097656,14.633178,-32.188416,22.872923
-0.047607,-1.204346,0.023438,121.467583,-35.247803,-68.786621,-0.299561,-0.69043,-0.16626,27.465818,-41.564938,8.323669
0.006348,-1.170654,-0.022949,140.632629,-18.478394,-89.431755,-0.440918,-0.790039,-0.246582,44.136044,-46.882626,-9.719849
0.068359,-1.082031,-0.068604,156.62384,-3.112793,-110.397331,-0.555176,-0.885742,-0.312988,64.14032,-47.508236,-30.502317
0.13501,-0.950195,-0.10376,169.143661,9.414673,-129.379272,-0.573242,-0.992188,-0.336426,86.364738,-43.151852,-51.673885
0.220947,-0.806885,-0.128662,178.474411,17.700195,-145.40863,1.81665,-0.392334,0.412598,153.518677,109.367363,-249.992355
0.3396,-0.678711,-0.14209,185.569748,21.820066,-159.980774,-0.502197,-1.124512,-0.313721,112.197868,-31.639097,-70.785522
0.338379,-0.799805,0.005859,5.058288,-80.665581,44.319149,-0.095947,0.939697,-0.426758,3.036499,-32.104492,17.036438
2.646729,0.804688,-1.205322,-26.473997,-96.885674,138.328552,-0.057129,-1.212158,-0.135986,148.345947,43.617245,-106.079094
-0.344238,0.541504,0.086914,44.708248,-29.434202,6.988525,0.057861,-1.153076,-0.102051,157.012939,61.119076,-116.58477
-0.352539,0.605713,0.004395,5.874633,-16.227722,34.767151,0.196777,-1.079102,-0.074463,162.094101,75.09613,-130.767822
1.987549,-0.951416,-0.200684,-79.162598,8.81958,109.069817,0.352051,-0.980713,-0.031982,165.100082,85.739128,-147.041321
1.492432,-1.017822,-0.028809,-56.541439,27.145384,94.40612,0.521484,-0.876709,0.026855,165.878281,95.314018,-163.757309
0.965088,-1.044434,0.067871,-37.376404,31.661985,81.207268,0.690674,-0.778564,0.0979,165.657028,105.567924,-182.13652
0.489746,-1.068115,0.124756,-20.606993,23.54431,69.725037,0.854492,-0.689697,0.160156,164.054855,115.82946,-202.827438
0.119629,-1.11377,0.179199,-3.723144,6.67572,58.303829,1.037598,-0.613037,0.220947,160.377502,124.092094,-225.875839
-0.1604,-1.157715,0.196777,11.535644,-14.770507,48.706051,1.252686,-0.553223,0.280273,156.997681,126.152031,-245.674118
-0.337646,-1.218994,0.20459,26.962278,-35.858154,39.848328,-0.35498,-1.248291,-0.260742,136.314392,-9.719849,-83.061211
-0.412842,-1.267822,0.209961,45.074459,-50.094601,29.808043,-0.030762,0.893555,-0.433105,-18.058777,-32.775879,23.803709
-0.431152,-1.274414,0.200195,65.040588,-55.892941,17.631531,0.266113,0.709961,0.108398,216.735825,-121.147148,-23.15521
-0.389893,-1.176514,0.112549,104.751579,-51.033016,-9.056091,0.0354,0.844727,-0.403809,-36.209106,-32.791138,32.577515
2.425537,-0.830811,-0.435791,-101.104729,-21.919249,117.866508,-0.225586,-0.499268,-0.069336,26.153563,-50.575253,33.737183
-0.323242,-1.109375,0.069336,122.528069,-45.051571,-24.80316,-0.268799,-0.571777,-0.086182,47.149654,-52.391048,17.066956
-0.102539,-0.939697,0.069336,152.587891,-35.995483,-64.315796,-0.268799,-0.665771,-0.090576,70.091248,-48.027035,1.029968
0.018311,-0.839355,0.095459,165.534958,-35.835266,-85.723869,-0.241943,-0.756348,-0.086182,92.26226,-35.957336,-13.511657
0.149658,-0.742432,0.122314,179.069504,-35.743713,-104.927055,-0.194824,-0.818359,-0.064941,110.656731,-16.815186,-25.588987
0.287354,-0.634766,0.132813,191.902145,-31.997679,-119.400017,-0.144531,-0.844971,-0.031982,124.847404,4.730225,-35.614014
0.452881,-0.511475,0.112061,203.43779,-23.727415,-126.937859,-0.095215,-0.859863,0.001953,135.543823,24.436949,-45.524593
0.659912,-0.414063,0.072266,214.164719,-10.055541,-132.347107,-0.027344,-0.882324,0.038086,144.714355,41.275021,-54.954525
0.87915,-0.332764,0.009521,224.418625,8.308411,-136.993408,0.062988,-0.883789,0.075928,152.153015,57.228085,-62.591549
