ax,ay,az,gx,gy,gz
-0.348633,-0.901855,-0.200684,8.018494,-4.78363,6.835937
-0.359619,-0.921387,-0.200928,7.591247,-7.621765,7.827758
-0.371582,-0.947998,-0.202637,6.91986,-9.44519,8.789063
-0.383301,-0.96875,-0.200928,6.050109,-10.726928,9.651184
-0.392578,-0.980469,-0.201416,4.859924,-11.901855,10.658263
-0.404053,-0.985352,-0.19873,3.479004,-13.21411,11.871337
-0.41333,-0.98584,-0.191895,2.090454,-14.396667,13.084411
-0.417725,-0.977539,-0.186523,1.251221,-14.793395,14.343261
-0.411621,-0.96167,-0.177246,0.839233,-13.771056,15.457152
-0.398193,-0.949707,-0.169434,1.098633,-11.665343,16.288757
-0.382568,-0.944336,-0.165039,1.548767,-9.300232,16.876221
-0.367188,-0.9375,-0.157959,1.808166,-7.118225,17.089844
-0.353271,-0.932861,-0.153809,1.861572,-5.630493,17.028809
-0.347412,-0.928711,-0.150146,1.907349,-4.806519,16.25061
-0.34082,-0.925537,-0.154053,1.663208,-4.180908,14.884948
-0.335938,-0.919922,-0.155273,1.319885,-3.448486,13.236999
-0.33667,-0.91626,-0.156982,1.182556,-2.906799,11.306762
-0.336182,-0.918701,-0.154053,1.144409,-2.571106,9.338379
-0.339355,-0.921143,-0.147461,0.991821,-2.403259,7.369995
-0.344238,-0.923096,-0.141846,0.923157,-2.235413,5.401611
-0.353516,-0.924561,-0.135254,0.823975,-2.326965,3.662109
-0.361816,-0.924072,-0.123047,0.717163,-2.784729,2.098083
-0.369873,-0.922119,-0.109863,0.75531,-2.975464,0.930786
-0.375244,-0.920654,-0.101318,0.915527,-2.738952,-0.030518
-0.379395,-0.918945,-0.090332,1.121521,-2.761841,-0.808716
-0.377441,-0.919189,-0.084473,1.274109,-2.975464,-0.930786
-0.378906,-0.918701,-0.083496,1.205444,-3.013611,-0.831604
-0.380371,-0.916504,-0.07959,0.999451,-3.417969,-0.900268
-0.380615,-0.911621,-0.075928,0.785828,-4.486084,-0.808716
-0.383789,-0.905273,-0.075439,0.434875,-5.783081,-0.068665
