ax,ay,az,gx,gy,gz
-0.434326,-0.910156,0.06665,2.197266,4.03595,-0.267029
-0.434082,-0.909912,0.064209,2.296448,4.02832,-0.389099
-0.432861,-0.911621,0.064453,2.388,3.860473,-0.564575
-0.437256,-0.910156,0.066895,2.510071,3.952026,-0.701904
-0.435791,-0.910889,0.065186,2.555847,4.226685,-0.907898
-0.436035,-0.911377,0.065674,2.761841,4.493713,-1.152039
-0.437256,-0.912842,0.065186,2.76947,4.592896,-1.38855
-0.438232,-0.914063,0.065674,2.76947,4.844666,-1.609802
-0.437988,-0.912354,0.064453,2.746582,4.867554,-1.739502
-0.441895,-0.912598,0.062012,2.89154,4.936218,-1.907349
-0.443359,-0.913818,0.061523,2.944946,4.981995,-2.113342
-0.444824,-0.914795,0.058105,2.76947,5.027771,-2.090454
-0.443359,-0.912842,0.054443,2.677917,5.004883,-1.88446
-0.44043,-0.913818,0.055908,2.586365,4.646301,-1.502991
-0.4375,-0.91626,0.059326,2.502441,4.112244,-1.106262
-0.437744,-0.918213,0.058594,2.342224,3.662109,-0.694275
-0.44165,-0.917969,0.057861,2.403259,3.410339,-0.404358
-0.440918,-0.917236,0.058838,2.487183,3.448486,-0.114441
-0.441895,-0.913818,0.053711,2.349854,3.677368,0.106812
-0.443115,-0.915039,0.052979,2.334595,3.845215,0.343323
-0.442383,-0.912842,0.055176,2.14386,3.860473,0.38147
-0.442139,-0.911865,0.056885,2.052307,3.639221,0.541687
-0.4375,-0.91333,0.059082,1.815796,3.379822,0.617981
-0.436768,-0.914795,0.061279,1.533508,2.944946,0.770569
-0.435303,-0.913086,0.056152,1.152039,2.487183,0.968933
-0.43457,-0.914307,0.055908,0.923157,1.930237,1.167297
-0.431641,-0.907471,0.056152,0.495911,1.419067,1.655578
-0.425537,-0.895996,0.056396,0.274658,0.823975,2.326965
-0.415283,-0.89624,0.055176,-0.076294,-0.25177,3.562927
-0.401611,-0.939697,0.05835,-0.282288,-2.76947,4.997253
-0.40625,-0.965088,0.055908,-0.465393,-6.42395,6.332397
-0.42334,-0.945557,0.043945,-0.534058,-8.705139,7.713317
-0.425049,-0.925781,0.037598,-0.099182,-8.651733,9.45282
-0.423828,-0.919922,0.045898,1.64032,-7.247924,11.45172
-0.443848,-0.943848,0.050049,4.66156,-3.982544,12.870788
-0.443359,-0.981445,0.06543,7.614135,2.288818,13.519286
-0.368652,-0.999756,0.062012,9.475708,8.148193,13.572692
-0.299316,-0.963135,0.027588,9.94873,9.208679,8.018494
-0.274902,-0.949707,-0.005859,9.254456,6.973266,-1.983642
-0.280273,-0.993408,-0.031738,6.41632,6.309509,-11.024474
-0.244873,-1.016846,-0.020752,1.487732,3.479004,-16.525269
-0.203125,-1.040771,0.036133,-3.044128,-5.447387,-21.713255
-0.185547,-1.074463,0.112305,-5.615234,-17.814636,-27.130125
-0.205566,-1.089844,0.168457,-3.14331,-24.322508,-32.073975
-0.224365,-1.083008,0.186035,3.723144,-18.753052,-36.613464
-0.22583,-1.060791,0.171875,9.628296,-5.950927,-38.352966
-0.211426,-1.036621,0.146729,14.701842,6.790161,-38.505554
-0.184082,-1.02124,0.118164,18.844604,14.755248,-36.521912
-0.159424,-1.006836,0.09375,21.293638,17.372131,-34.225464
-0.161133,-0.990234,0.076172,21.247862,14.739989,-33.317566
-0.19043,-0.97998,0.083252,20.294188,10.19287,-34.317017
-0.240234,-0.978027,0.112793,19.889832,7.057189,-36.621094
-0.308105,-0.977295,0.129883,19.40155,7.743835,-38.833618
-0.368164,-0.965576,0.142822,18.4021,12.855529,-39.978027
-0.362549,-0.959229,0.148926,17.63916,20.187376,-40.435787
-0.323975,-0.947754,0.161621,16.616821,26.176451,-42.358395
-0.300537,-0.931641,0.176025,15.159606,25.3067,-45.104977
-0.308594,-0.922852,0.182373,13.366698,19.752502,-47.45483
-0.322754,-0.911377,0.182129,11.749267,13.504027,-49.171444
-0.333984,-0.896484,0.18042,9.811401,7.461547,-51.124569
-0.35083,-0.885254,0.180176,7.6828,1.586914,-53.550716
-0.378174,-0.886963,0.171387,5.477905,-3.425598,-56.27441
-0.391846,-0.892822,0.161377,2.655029,-7.598876,-58.067318
-0.395996,-0.889648,0.156982,-0.915527,-11.917113,-58.79211
-0.399902,-0.888672,0.150879,-4.806519,-17.608643,-59.394833
-0.396484,-0.89209,0.14209,-9.277344,-24.909971,-59.036251
-0.394775,-0.89624,0.135986,-14.48059,-33.805847,-57.78503
-0.392334,-0.897217,0.129395,-20.080564,-44.029232,-56.175228
-0.390381,-0.894531,0.128906,-25.688169,-54.611202,-54.244991
-0.395264,-0.895508,0.131592,-30.6015,-65.109253,-51.841732
-0.403076,-0.893799,0.14209,-34.118652,-74.279785,-49.499508
-0.422119,-0.888916,0.144775,-35.308838,-79.76532,-47.592159
-0.445557,-0.896729,0.135742,-34.324646,-79.742432,-45.135494
-0.450439,-0.907471,0.115234,-32.966614,-75.218201,-41.267391
-0.435303,-0.9104,0.094482,-31.98242,-70.167542,-36.506653
-0.420654,-0.913086,0.07373,-31.074522,-66.856384,-30.876158
-0.414551,-0.918945,0.056885,-30.036924,-65.299988,-24.398802
-0.403564,-0.92627,0.047363,-29.098509,-64.903259,-17.105103
-0.384277,-0.930176,0.035645,-28.312681,-66.207886,-9.536743
-0.368164,-0.918701,0.029297,-27.481077,-69.244385,-2.723694
-0.38501,-0.906006,0.027832,-25.741575,-71.662903,2.372742
-0.41333,-0.909912,0.03125,-23.086546,-70.922852,6.935119
-0.424561,-0.916992,0.034424,-20.126341,-66.200256,11.871337
-0.428223,-0.92041,0.032715,-16.441345,-58.471676,16.63208
-0.430176,-0.927979,0.034912,-12.08496,-48.446651,20.233152
-0.429443,-0.943604,0.0271,-7.881164,-36.407471,22.941587
-0.408447,-0.947998,0.017578,-4.981995,-24.16992,26.145933
-0.370605,-0.947021,0.01123,-3.608703,-14.381408,29.510496
-0.33374,-0.949219,0.010986,-3.318786,-9.399414,32.272339
-0.313232,-0.952393,0.01416,-3.929138,-8.758545,34.637451
-0.300781,-0.950684,0.021973,-4.852295,-10.551452,36.590576
-0.29248,-0.946777,0.028564,-5.958557,-14.015197,38.093567
-0.289551,-0.947754,0.033936,-7.102966,-17.982483,39.237976
-0.290527,-0.942871,0.039063,-7.949829,-21.308897,39.634705
-0.306152,-0.937744,0.045166,-7.766723,-22.193907,39.176941
-0.32251,-0.934326,0.046387,-6.599426,-19.744873,38.414001
-0.321045,-0.939697,0.041992,-5.546569,-15.403747,38.063049
-0.308594,-0.937988,0.038574,-5.271911,-11.83319,38.085938
-0.305664,-0.937256,0.040771,-4.959106,-9.902954,38.482666
-0.3125,-0.937988,0.046631,-4.493713,-8.621216,39.016724
-0.32251,-0.93042,0.05249,-3.822326,-7.17926,39.833069
-0.329102,-0.91626,0.056396,-3.196716,-5.729675,40.557858
-0.338379,-0.911133,0.057373,-2.700805,-4.875183,40.473934
-0.342773,-0.912109,0.061279,-2.609253,-4.455566,39.802551
-0.350342,-0.914795,0.066406,-2.944946,-4.249573,38.536072
-0.353516,-0.939209,0.063721,-3.448486,-4.570007,37.29248
-0.348145,-0.9646,0.065918,-3.639221,-5.622863,37.29248
-0.343994,-0.957031,0.066895,-4.325867,-8.285522,37.460327
-0.345703,-0.94043,0.063477,-5.088806,-11.848449,37.42218
