ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
0.44873,-0.887451,-0.038086,-106.536858,-122.238152,-39.894104,0.200928,-0.76123,0.07666,-14.457702,-140.7547,84.190361
0.136475,-1.022705,0.032959,-50.216671,-103.668205,22.712706,0.23291,-0.815918,0.083008,-17.082214,-127.342216,81.581108
0.154053,-1.05542,-0.008057,-66.848755,-113.220207,14.518737,0.272705,-0.871582,0.093506,-20.538328,-118.545525,79.50592
0.175537,-1.082275,-0.040527,-80.711357,-122.604362,7.202148,0.17749,-0.712158,0.075195,-12.054442,-155.593872,88.226311
0.193848,-1.088867,-0.060547,-91.224663,-130.966187,0.167847,0.292969,-1.324707,0.100098,-31.394957,25.924681,41.694637
0.123535,-0.990723,0.063721,-32.88269,-94.734184,31.776426,0.4104,-1.053955,-0.219482,18.188477,102.058403,-35.690308
0.239014,-1.049072,-0.061279,-104.080193,-143.119812,-13.839721,0.42749,-1.042236,-0.194336,-0.228882,111.572258,-26.954649
0.277832,-1.006592,-0.044922,-107.536308,-144.805908,-20.828245,0.430908,-1.089844,-0.140625,-16.624451,115.730278,-17.341614
0.347656,-0.952881,-0.04248,-108.985893,-141.540527,-27.923582,0.424072,-1.181885,-0.082764,-27.481077,112.373344,-7.17163
0.215332,-1.078369,-0.068115,-98.854057,-138.061523,-6.973266,0.414795,-1.295654,-0.026855,-32.478333,102.97393,3.204345
0.731689,-1.409912,-0.26416,-249.832138,249.229416,0.953674,0.396729,-1.396973,0.020264,-34.988403,90.080254,13.47351
0.691895,-2.205322,-0.726807,-249.992355,249.992355,-187.835678,0.373291,-1.454102,0.052246,-36.66687,74.623108,22.621153
0.720703,-2.104492,-0.645264,-249.992355,249.992355,-199.707016,0.344727,-1.445801,0.075195,-37.185669,58.380123,30.288694
0.76001,-2.008301,-0.5354,-249.992355,249.992355,-203.43779,0.313965,-1.391846,0.089111,-35.476685,42.175289,36.613464
0.728027,-1.956299,-0.443359,-249.992355,249.992355,-190.437302,0.406006,-1.085449,-0.226563,36.010742,89.195244,-42.366024
0.653076,-1.892334,-0.331055,-249.992355,249.992355,-163.162216,0.433105,-0.559082,-0.088135,27.587889,56.884762,62.896725
0.658203,-1.79126,-0.250488,-249.992355,249.992355,-127.647392,0.233643,-1.129883,0.138428,-20.072937,-4.196167,50.308224
0.521973,-2.197754,-0.812988,-249.992355,249.992355,-183.059677,0.226074,-1.047363,0.131836,-13.435363,-16.174316,54.565426
0.677979,-1.681396,-0.194824,-249.992355,249.992355,-85.700981,0.226563,-0.992676,0.117188,-3.791809,-24.497984,60.333248
0.685547,-1.541016,-0.187012,-249.992355,249.649033,-41.770931,0.229004,-0.964111,0.085693,10.353087,-28.526304,66.993713
0.759766,-1.310059,-0.312012,-249.481186,249.992355,39.710999,0.264404,-0.937256,0.047607,24.711607,-27.57263,72.013855
1.146484,-1.2854,-0.274414,-106.719963,-68.809509,130.661011,0.31958,-0.888672,0.017334,34.797668,-20.584105,73.554993
0.975342,-1.226563,-0.195557,-246.231064,161.369308,93.917839,0.367432,-0.807861,-0.018311,40.168758,-8.247375,71.922302
1.087158,-1.188721,-0.10791,-200.66832,72.616577,116.813652,0.403809,-0.695801,-0.058594,38.917542,8.728027,69.114685
1.136719,-1.235352,-0.083496,-148.292542,-6.233215,129.898071,0.426025,-0.597412,-0.077881,32.905579,30.624388,65.719604
1.128662,-1.255127,-0.496582,-78.804016,-122.039787,124.923698,0.422363,-1.108398,-0.249023,52.11639,74.501038,-47.897335
1.080811,-1.204834,-0.577881,-61.134335,-171.798691,118.125908,0.263428,-1.233643,0.116699,-25.764463,10.299682,46.333309
0.952148,-1.146484,-0.617676,-49.209591,-221.45842,110.633842,0.45752,-1.101318,-0.279053,64.620972,55.252071,-54.061886
0.799072,-1.10791,-0.593262,-37.857056,-248.79454,100.547783,0.043213,-1.050049,-0.035889,-138.748169,-117.507927,-59.776302
0.739258,-1.11084,-0.493164,-22.109983,-249.992355,87.051384,0.479492,-1.041992,-0.297852,83.747856,-4.920959,-65.315247
0.754639,-1.121582,-0.431885,-4.165649,-249.992355,70.960999,0.04541,-0.999023,-0.017822,-127.342216,-64.216614,-62.911983
0.253662,-2.104492,-0.868896,-232.810959,249.992355,-174.522385,0.432617,-0.577637,-0.101318,27.023314,84.793083,60.531612
0.829346,-1.27002,-0.252686,-249.992355,240.646347,69.084167,0.002441,-1.095703,-0.061035,-154.945374,-172.378525,-56.488033
