ax,ay,az,gx,gy,gz
-1.070801,-0.489258,-0.774414,37.078857,-98.648064,27.145384
-1.181885,-0.380615,-0.802979,53.87878,-55.000301,16.288757
-1.118896,-0.344238,-0.86499,72.731018,2.098083,7.919311
-0.924561,-0.328857,-0.98584,92.208855,50.781246,2.716064
-0.808105,-0.338867,-1.07666,115.272514,69.168091,-1.304626
-0.820801,-0.385254,-1.082031,140.457153,66.833496,-3.40271
-0.825928,-0.459961,-0.99292,159.584045,64.628601,-1.075745
-0.763672,-0.516846,-0.841309,169.548019,66.375732,2.090454
-0.69165,-0.560059,-0.702637,175.399765,64.857483,5.729675
-0.628174,-0.575928,-0.592529,176.437363,54.244991,9.513855
-0.677734,-0.544678,-0.525391,180.412277,40.588375,9.841919
-0.678955,-0.564453,-0.449951,180.809006,34.393311,6.561279
-0.625977,-0.60083,-0.405762,176.109299,37.773132,4.074097
-0.568604,-0.641113,-0.337646,168.952927,45.356747,2.914428
-0.544922,-0.67749,-0.245117,159.515381,54.367062,1.495361
-0.550781,-0.724365,-0.158203,149.06311,63.781734,0.953674
-0.519043,-0.768555,-0.081787,138.496399,72.875977,2.044678
-0.513916,-0.802002,-0.04541,128.852844,79.00238,5.081176
-0.525391,-0.815674,0.001221,120.300285,79.940796,8.06427
-0.532959,-0.826172,0.061768,110.931389,77.590942,8.102417
-0.534424,-0.854492,0.134277,99.403374,74.378967,5.737304
-0.520508,-0.901367,0.200195,86.738579,70.861816,2.960205
-0.514893,-0.942383,0.259277,75.59967,66.223145,0.221252
-0.506104,-0.984863,0.299316,66.627502,60.554501,-2.39563
-0.486816,-1.008789,0.32373,58.151241,54.954525,-5.447387
-0.465332,-1.003418,0.354492,50.582882,47.760006,-8.178711
-0.462891,-1.005371,0.390381,43.113705,38.520813,-10.299682
-0.506836,-1.011963,0.413818,34.324646,28.350828,-11.772155
-0.55249,-1.019043,0.438721,24.284361,18.470764,-15.510558
-0.54126,-1.032959,0.446533,13.694762,8.811951,-21.476744
-0.521484,-1.044922,0.434326,2.861023,-1.976013,-25.81024
-0.518555,-1.04248,0.415283,-7.873535,-14.793395,-29.037474
-0.531494,-1.037109,0.416504,-18.249512,-28.32794,-32.752991
-0.572266,-1.038086,0.430908,-29.014585,-41.297909,-36.079407
-0.620605,-1.019287,0.458984,-42.16003,-50.743099,-38.871765
-0.665039,-0.999756,0.507813,-58.212276,-54.13818,-41.618343
-0.700195,-0.986816,0.578613,-79.063416,-53.108212,-43.724056
-0.677979,-0.984619,0.624023,-106.704704,-53.863522,-47.851559
-0.652588,-0.942627,0.599121,-138.22937,-63.4613,-53.291317
-0.699951,-0.875977,0.539063,-167.945847,-83.236687,-59.410091
-0.764648,-0.803711,0.455078,-195.968613,-106.246941,-67.596436
-0.793213,-0.734619,0.370605,-224.555954,-123.146049,-75.431824
-0.801514,-0.65625,0.296387,-248.649582,-130.508423,-80.703728
-0.774414,-0.584473,0.222412,-249.992355,-125.984184,-83.831779
-0.686523,-0.507813,0.160156,-249.68718,-110.633842,-84.289543
-0.602783,-0.40625,0.091064,-249.923691,-85.71624,-81.611626
-0.549561,-0.270508,-0.043945,-249.992355,-57.525631,-78.529358
-0.594727,-0.161621,0.16333,-249.992355,-33.615112,-80.390923
-0.143066,1.59082,-0.592285,-210.632309,-83.999626,-85.861198
-1.310791,6.495361,-7.999756,40.344234,-26.023863,37.857056
-1.347168,3.522461,-3.914551,44.952389,84.762566,25.627134
-0.243408,-2.611816,-1.048828,81.18438,59.120174,2.006531
0.169922,-2.684082,-0.124512,41.191097,-26.649473,-66.093445
-0.316895,-2.018311,0.462158,58.92181,-87.219231,-47.950741
-0.337891,-1.437988,0.707764,56.808468,-85.372917,-12.20703
-0.031494,-1.003662,0.571045,5.79071,-29.426573,7.652282
0.082764,-0.686768,0.034668,-53.558346,44.517513,20.591734
0.30957,-0.52417,-0.631104,-76.652527,83.015434,22.293089
0.331787,-0.441406,-1.030518,-68.771362,70.526123,43.04504
0.093018,-0.412842,-1.151611,-52.238461,48.095699,59.036251
-0.283447,-0.456543,-1.164063,-36.590576,42.358395,63.232418
-0.496338,-0.557617,-1.149658,-29.937742,59.715267,66.184998
-0.443848,-0.595947,-1.128418,-25.123594,63.865658,63.064571
-0.338867,-0.580566,-0.972412,-14.328002,21.232603,50.888058
-0.436523,-0.557617,-0.789551,4.302979,-47.821041,45.104977
-0.704102,-0.510254,-0.666992,22.384642,-102.355949,39.604187
-0.901367,-0.395508,-0.702148,38.101196,-114.158623,27.809141
-0.976563,-0.31958,-1.002686,55.679317,-79.833984,23.193357
-0.871826,-0.379639,-1.247559,71.44928,-23.101805,24.024961
-0.735596,-0.404785,-1.336182,89.202873,25.764463,21.90399
-0.677979,-0.420898,-1.300049,110.191338,58.708187,20.820616
-0.653564,-0.469727,-1.166504,128.700256,80.184937,22.613523
-0.604736,-0.538574,-0.981934,143.623352,91.552727,26.80969
-0.566895,-0.578613,-0.82373,155.921936,91.903679,32.112122
-0.515381,-0.606445,-0.699219,165.145859,81.390373,36.376953
-0.482422,-0.612061,-0.601807,170.440659,63.285824,38.970947
-0.476074,-0.601563,-0.516602,174.446091,42.335506,40.016174
-0.51416,-0.597656,-0.442627,175.315842,27.343748,40.176388
-0.543457,-0.611816,-0.35498,172.836288,24.581907,38.475037
-0.525391,-0.653076,-0.287598,166.908249,34.072876,35.972595
-0.502197,-0.675537,-0.234131,157.859802,50.270077,35.713196
-0.480225,-0.701904,-0.17334,147.155762,67.443848,36.270142
-0.460449,-0.729248,-0.104736,135.856628,80.726616,36.277771
-0.453125,-0.766113,-0.053955,124.588005,88.310234,36.514282
-0.479736,-0.806641,0.002197,113.777153,90.240471,36.941528
-0.510742,-0.848877,0.052979,103.385918,86.837761,36.109924
-0.514648,-0.880859,0.088135,92.849724,79.071045,34.393311
-0.52124,-0.900146,0.112549,84.182732,67.016602,33.39386
-0.561279,-0.922119,0.137939,76.698303,53.749081,32.287598
-0.579346,-0.934326,0.161865,69.17572,42.41943,29.060362
-0.553711,-0.949463,0.182373,61.965939,33.050537,24.818419
-0.543457,-0.965576,0.201904,55.114742,24.818419,22.033689
-0.5354,-0.970947,0.213623,47.973629,17.028809,19.294739
-0.528809,-0.970459,0.212891,40.534969,8.811951,15.594481
-0.534912,-0.963623,0.221191,32.798767,-0.564575,12.100219
-0.547852,-0.950439,0.22583,24.864195,-10.124206,8.743286
-0.57251,-0.945068,0.219238,16.75415,-19.668579,5.584716
-0.594971,-0.947998,0.225342,7.575988,-28.823851,1.541138
-0.612793,-0.945557,0.223877,-1.518249,-38.002014,-3.196716
-0.623779,-0.945068,0.227783,-10.398864,-46.768185,-7.087707
-0.621338,-0.932129,0.230713,-20.51544,-55.374142,-10.986327
-0.605957,-0.924072,0.239502,-31.555174,-64.704895,-14.785766
-0.606445,-0.910889,0.254883,-43.899532,-74.813843,-17.791748
-0.625977,-0.881592,0.253906,-56.701656,-84.251396,-20.309446
-0.682373,-0.865723,0.273193,-71.281433,-90.652458,-22.796629
-0.718506,-0.857666,0.306885,-88.729851,-94.398491,-25.466917
-0.753906,-0.842285,0.336914,-107.536308,-96.832268,-28.121946
-0.815674,-0.842041,0.39917,-127.464287,-101.058952,-31.166075
-0.865234,-0.822266,0.450684,-150.749207,-110.008232,-37.200928
-0.852051,-0.741211,0.389648,-176.650986,-128.448486,-48.072811
-0.804199,-0.672607,0.360596,-203.81163,-151.748657,-61.027523
