ax,ay,az,gx,gy,gz
-0.389893,-0.915527,-0.092529,3.639221,0.610352,5.813598
-0.395752,-0.915527,-0.093262,3.501892,1.327515,5.859375
-0.395508,-0.915527,-0.092285,3.540039,2.319336,5.958557
-0.394775,-0.919189,-0.087646,3.456115,2.998352,6.278991
-0.397217,-0.924561,-0.083984,3.204345,3.356933,6.317138
-0.39917,-0.929688,-0.083008,2.845764,3.532409,6.233215
-0.401611,-0.932373,-0.075928,2.494812,3.463745,6.126403
-0.40625,-0.936523,-0.071533,2.243042,3.448486,6.103515
-0.40625,-0.9375,-0.067139,2.052307,3.242492,5.943298
-0.40918,-0.935547,-0.064209,1.945495,3.364563,5.844116
-0.410889,-0.932129,-0.062256,1.907349,3.433227,5.859375
-0.408936,-0.929932,-0.063721,1.716614,3.265381,5.966186
-0.405762,-0.933105,-0.060059,1.480102,2.998352,6.233215
-0.40332,-0.934082,-0.054199,1.174927,2.510071,6.225585
-0.402588,-0.935547,-0.051514,1.022339,2.006531,6.034851
-0.404053,-0.935547,-0.048584,0.686645,1.441955,6.187438
-0.41333,-0.936279,-0.051025,0.144958,0.671387,6.309509
-0.41748,-0.932861,-0.050049,-0.030518,0.350952,6.347656
-0.41748,-0.930908,-0.048584,-0.022888,0.793457,6.431579
-0.41333,-0.930908,-0.048828,-0.068665,0.938415,6.271362
-0.411377,-0.932373,-0.048828,-0.335693,0.564575,6.088256
-0.414795,-0.932617,-0.049805,-0.892639,-0.312805,6.065368
-0.416748,-0.929932,-0.048096,-1.312256,-1.373291,6.17218
-0.417969,-0.924561,-0.048828,-1.594543,-2.212524,6.126403
-0.419678,-0.926025,-0.049805,-1.89209,-2.998352,5.737304
-0.422363,-0.924072,-0.05127,-2.227783,-3.883362,5.493164
-0.423096,-0.921875,-0.050293,-2.609253,-4.905701,5.340576
-0.423096,-0.920898,-0.049561,-3.028869,-5.744934,5.172729
-0.42749,-0.918213,-0.047119,-3.303528,-6.301879,4.966736
-0.43042,-0.916504,-0.046875,-3.65448,-6.690979,4.859924
-0.429199,-0.91626,-0.04126,-3.829956,-6.637573,4.501343
-0.430908,-0.91626,-0.040527,-3.959656,-6.706237,3.921509
-0.431152,-0.920654,-0.040039,-4.165649,-6.889343,3.555298
-0.433594,-0.918457,-0.037842,-4.440308,-6.881713,3.166198
-0.436523,-0.91748,-0.03833,-4.608154,-6.629943,2.662658
-0.433594,-0.919434,-0.040039,-4.730225,-6.408691,2.258301
-0.436035,-0.918701,-0.042725,-4.91333,-6.370544,1.937866
-0.436035,-0.912598,-0.045166,-5.027771,-6.66809,1.739502
-0.436523,-0.906738,-0.04248,-5.371093,-7.385253,1.617432
-0.433838,-0.898438,-0.04126,-5.79071,-7.865905,1.533508
-0.435547,-0.897949,-0.042236,-5.966186,-8.277893,1.449585
-0.43335,-0.898926,-0.040771,-6.111145,-8.605957,1.426697
-0.43335,-0.898926,-0.035889,-6.103515,-8.804321,1.281738
-0.431641,-0.901367,-0.031494,-5.996704,-8.964539,1.029968
-0.432373,-0.9021,-0.032227,-5.844116,-9.368896,0.686645
-0.432617,-0.9021,-0.035889,-5.691528,-9.895325,0.419617
-0.436035,-0.904053,-0.036133,-5.653381,-10.383605,-0.053406
-0.4375,-0.901611,-0.036621,-5.424499,-10.82611,-0.610352
-0.438232,-0.900879,-0.03833,-4.997253,-11.32965,-1.205444
-0.439941,-0.896973,-0.039063,-4.79126,-11.985778,-1.937866
-0.443115,-0.892822,-0.037842,-4.570007,-12.825011,-2.502441
-0.448242,-0.889648,-0.039063,-4.203796,-13.511657,-3.097534
-0.449707,-0.88623,-0.039795,-3.723144,-13.450622,-3.486633
-0.453369,-0.885254,-0.040039,-3.135681,-12.870788,-3.791809
-0.455322,-0.885254,-0.041504,-2.365112,-11.802672,-4.043579
-0.45752,-0.882324,-0.044189,-1.419067,-10.086059,-4.188538
-0.456543,-0.882568,-0.043701,-0.579834,-8.06427,-4.264832
-0.45752,-0.884277,-0.044922,0.160217,-6.072998,-4.333496
-0.456299,-0.887451,-0.041748,0.617981,-4.493713,-4.470825
-0.456299,-0.890381,-0.039551,0.87738,-3.234863,-4.577637
-0.456543,-0.893555,-0.04126,1.167297,-2.479553,-4.486084
-0.457764,-0.897217,-0.039795,1.319885,-1.800537,-4.402161
-0.45752,-0.902832,-0.035645,1.358032,-1.533508,-4.455566
-0.456299,-0.905029,-0.038574,1.556396,-1.51062,-4.348755
-0.454834,-0.904785,-0.040527,1.617432,-1.663208,-4.135132
-0.453613,-0.905762,-0.044189,1.564026,-2.197266,-3.852844
-0.454834,-0.905273,-0.043945,1.625061,-2.815246,-3.349304
-0.454834,-0.904785,-0.038818,1.777649,-3.410339,-2.922058
-0.456543,-0.903076,-0.039551,1.876831,-3.89862,-2.502441
-0.455078,-0.901611,-0.040283,2.113342,-4.28009,-1.914978
-0.452393,-0.899902,-0.039795,2.311707,-4.440308,-1.426697
-0.454346,-0.900146,-0.041504,2.479553,-4.524231,-0.961304
-0.454834,-0.897949,-0.041992,2.746582,-4.478455,-0.480652
-0.455322,-0.896484,-0.04248,2.906799,-4.219055,-0.083923
-0.456543,-0.895996,-0.038818,3.082275,-3.814697,0.038147
-0.456787,-0.898193,-0.03833,3.433227,-3.311157,0.045776
-0.457031,-0.902344,-0.038818,3.738403,-2.731323,0.236511
-0.454834,-0.903564,-0.037598,4.03595,-2.166748,0.25177
-0.452393,-0.905518,-0.041016,4.417419,-1.686096,0.297546
-0.452637,-0.907227,-0.042236,4.447937,-1.617432,0.37384
-0.451904,-0.906006,-0.042725,4.554749,-1.708984,0.404358
-0.451172,-0.906738,-0.044434,4.577637,-1.541138,0.396728
-0.449707,-0.905518,-0.048828,4.478455,-1.51062,0.274658
-0.449219,-0.905273,-0.050049,4.425049,-1.51062,0.457764
-0.448242,-0.908936,-0.053711,4.241943,-1.167297,0.556946
-0.447266,-0.913818,-0.056885,3.990173,-1.014709,0.297546
-0.442383,-0.916016,-0.057861,3.639221,-0.87738,0.076294
-0.438477,-0.916016,-0.0625,3.219604,-0.679016,-0.015259
-0.433838,-0.918213,-0.06665,2.746582,-0.671387,-0.404358
-0.433594,-0.919922,-0.07666,2.174377,-0.617981,-0.892639
-0.432129,-0.922607,-0.082275,1.792908,-0.541687,-1.235962
-0.430176,-0.922852,-0.085938,1.38855,-0.694275,-1.571655
-0.427002,-0.925537,-0.086426,0.999451,-1.342773,-1.876831
-0.42749,-0.925293,-0.085449,0.38147,-2.166748,-1.739502
-0.430908,-0.922119,-0.082764,-0.1297,-2.63977,-1.502991
-0.431641,-0.92041,-0.078125,-0.404358,-2.380371,-1.38092
-0.432373,-0.916504,-0.069824,-0.579834,-1.419067,-1.220703
-0.431152,-0.915283,-0.068359,-0.572205,-0.083923,-1.12915
-0.430908,-0.913818,-0.063721,-0.328064,1.594543,-1.091003
-0.43335,-0.911133,-0.059082,0.038147,3.135681,-1.045227
-0.431641,-0.9104,-0.052246,0.442505,4.440308,-1.022339
-0.43335,-0.911621,-0.043457,0.518799,5.470275,-1.037598
-0.430664,-0.911621,-0.043457,0.694275,6.41632,-1.251221
-0.430664,-0.907471,-0.043945,0.892639,6.866455,-1.556396
-0.432617,-0.907959,-0.039551,1.098633,6.721496,-1.693725
-0.431396,-0.90625,-0.037109,1.121521,6.41632,-1.770019
-0.430908,-0.908447,-0.033447,1.197815,6.41632,-2.075195
-0.429688,-0.907227,-0.030762,1.495361,6.317138,-2.479553
-0.428711,-0.903809,-0.032959,1.464844,5.92041,-2.876281
-0.427246,-0.902832,-0.032959,1.434326,5.317688,-2.975464
-0.429932,-0.902344,-0.03125,1.548767,4.768372,-2.960205
-0.432129,-0.905029,-0.033691,1.594543,4.394531,-2.937317
-0.433105,-0.906494,-0.03418,1.701355,4.40979,-2.761841
-0.434326,-0.906494,-0.030762,1.976013,4.455566,-2.677917
-0.431152,-0.907959,-0.030762,2.151489,4.486084,-2.685547
-0.43042,-0.911865,-0.033203,2.14386,4.127502,-2.6474
-0.432617,-0.914307,-0.033203,2.189636,4.051208,-2.693176
-0.431396,-0.912109,-0.036865,2.258301,3.890991,-2.532959
-0.428223,-0.909668,-0.043945,2.39563,3.707886,-2.433777
-0.424316,-0.90918,-0.047363,2.311707,3.349304,-2.304077
-0.424316,-0.911621,-0.049072,2.197266,2.929687,-2.13623
-0.422607,-0.912842,-0.050781,2.128601,2.601623,-2.052307
-0.422607,-0.914551,-0.054443,2.098083,2.494812,-1.907349
-0.421631,-0.914795,-0.054443,1.998901,2.403259,-1.800537
-0.424561,-0.914795,-0.05542,2.044678,2.403259,-1.602173
-0.423584,-0.912598,-0.054199,2.02179,2.334595,-1.38855
-0.42627,-0.910889,-0.052002,1.914978,2.555847,-0.984192
-0.427734,-0.908691,-0.053223,1.708984,2.76947,-0.556946
-0.425049,-0.906006,-0.054443,1.441955,3.242492,-0.289917
