ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
-0.011475,0.47168,-0.867432,0.198364,-33.950806,-42.648312,-0.746338,-0.670898,-0.950928,36.132813,143.493652,14.213561
0.358398,0.703613,-0.948486,26.06201,-17.753601,-91.873161,-0.315186,0.648438,-0.712891,0.740051,179.130539,-168.365463
0.172607,0.571777,-1.126465,27.870176,-53.649899,-86.265556,-0.211914,0.303223,-1.366943,-199.684128,33.462524,81.146233
0.028809,0.439941,-1.205811,38.963318,-93.284599,-79.38385,-0.233643,0.592529,-0.696289,-31.684874,195.976242,-153.434753
0.008057,0.365723,-1.230469,58.242794,-128.364563,-79.429626,0.004883,0.098633,-0.872559,-19.615173,-194.625839,1.426697
0.147949,0.377686,-1.223145,73.928833,-148.170471,-77.453613,0.072754,0.134033,-0.882568,-20.51544,-188.652023,-0.823975
0.400146,0.404541,-1.073975,79.528809,-150.085449,-57.075497,0.13623,0.167969,-0.911377,-22.682188,-174.33165,-2.777099
0.638428,0.418213,-0.836182,86.585991,-142.570496,-19.515991,0.187012,0.168213,-0.912354,-23.185728,-153.991699,-4.180908
0.747803,0.46167,-0.724365,92.956535,-120.826714,18.341064,0.221191,0.146973,-0.918945,-21.278379,-132.133484,-6.141662
-0.868652,0.230225,-0.418457,-34.40094,-149.894714,-152.96936,0.229736,0.126709,-0.921875,-17.753601,-118.85833,-8.453369
0.830078,0.546875,-0.598145,97.373955,-84.541313,29.46472,0.223877,0.127686,-0.918945,-14.678954,-118.270866,-10.108947
0.288818,0.601074,-0.85376,20.51544,-9.69696,-80.841057,0.220459,0.158203,-0.911133,-14.167785,-124.465935,-10.353087
0.278564,0.330322,-0.823242,54.939266,245.841965,21.575926,0.232422,0.187988,-0.946777,-17.532349,-127.464287,-10.0708
-0.68335,0.612061,-0.867676,-29.907225,-222.183212,33.859253,0.331299,0.129883,-1.003174,-22.140501,-103.698723,-11.810302
0.668457,0.361816,-0.753906,37.712097,249.961838,17.822266,-0.043213,0.080322,-0.902832,-22.6593,-189.308151,2.39563
-0.585693,0.424316,-0.6521,-44.265743,-142.280579,-154.823303,0.435059,0.077637,-1.041016,-20.332335,-81.93206,-15.754699
0.451172,0.336426,-0.798096,41.770931,249.992355,14.678954,0.545898,0.017578,-1.033691,-11.863708,-33.363342,-30.380247
-0.43457,0.611572,-0.744385,-44.242855,-175.910934,-134.613037,0.532471,0.027832,-1.002441,-8.583069,-13.740539,-36.178589
-0.293945,0.625488,-0.772705,-43.327328,-190.254196,-130.584717,0.481689,0.062012,-0.969971,-8.110046,1.495361,-40.122986
-0.093994,0.651367,-0.783936,-48.439022,-198.234543,-133.499146,0.421631,0.116211,-0.945068,-10.833739,14.320373,-40.962215
0.118896,0.645264,-0.713135,-52.055355,-206.047043,-133.323669,0.384766,0.154297,-0.921875,-14.198302,25.283812,-36.453247
0.3479,0.606934,-0.636719,-45.669552,-218.154892,-122.451775,0.363525,0.150146,-0.858154,-15.907287,33.905029,-29.792784
0.517334,0.585205,-0.711426,-33.027649,-226.890549,-104.583733,0.359131,0.124268,-0.815186,-15.35797,38.948059,-26.916502
0.628174,0.598389,-0.873779,-20.675657,-224.990829,-85.380547,0.339111,0.11377,-0.846191,-13.084411,39.276123,-29.449461
0.723877,0.603271,-0.948975,-9.513855,-217.201218,-76.48468,0.287842,0.128174,-0.896973,-10.093688,34.500122,-32.791138
