ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
-0.455566,-0.242676,0.102783,134.002686,131.04248,143.440247,0.685059,-0.431152,0.569336,-23.384092,-29.220579,-29.495237
-0.890137,-0.898682,1.244873,139.945984,249.977097,174.850449,0.72876,-0.702637,0.483643,-28.289793,-15.434264,-26.100157
-0.646973,-0.366455,0.025635,102.684013,92.193596,149.871826,0.558105,-0.470947,0.470947,-27.481077,-32.646179,-22.857664
-0.980225,0.222656,-0.496094,71.342468,143.157959,28.160093,0.987793,-0.614502,0.617188,38.032532,40.969845,150.749207
-1.018555,0.303955,-0.451172,83.45031,124.160759,26.214598,0.862061,-0.658447,0.276611,-87.020866,37.04071,-112.29705
-1.027832,0.372314,-0.443604,81.542961,100.502007,28.228758,0.698242,-0.655273,0.24292,-97.05352,41.389462,-95.436089
-0.965332,0.40625,-0.491455,77.011108,81.222527,30.105589,0.808105,-0.703613,0.257568,-91.812126,30.387877,-90.88134
-0.806641,0.402588,-0.55542,68.67981,72.769165,23.330687,0.832031,-0.733154,0.296631,-77.819824,14.755248,-85.037224
-0.650635,0.34375,-0.555908,53.352352,78.399658,22.796629,0.836914,-0.72998,0.342773,-68.092346,-1.296997,-71.922302
-0.527344,-0.283936,0.05249,125.579826,110.977165,144.233704,0.828125,-0.702393,0.351318,-65.910339,-13.313293,-57.640072
-0.619873,0.288818,-0.364746,21.331785,118.835442,41.687008,0.859375,-0.679932,0.395996,-65.254211,-19.210815,-51.521297
-0.790527,0.265381,-0.311523,10.917663,121.25396,44.761654,0.884521,-0.718994,0.473145,-58.04443,-18.798828,-49.354549
-0.816406,0.211426,-0.277832,12.123107,100.517265,42.266842,0.851807,-0.776367,0.508057,-44.036861,-14.10675,-44.441219
-0.72876,0.318359,-0.550049,19.66095,140.731812,41.213985,0.617432,-0.437988,0.521973,-25.207518,-32.661438,-25.360106
-0.588867,0.296387,-0.473633,36.590576,100.151054,34.439087,0.802002,-0.756592,0.494873,-35.690308,-10.498046,-36.811829
-0.675537,0.156738,-0.263916,46.806332,78.369141,67.466736,0.763916,-0.710938,0.471924,-33.218384,-11.245727,-27.687071
-0.505371,0.23999,-0.312988,34.172058,119.277946,81.237785,0.695068,-0.688232,0.483398,-23.452757,-20.019531,-22.270201
-0.446777,0.26416,-0.394287,6.149292,177.780136,92.39196,0.660156,-0.661865,0.468262,-21.240232,-21.263121,-17.63916
-0.421875,0.225586,-0.435547,-27.183531,229.553207,95.352165,0.626953,-0.642334,0.447021,-18.821716,-17.532349,-13.359069
-0.515137,0.168213,-0.365479,-60.31036,249.992355,81.924431,0.5979,-0.604004,0.419678,-18.974304,-12.275695,-10.44464
-0.660156,-0.001953,-0.222412,-74.577332,249.992355,75.218201,0.578857,-0.550781,0.37793,-25.482176,-8.674622,-11.016845
-0.745605,-0.148193,-0.046875,-64.544678,228.141769,88.767998,0.550293,-0.523682,0.359863,-32.13501,-9.170532,-12.641906
-0.891602,-0.320557,-0.042725,-37.68158,191.101059,92.430107,0.519775,-0.507568,0.380615,-34.370422,-15.022277,-13.374328
-0.99585,-0.573975,-0.180908,12.260436,143.127441,99.166862,0.509033,-0.498535,0.419678,-33.943176,-23.04077,-15.533446
-0.864746,-0.582275,-0.126221,65.689087,99.784843,133.712769,0.52002,-0.48999,0.442627,-31.73065,-29.296873,-19.676208
-0.791748,0.112061,-0.199219,41.679379,61.042782,54.397579,0.777344,-0.72583,0.475586,-34.431458,-9.254456,-29.96826
-0.306641,-0.369385,0.632324,-16.098022,73.867798,6.408691,0.969482,-0.616211,0.575439,40.245052,75.080872,148.872375
-0.281982,-0.382813,0.675049,-13.870238,67.901611,2.937317,1.010986,-0.632813,0.291992,-74.440002,31.845091,-147.132874
-0.266113,-0.398193,0.727051,-11.398314,62.156673,0.549316,0.700439,-0.49707,0.581055,45.379635,161.300644,147.994995
-0.269775,-0.4021,0.80542,-9.773254,59.234615,1.518249,0.015625,0.052734,-0.518555,82.496635,217.041,171.440109
-0.834717,-0.645996,1.041748,-6.263732,208.97673,-15.960692,0.062744,0.047363,-0.547119,80.68084,189.254745,156.982422
-0.468262,-0.40918,0.931152,0.831604,96.107475,-4.714966,0.091797,0.073975,-0.607178,74.897766,156.654358,133.621216
-0.672852,-0.475586,0.952637,6.118774,131.233215,-7.843017,-0.044922,0.151123,-0.656494,67.909241,117.919914,131.04248
-0.824951,-0.576172,0.975342,4.562378,170.318588,-10.719298,-0.118652,0.126953,-0.712158,58.776852,79.223633,138.534546
-0.331299,-0.401367,0.897949,-5.485534,70.144653,0.221252,-0.040283,0.063232,-0.796143,45.257565,54.870602,131.607056
-0.32251,-0.350586,0.617188,-17.402649,78.926086,10.536193,0.019531,0.075928,-0.850586,37.338257,53.337093,117.820732
-0.962891,-0.613525,1.074707,47.767635,-115.623466,54.88586,-0.097656,0.14209,-0.853027,34.484863,60.470577,104.507439
-0.287354,-0.322021,0.661621,-18.081665,87.631218,16.197205,-0.210205,0.177979,-0.79834,33.027649,58.624264,96.511833
-0.30249,-0.326416,0.695557,-15.808105,91.590874,16.471863,-0.276123,0.199463,-0.828125,32.791138,48.927303,93.605034
-0.340088,-0.345947,0.739502,-10.116576,91.674797,16.815186,0.030518,0.047119,-0.440918,81.199638,245.285019,171.218857
-0.384277,-0.373047,0.785645,-4.020691,86.608879,21.217344,-0.364502,0.250244,-0.892334,27.549742,35.438538,85.891716
