ax,ay,az,gx,gy,gz
-1.074463,-0.19458,-0.002686,39.489746,-95.565788,-15.533446
-0.945313,-0.30127,0.078613,37.361145,-84.678642,-16.479492
-1.121582,-0.268555,0.217773,34.698486,-85.891716,-25.123594
-1.489746,-0.13916,0.246338,38.757324,-75.782776,-38.246155
-1.637207,-0.070557,0.184082,42.28973,-40.489193,-48.599239
-1.396973,-0.1604,0.10376,42.503353,5.058288,-51.353451
-1.000488,-0.325439,-0.07251,41.137691,30.120848,-48.492428
-0.831055,-0.468018,-0.092773,41.419979,29.701231,-44.525143
-0.897217,-0.489258,0.032227,37.773132,21.583555,-46.119686
-1.071777,-0.393799,0.060303,29.594419,16.456604,-46.684261
-1.12915,-0.294434,-0.031738,16.937256,4.66156,-43.388363
-1.012207,-0.286377,-0.041748,2.418518,-24.093626,-37.811279
-0.709229,-0.326904,-0.005371,-7.850646,-72.219849,-41.954037
-0.611084,-0.365967,0.073975,0.312805,-102.020256,-43.640133
-0.993408,-0.430664,0.211914,20.88928,-76.728821,-40.016174
-1.266846,-0.500244,0.195068,30.792234,-6.278991,-34.40094
-1.251709,-0.52832,0.12793,21.377562,78.544617,-31.745909
-0.97168,-0.438232,0.13501,2.792358,118.713371,-39.001465
-0.762695,-0.301758,0.099121,-1.159668,106.208794,-45.616146
-0.689697,-0.272705,-0.001709,14.389037,70.610046,-42.503353
-0.575928,-0.362793,-0.085938,33.714294,48.706051,-41.023251
-0.585449,-0.438965,-0.156982,43.815609,58.41827,-41.336056
-0.906494,-0.419434,-0.057617,32.684326,77.75116,-37.643433
-1.150635,-0.365479,0.139648,18.493652,60.501095,-28.663633
-0.932617,-0.393311,0.104004,22.90344,-12.878417,-24.559019
-0.8479,-0.441406,-0.189697,42.045589,-97.900383,-19.882202
-1.072266,-0.482422,-0.413818,53.749081,-142.601013,-8.598328
-1.190674,-0.61499,-0.147949,56.236263,-119.789116,-5.088806
-0.510498,-0.472656,-0.467529,67.184448,-119.1101,-30.197142
-0.324951,0.078125,-1.81543,142.105103,-65.704346,15.197753
0.355957,0.541504,-3.496582,226.173386,3.196716,47.103878
0.758057,0.090576,-2.851074,249.992355,19.554138,36.598206
-1.784668,0.356201,-1.855225,249.908432,108.566277,102.485649
-2.109131,0.745117,0.44165,249.328598,142.494202,78.109741
-1.272705,1.286133,2.92334,242.942795,-26.786802,-78.475952
-3.451172,0.648926,2.848877,24.879454,8.155823,140.708923
-2.558105,0.073486,2.605469,-75.721741,58.181759,171.287521
-1.843506,-0.347168,2.093262,-19.91272,87.181084,7.331848
-1.985107,-0.630615,1.804199,29.434202,121.818535,-105.964653
-1.35791,-0.812988,1.581299,44.158932,76.156616,-95.985405
-0.479248,-0.981201,1.376465,9.147644,25.245665,-60.69183
-0.474365,-0.919434,1.183105,-69.549561,-9.262085,-44.502254
-1.22876,-0.467529,0.989746,-149.475098,-47.027584,-36.422729
-1.585449,0.060547,1.134277,-196.113571,-102.699272,-53.512569
-1.133057,0.36499,0.856689,-212.303146,-154.655457,-58.532711
-0.87915,0.443604,0.34668,-194.36644,-178.260788,-27.732847
-1.338135,0.305908,-0.00415,-154.258728,-185.623154,-6.500244
-1.604248,0.0625,-0.042969,-115.608208,-200.553879,-24.917601
-0.995361,-0.199951,0.04248,-97.953789,-215.843185,-56.938168
-0.355469,-0.41626,-0.082275,-104.255669,-182.52562,-58.059689
-0.302979,-0.495361,-0.20874,-131.156921,-109.123222,-40.473934
-0.611816,-0.42627,-0.308105,-150.161743,-25.360106,-34.706116
-0.923584,-0.313232,-0.513916,-148.216248,32.318115,-24.284361
-0.821045,-0.237549,-0.735596,-136.390686,34.584045,7.881164
-0.624023,-0.2771,-0.767578,-103.408806,15.594481,43.647762
-0.738037,-0.426025,-0.720703,-55.725094,-8.979797,45.936581
-1.068604,-0.51001,-0.486572,-19.66095,-39.169312,5.744934
-1.191895,-0.580322,-0.186279,5.172729,-49.301144,-40.359493
-1.075195,-0.688232,-0.01709,20.553587,-26.596067,-61.584469
-1.050293,-0.719238,0.140381,23.429869,20.118711,-59.387203
-1.068359,-0.729492,0.302002,16.014099,62.591549,-52.818295
-0.954346,-0.710938,0.359863,-2.403259,76.774597,-49.064632
-0.691406,-0.68457,0.356689,-24.955748,57.983395,-42.152401
-0.433594,-0.673584,0.387939,-42.442318,14.259337,-32.798767
-0.375977,-0.678955,0.348389,-50.758358,-40.40527,-19.813538
-0.379639,-0.667969,0.262939,-56.297298,-95.184319,-5.279541
-0.397949,-0.628906,0.27002,-58.692928,-133.285522,4.043579
-0.508057,-0.601318,0.247559,-55.076595,-147.171021,10.742187
-0.626953,-0.536133,0.185059,-50.849911,-137.290955,25.337217
-0.721924,-0.438965,0.186279,-44.502254,-105.331413,45.402523
-0.817871,-0.37793,0.152832,-34.812927,-65.65094,62.103268
-0.783691,-0.316162,0.132568,-25.169371,-37.376404,70.602417
-0.746582,-0.278809,0.138672,-10.017395,-22.941587,68.382263
-0.781006,-0.310791,0.056152,10.856627,-20.210264,62.103268
-0.679443,-0.384766,-0.06958,32.63092,-23.399351,64.804077
-0.710693,-0.437256,-0.158447,49.072262,-21.865843,79.154968
-0.909424,-0.404297,-0.117676,47.721859,-20.072937,85.929863
