ax,ay,az,gx,gy,gz
-0.063965,0.04126,1.023193,-50.10223,5.142211,0.396728
-0.065918,0.032959,1.023193,-49.926754,4.264832,0.289917
-0.063477,0.023926,1.024658,-49.522396,3.890991,0.137329
-0.064453,0.014893,1.021973,-48.362728,3.90625,0.1297
-0.064209,0.005127,1.020996,-46.57745,3.868103,0.244141
-0.065674,-0.003662,1.02002,-44.456478,3.852844,0.297546
-0.065918,-0.009766,1.018311,-42.137142,3.860473,0.274658
-0.06543,-0.018311,1.018799,-39.894104,4.005432,0.205994
-0.066895,-0.028809,1.017334,-37.30011,3.715515,0.106812
-0.067383,-0.0354,1.017334,-34.339905,3.440857,0.1297
-0.068604,-0.040039,1.016602,-31.089781,3.082275,0.068665
-0.06958,-0.04541,1.012207,-27.816771,2.845764,0.106812
-0.070801,-0.050537,1.012695,-24.131773,2.296448,0.015259
-0.070801,-0.053467,1.012207,-20.179747,1.487732,-0.190735
-0.069824,-0.056152,1.009766,-15.899657,0.968933,-0.267029
-0.071533,-0.056396,1.008789,-11.421203,0.640869,-0.175476
-0.071289,-0.059326,1.007568,-7.034301,0.221252,-0.228882
-0.06958,-0.0625,1.006104,-2.700805,-0.106812,-0.343323
-0.069336,-0.064453,1.008057,1.335144,-0.389099,-0.511169
-0.069824,-0.062988,1.011963,5.569458,-0.732422,-0.457764
-0.06958,-0.060303,1.009521,9.628296,-0.991821,-0.541687
-0.071289,-0.055664,1.010498,13.572692,-1.449585,-0.595093
-0.069824,-0.052246,1.011475,17.51709,-1.823425,-0.663757
-0.070068,-0.044678,1.011475,21.377562,-2.227783,-0.709534
-0.068848,-0.041504,1.015381,25.154112,-2.883911,-0.869751
-0.067627,-0.037598,1.014893,28.45764,-3.456115,-0.968933
-0.067871,-0.033447,1.018066,31.35681,-3.684997,-0.907898
-0.067139,-0.027832,1.015381,33.843994,-3.814697,-0.915527
-0.066406,-0.019043,1.017334,36.201477,-4.074097,-0.976562
-0.065674,-0.011963,1.018066,38.261414,-4.364014,-0.907898
-0.065918,-0.006592,1.020752,40.161129,-4.302979,-0.976562
-0.064209,0.003418,1.021484,41.793819,-4.066467,-1.075745
-0.064209,0.011475,1.023438,43.128963,-4.165649,-1.13678
-0.062988,0.021729,1.022461,44.120785,-4.150391,-1.106262
-0.063232,0.030762,1.023193,44.868465,-4.234314,-1.052856
-0.062988,0.03833,1.021973,45.135494,-4.188538,-0.900268
-0.063721,0.046875,1.023682,45.127865,-4.623413,-0.938415
-0.058594,0.053223,1.025635,44.403072,-4.920959,-1.014709
-0.059326,0.061279,1.026855,42.846676,-3.967285,-1.220703
-0.060547,0.071533,1.025635,40.756222,-3.570556,-1.190186
-0.060791,0.07959,1.023926,38.093567,-3.456115,-0.991821
-0.060547,0.089355,1.025879,35.003662,-3.303528,-0.961304
-0.05835,0.094971,1.02417,31.684874,-3.02124,-0.900268
-0.056641,0.098145,1.025146,27.893064,-2.685547,-0.846863
-0.057617,0.10376,1.026123,23.849485,-2.403259,-0.930786
-0.056641,0.105713,1.024658,19.432068,-2.090454,-0.846863
-0.056885,0.111084,1.023682,14.785766,-1.602173,-0.640869
-0.056152,0.111816,1.025146,9.880066,-1.174927,-0.488281
-0.057373,0.111572,1.025146,4.981995,-0.724792,-0.602722
-0.057861,0.113037,1.023193,0.038147,-0.305176,-0.526428
-0.058838,0.11084,1.026855,-4.745483,0.183105,-0.358582
-0.057129,0.111816,1.022217,-9.422302,0.62561,-0.305176
-0.056152,0.111572,1.022217,-14.030456,0.976562,-0.228882
-0.058105,0.104004,1.026123,-18.234253,1.296997,-0.091553
-0.058105,0.100342,1.024902,-21.919249,1.609802,-0.12207
-0.058594,0.095459,1.026611,-25.451658,1.922607,-0.045776
-0.057861,0.088623,1.024902,-28.648375,2.227783,0.030518
-0.060547,0.081787,1.025146,-31.532286,2.357483,-0.007629
-0.062012,0.073486,1.025879,-34.194946,2.6474,-0.022888
-0.05957,0.06665,1.025391,-36.376953,2.761841,0.007629
-0.059326,0.060303,1.023926,-37.902832,2.998352,0.045776
-0.059326,0.053467,1.027344,-38.772583,3.417969,0.144958
-0.062256,0.047119,1.022949,-39.1922,3.944397,0.137329
-0.063232,0.038574,1.021484,-39.100647,3.65448,0.114441
-0.062988,0.029785,1.022461,-38.589478,3.044128,0.0
-0.063721,0.024658,1.021729,-37.963867,3.005981,-0.022888
-0.064209,0.015137,1.022705,-37.216187,2.960205,0.061035
-0.06665,0.007568,1.021729,-35.980225,2.876281,0.022888
-0.067627,0.002441,1.020264,-34.385681,2.792358,0.053406
-0.067627,-0.002441,1.018799,-32.554626,2.616882,0.076294
-0.063232,-0.01123,1.017822,-30.357359,2.609253,0.083923
-0.06665,-0.016113,1.014893,-27.992247,2.655029,0.022888
-0.067871,-0.019287,1.015137,-25.451658,2.342224,-0.061035
-0.067627,-0.023438,1.015625,-22.697447,2.166748,-0.030518
-0.068848,-0.027588,1.016113,-19.91272,1.823425,-0.022888
-0.067627,-0.031006,1.016602,-17.074585,1.541138,-0.152588
-0.068359,-0.034912,1.013672,-13.999938,1.235962,-0.244141
-0.068604,-0.036865,1.013672,-10.963439,0.984192,-0.305176
-0.067627,-0.038086,1.013428,-7.8125,0.617981,-0.289917
-0.067627,-0.040771,1.013672,-4.180908,0.274658,-0.404358
-0.067383,-0.040039,1.014404,-0.938415,-0.144958,-0.457764
-0.067383,-0.038818,1.014404,2.227783,-0.488281,-0.518799
-0.067627,-0.037842,1.014404,5.462646,-0.930786,-0.541687
-0.071045,-0.036865,1.012939,8.605957,-1.197815,-0.564575
-0.071045,-0.034668,1.013916,11.528014,-1.518249,-0.495911
-0.072754,-0.032715,1.013184,14.205932,-1.76239,-0.579834
-0.071533,-0.030029,1.016113,16.700745,-2.067566,-0.640869
-0.067139,-0.025879,1.018066,18.867493,-2.258301,-0.656128
-0.064209,-0.022461,1.016602,20.957945,-2.456665,-0.793457
-0.062988,-0.018555,1.018066,22.865294,-2.761841,-0.762939
-0.061279,-0.011963,1.019287,24.696348,-2.960205,-0.747681
-0.061279,-0.002197,1.017334,26.81732,-3.044128,-0.831604
-0.065186,0.002441,1.017578,28.915403,-3.02124,-0.839233
-0.066895,0.00708,1.02124,31.028746,-3.173828,-0.816345
-0.068848,0.013184,1.02124,32.791138,-3.181457,-0.87738
-0.067871,0.019043,1.02124,33.981323,-3.204345,-0.900268
-0.067383,0.017578,1.022949,34.408569,-3.280639,-0.915527
-0.063477,0.022949,1.023193,34.385681,-3.303528,-0.953674
-0.062012,0.033691,1.025391,34.217834,-3.196716,-0.839233
-0.061279,0.04248,1.02417,33.905029,-3.52478,-0.823975
-0.059326,0.051514,1.025635,33.500671,-3.913879,-0.892639
-0.05835,0.061035,1.025635,32.905579,-3.486633,-0.984192
-0.058838,0.06665,1.026855,31.799314,-2.944946,-1.00708
-0.063477,0.071045,1.025146,30.235289,-2.89154,-0.930786
-0.064697,0.075439,1.023438,27.992247,-2.632141,-0.816345
-0.062256,0.079346,1.02417,25.329588,-2.449036,-0.747681
-0.060547,0.084473,1.024902,22.415159,-2.14386,-0.717163
-0.059326,0.08374,1.025391,18.936157,-1.800537,-0.785828
-0.057129,0.084961,1.023682,15.121459,-1.663208,-0.75531
-0.056152,0.090088,1.024658,11.161803,-1.25885,-0.572205
