ax,ay,az,gx,gy,gz
0.183105,-0.985107,-0.065674,0.839233,-0.572205,-1.487732
0.181396,-0.982422,-0.069824,0.160217,-0.175476,-1.708984
0.177734,-0.97876,-0.071533,-0.289917,0.091553,-1.739502
0.176758,-0.979004,-0.073242,-0.305176,0.579834,-1.617432
0.17627,-0.983154,-0.072754,-0.160217,1.274109,-1.487732
0.176514,-0.988525,-0.073242,-0.396728,1.861572,-1.091003
0.178223,-0.987061,-0.07373,-1.182556,2.189636,-0.900268
0.176025,-0.983398,-0.072266,-1.876831,2.479553,-1.037598
0.174561,-0.983154,-0.073242,-2.319336,2.807617,-1.190186
0.175293,-0.981689,-0.071777,-2.754211,3.440857,-1.350403
0.17627,-0.980713,-0.069336,-2.975464,3.929138,-1.419067
0.177246,-0.978516,-0.065674,-3.356933,4.104614,-1.586914
0.181885,-0.975586,-0.0625,-4.196167,3.753662,-1.571655
0.182617,-0.973389,-0.057617,-4.684448,3.471374,-1.365662
0.183594,-0.97168,-0.057373,-5.058288,3.479004,-0.976562
0.182617,-0.968262,-0.054443,-4.936218,3.77655,-0.671387
0.181152,-0.971924,-0.05127,-4.501343,4.295349,-0.75531
0.179688,-0.971924,-0.051514,-4.203796,4.997253,-0.923157
0.18042,-0.968262,-0.052979,-3.807068,5.775451,-1.319885
0.182373,-0.968262,-0.052979,-3.234863,6.629943,-1.678467
0.185791,-0.963135,-0.054199,-2.609253,7.446289,-1.922607
0.183105,-0.960693,-0.05127,-1.998901,8.201599,-2.113342
0.184814,-0.963135,-0.04834,-1.327515,8.804321,-2.380371
0.186523,-0.965088,-0.047363,-0.701904,9.094238,-2.464294
0.189941,-0.968994,-0.04834,-0.549316,9.078979,-2.502441
0.192139,-0.971924,-0.050537,-0.62561,8.56781,-2.342224
0.189209,-0.972412,-0.047852,-0.640869,7.987976,-2.029419
0.188721,-0.973389,-0.050293,-0.511169,7.5531,-1.64032
0.189453,-0.979248,-0.05127,-0.267029,7.438659,-1.213074
0.190186,-0.979248,-0.053955,-0.030518,7.270813,-0.88501
0.191406,-0.977051,-0.061523,0.022888,7.148742,-0.587463
0.192871,-0.973389,-0.065674,0.015259,6.912231,-0.572205
0.189453,-0.967529,-0.064209,-0.022888,6.431579,-0.572205
0.186523,-0.963379,-0.062744,0.595093,5.783081,-0.724792
0.186279,-0.968506,-0.060547,1.647949,5.561828,-0.63324
0.186279,-0.978271,-0.061035,2.220154,5.66101,-0.564575
0.187256,-0.987061,-0.063721,1.876831,5.798339,-0.572205
0.1875,-0.990723,-0.063232,1.083374,5.996704,-0.534058
0.187744,-0.987305,-0.065674,0.358582,5.981445,-0.488281
0.183594,-0.981934,-0.068115,-0.434875,5.943298,-0.343323
0.182617,-0.976563,-0.066406,-0.63324,5.950927,-0.244141
0.185059,-0.974854,-0.06665,-0.198364,6.004333,-0.366211
0.184326,-0.977783,-0.064697,-0.099182,6.225585,-0.1297
0.184326,-0.981445,-0.061279,-0.137329,6.492614,0.106812
0.183594,-0.979248,-0.060791,-0.556946,6.767272,0.389099
0.184082,-0.976563,-0.061523,-0.930786,7.156372,0.785828
0.186523,-0.976318,-0.063965,-0.869751,7.56073,0.862122
0.188721,-0.97583,-0.065186,-0.610352,7.781982,0.862122
0.19165,-0.976807,-0.063721,-0.274658,7.743835,1.014709
0.196777,-0.978027,-0.0625,0.022888,7.598876,1.213074
0.19873,-0.982178,-0.062988,0.244141,7.308959,1.464844
0.197266,-0.984619,-0.063965,0.091553,6.973266,1.823425
0.196533,-0.984131,-0.061523,-0.007629,6.858825,1.88446
0.194092,-0.984131,-0.065918,-0.099182,6.935119,1.846313
0.190186,-0.981934,-0.066162,-0.106812,7.125854,1.579285
0.189941,-0.980713,-0.068115,-0.083923,7.286071,1.220703
0.190918,-0.975586,-0.068604,-0.427246,7.43103,0.831604
0.19458,-0.973633,-0.070068,-0.617981,7.293701,0.495911
0.196045,-0.968994,-0.068604,-0.617981,6.881713,0.534058
0.19751,-0.969482,-0.068359,-0.526428,6.507873,0.686645
0.200684,-0.97168,-0.067383,-0.38147,6.118774,1.13678
0.202393,-0.972412,-0.06543,-0.389099,5.584716,1.594543
0.201904,-0.974854,-0.064453,-0.389099,4.776001,2.075195
0.202637,-0.974365,-0.063477,-0.541687,4.074097,2.39563
0.204834,-0.9729,-0.066895,-0.679016,3.227234,2.418518
0.205322,-0.970215,-0.066895,-0.350952,1.991272,2.464294
0.207031,-0.971436,-0.063965,0.259399,0.793457,2.6474
0.204834,-0.973877,-0.064697,0.75531,-0.175476,2.815246
0.207275,-0.976074,-0.06543,0.75531,-1.205444,2.914428
0.206787,-0.974365,-0.063721,0.770569,-2.410889,2.922058
0.201904,-0.974609,-0.06543,0.892639,-3.417969,2.838135
0.199707,-0.974854,-0.06543,1.113892,-4.264832,2.838135
0.192871,-0.977295,-0.06543,1.106262,-4.676819,2.685547
0.192871,-0.979004,-0.065674,0.961304,-4.79126,2.319336
0.191895,-0.980469,-0.065186,0.572205,-4.699707,2.02179
0.190918,-0.980957,-0.067383,-0.061035,-4.524231,1.747131
0.187988,-0.977539,-0.063477,-0.62561,-4.379272,1.617432
0.185547,-0.97583,-0.063965,-0.732422,-4.188538,1.602173
0.184082,-0.976074,-0.063721,-0.640869,-3.784179,1.64032
0.182617,-0.978027,-0.065674,-0.587463,-3.27301,1.564026
0.182617,-0.971436,-0.066895,-0.717163,-2.960205,1.365662
0.182861,-0.967285,-0.067627,-0.915527,-2.716064,1.197815
0.179443,-0.959961,-0.068359,-0.88501,-2.426147,1.029968
0.178711,-0.957275,-0.064697,-0.442505,-1.968384,0.923157
0.179443,-0.959717,-0.060059,0.259399,-1.480102,0.915527
0.177979,-0.968994,-0.057861,0.869751,-0.831604,1.098633
0.178711,-0.977051,-0.056152,0.961304,-0.228882,0.968933
0.18042,-0.979492,-0.057617,0.701904,0.213623,0.869751
0.182617,-0.97998,-0.059082,0.556946,0.152588,0.762939
0.185059,-0.976807,-0.062988,0.526428,-0.328064,0.915527
0.185547,-0.972656,-0.060791,0.732422,-0.88501,1.121521
0.18457,-0.967773,-0.060791,1.350403,-1.464844,1.220703
0.185059,-0.966797,-0.063477,1.922607,-1.686096,1.350403
0.185059,-0.967773,-0.061279,2.39563,-1.51062,1.296997
0.18457,-0.970459,-0.063965,2.555847,-1.289368,1.312256
0.186035,-0.974609,-0.06543,2.433777,-1.174927,1.281738
