ax,ay,az,gx,gy,gz
-0.073486,-1.184082,0.177002,-44.212337,88.790886,90.667717
-0.069336,-1.216553,0.121094,-36.048889,29.281614,51.910397
0.098877,-1.245361,0.044434,-14.022826,-10.208129,20.202635
0.236084,-1.182617,0.106934,14.053344,-21.057127,1.296997
0.262695,-1.066895,0.152832,30.525206,-14.793395,-8.750916
0.248535,-0.962646,0.1521,32.463074,-1.266479,-13.076781
0.21582,-0.911133,0.126953,26.344297,11.932372,-14.923095
0.194092,-0.902588,0.079102,18.852234,20.744322,-18.608093
0.192627,-0.918701,0.036621,15.220641,24.92523,-26.153563
0.206055,-0.939453,0.02124,16.471863,25.05493,-34.90448
0.229492,-0.953613,0.010742,20.927427,23.681639,-43.457027
0.261719,-0.962646,0.008545,26.496885,22.453306,-51.139828
0.289551,-0.961914,0.014893,31.929014,23.300169,-56.503292
0.30957,-0.954834,0.023438,35.919189,27.8244,-57.922359
0.311768,-0.945068,0.023193,39.115906,34.454346,-55.221554
0.286621,-0.918945,0.017578,42.015072,40.931698,-49.72839
0.260254,-0.905273,0.012939,43.861385,44.723507,-44.395443
0.243896,-0.888428,0.012451,45.654293,44.296261,-39.657593
0.231934,-0.881348,0.006836,46.19598,41.244503,-34.088135
0.228027,-0.88208,0.004395,46.371456,37.17804,-28.060911
0.233398,-0.889893,0.005615,46.661373,32.691956,-22.506712
0.239746,-0.889648,0.005371,46.661373,28.869627,-17.150879
0.243896,-0.891357,-0.000732,45.997616,25.886534,-12.46643
0.249756,-0.895752,-0.001953,44.357296,23.605345,-8.743286
0.259277,-0.905029,0.000244,42.457577,22.422789,-5.310058
0.268066,-0.912354,0.002686,40.771481,22.705076,-2.120972
0.273438,-0.91333,0.003662,38.787842,24.032591,0.617981
0.267334,-0.920654,0.003418,35.430908,25.3067,2.792358
0.252441,-0.9375,0.002197,31.35681,25.329588,4.623413
0.236328,-0.956787,-0.005371,28.030394,23.399351,6.103515
0.220459,-0.968506,-0.019043,26.519773,19.66095,6.217956
0.213135,-0.96582,-0.029541,26.458738,14.976501,4.676819
0.20752,-0.951904,-0.0354,26.618956,10.215758,1.960754
0.202148,-0.932129,-0.039307,26.100157,5.714416,-1.426697
0.201416,-0.911377,-0.039307,24.536131,1.243591,-4.91333
0.203369,-0.895508,-0.033447,22.171019,-2.593994,-7.713317
0.206543,-0.887451,-0.027832,19.165039,-5.546569,-10.360717
0.209473,-0.878906,-0.021729,15.777587,-7.507324,-13.168334
0.20874,-0.873291,-0.012695,12.252807,-8.499146,-16.029358
0.214355,-0.871094,-0.005859,8.522034,-8.750916,-18.981934
0.222412,-0.872803,0.000732,4.486084,-8.079529,-21.354673
0.232666,-0.881104,0.006348,0.259399,-6.54602,-22.705076
0.237305,-0.89209,0.009521,-4.051208,-3.723144,-23.254393
0.242188,-0.905273,0.008301,-7.949829,0.053406,-23.254393
0.246582,-0.910645,0.007568,-10.734557,4.264832,-22.964476
0.246582,-0.908936,0.005859,-12.916564,9.19342,-22.369383
0.246338,-0.908203,0.006104,-15.342711,14.35089,-21.034239
0.244873,-0.912109,0.007813,-18.02063,19.706726,-18.989563
0.247803,-0.909912,0.009521,-20.26367,25.321959,-16.586304
0.24707,-0.908936,0.01709,-22.224424,31.021116,-13.824462
0.244629,-0.90918,0.029053,-24.642942,36.659241,-10.986327
0.241211,-0.915527,0.037598,-27.091978,41.549679,-7.713317
0.239014,-0.925781,0.044922,-29.243467,45.661922,-4.386902
0.23584,-0.929199,0.04834,-30.609129,48.698421,-1.487732
0.228516,-0.926758,0.054199,-31.204222,50.903316,0.862122
0.227051,-0.920898,0.059326,-31.723021,52.932735,2.853393
0.22168,-0.915527,0.065674,-32.226563,54.527279,4.722595
0.214844,-0.911377,0.072266,-32.89032,55.610653,6.622314
0.202148,-0.910156,0.089844,-33.805847,55.381771,8.346558
0.181641,-0.920654,0.104736,-35.461426,52.200314,9.712219
0.167236,-0.939941,0.103516,-35.888672,44.792171,10.482787
0.164795,-0.94458,0.116211,-34.52301,36.689758,10.147094
0.166504,-0.937988,0.134766,-32.341003,28.968809,8.422852
0.166504,-0.926025,0.149902,-31.34918,22.369383,6.332397
0.167725,-0.916748,0.168701,-32.142639,16.357422,4.508972
0.162842,-0.91333,0.186279,-33.950806,10.0708,3.578186
0.158203,-0.918213,0.195068,-36.178589,4.745483,3.257751
0.161133,-0.931885,0.196289,-38.009644,0.907898,2.204895
0.166748,-0.960205,0.187988,-38.925171,-1.823425,1.152039
0.168701,-0.996094,0.169434,-37.338257,-4.127502,1.663208
0.166992,-1.026123,0.143311,-32.165527,-6.820678,2.937317
0.168457,-1.040283,0.113037,-23.902891,-10.391234,3.90625
0.176758,-1.032715,0.0896,-14.152526,-14.686584,4.66156
0.191162,-1.013428,0.074219,-5.226135,-18.913269,5.241394
0.210449,-0.98999,0.061768,1.968384,-22.254942,5.874633
0.232666,-0.96875,0.05835,7.67517,-23.826597,6.271362
0.250488,-0.954346,0.056152,11.825561,-22.720335,7.064819
0.266357,-0.948242,0.05835,14.808654,-18.547058,8.201599
0.279785,-0.944092,0.053223,17.417908,-11.352538,9.368896
0.284424,-0.942627,0.047363,19.91272,-1.991272,10.536193
0.286377,-0.936523,0.047119,22.247313,9.735107,11.680602
0.266113,-0.928223,0.050293,23.124693,20.507811,13.580321
0.245361,-0.920898,0.046875,22.758482,27.465818,14.701842
0.237793,-0.91333,0.048828,22.109983,33.126831,14.526366
0.233643,-0.904541,0.050049,21.507261,36.857605,13.999938
0.223145,-0.902344,0.056641,20.111082,39.18457,14.122008
0.210449,-0.905762,0.05542,18.074036,39.009094,15.190124
0.201904,-0.907471,0.052246,16.525269,36.888123,15.73944
0.193359,-0.911865,0.053955,15.182494,32.783508,15.876769
0.188477,-0.914307,0.05542,14.160155,27.648924,15.296935
0.186035,-0.917236,0.053223,12.985229,21.77429,14.205932
0.182617,-0.918701,0.051025,11.863708,15.670775,13.061522
0.180664,-0.92041,0.043945,10.391234,9.353638,12.138366
0.18042,-0.923584,0.039551,8.842468,3.326416,10.940551
0.18335,-0.923584,0.034668,7.545471,-2.113342,9.384155
0.188477,-0.928711,0.030762,6.568908,-6.896972,7.835388
0.196045,-0.92749,0.031494,5.966186,-10.711669,6.271362
0.201904,-0.925049,0.030762,5.203247,-13.374328,4.814148
0.211426,-0.921631,0.029297,4.341125,-14.991759,3.425598
0.220215,-0.918457,0.028564,3.387451,-15.525817,2.403259
0.229248,-0.917969,0.031494,2.548218,-15.007018,1.838684
0.235352,-0.914063,0.033691,1.564026,-13.374328,1.502991
0.238037,-0.908936,0.034668,0.656128,-11.222838,1.083374
0.241455,-0.907959,0.034668,-0.457764,-8.674622,0.923157
0.242432,-0.904785,0.035645,-1.586914,-5.561828,0.930786
0.240234,-0.904785,0.0354,-2.754211,-2.250671,1.091003
0.239502,-0.905273,0.036133,-3.875732,0.991821,1.342773
0.236084,-0.906982,0.037109,-5.233764,4.241943,1.419067
0.233643,-0.910645,0.04248,-6.462097,7.019042,1.586914
0.230469,-0.91333,0.045898,-7.225036,9.246826,1.724243
0.229736,-0.911865,0.050781,-7.995605,10.932921,1.777649
0.227783,-0.913818,0.052002,-8.94928,12.443542,1.846313
0.223633,-0.91748,0.054199,-9.82666,13.572692,1.869202
0.218506,-0.920166,0.055176,-10.635375,14.038085,2.037048
0.218262,-0.923584,0.052246,-11.32965,14.175414,2.227783
0.216309,-0.929199,0.052246,-11.482238,13.870238,2.006531
0.214111,-0.92749,0.058594,-11.344909,13.145446,1.449585
0.212646,-0.926514,0.0625,-11.421203,12.283324,1.045227
0.210693,-0.931152,0.068848,-11.512755,10.925292,0.480652
0.210449,-0.934326,0.076172,-11.596679,9.216309,0.114441
0.20752,-0.940674,0.077393,-11.856078,7.225036,-0.541687
0.210449,-0.949219,0.074951,-11.726378,5.15747,-1.548767
0.211426,-0.956787,0.078613,-11.45172,3.65448,-2.388
0.210693,-0.959473,0.087402,-10.681151,2.372742,-3.486633
0.212402,-0.95752,0.090088,-9.597778,1.235962,-4.78363
0.210693,-0.950928,0.096924,-8.81958,0.724792,-6.149292
0.212891,-0.943115,0.101074,-8.674622,1.052856,-7.621765
0.213623,-0.944336,0.105225,-9.010315,2.487183,-8.430481
0.214844,-0.947021,0.107666,-8.827209,4.974365,-8.804321
0.214355,-0.948486,0.10498,-8.399963,8.224487,-9.094238
0.211914,-0.95166,0.105469,-7.759094,11.619567,-9.170532
0.204346,-0.954834,0.104736,-7.148742,14.991759,-8.926392
0.19751,-0.95874,0.099854,-6.317138,18.035889,-8.354187
0.195068,-0.9646,0.099609,-4.890442,20.523069,-7.667541
0.189209,-0.9646,0.096436,-2.929687,22.438047,-6.851196
0.183594,-0.963379,0.091064,-0.579834,23.506163,-5.569458
0.179199,-0.95874,0.086426,1.525879,23.834227,-4.203796
0.175049,-0.953369,0.084473,3.211975,23.239134,-2.807617
0.173584,-0.949951,0.081787,4.837036,21.476744,-1.38092
0.17627,-0.946289,0.081055,6.408691,19.256592,-0.083923
0.178467,-0.941895,0.076904,7.415771,17.814636,0.610352
0.173828,-0.937988,0.07251,7.667541,16.029358,1.38855
0.172363,-0.934082,0.066162,7.537841,13.656615,2.13623
0.172607,-0.93335,0.062988,7.453918,11.611938,2.311707
0.173096,-0.933838,0.058594,7.5531,8.491516,1.953125
0.179688,-0.92627,0.055176,7.522583,6.179809,1.472473
0.187256,-0.927734,0.054932,7.392883,4.302979,0.961304
0.191406,-0.92627,0.05249,6.439209,3.082275,0.816345
0.192627,-0.927979,0.049316,5.485534,1.594543,0.88501
0.197754,-0.930664,0.044922,4.905701,0.946045,0.602722
0.200439,-0.931152,0.039795,4.394531,0.396728,0.274658
0.200684,-0.932617,0.041748,4.119873,0.152588,-0.305176
0.205811,-0.928223,0.041016,3.822326,-0.183105,-0.579834
0.211914,-0.924805,0.04126,3.257751,0.709534,-1.350403
0.213623,-0.922852,0.041016,2.365112,1.724243,-1.670837
0.212646,-0.92041,0.041016,1.693725,3.044128,-1.51062
0.212402,-0.921143,0.038086,0.88501,4.425049,-1.464844
0.206543,-0.923584,0.039551,0.076294,5.775451,-1.556396
0.202881,-0.926758,0.038818,-0.228882,6.256103,-1.487732
0.199219,-0.923828,0.038818,-0.495911,6.393432,-1.678467
0.19873,-0.919434,0.040039,-0.907898,6.202697,-2.250671
0.196289,-0.915283,0.044922,-1.686096,5.973815,-2.502441
0.195313,-0.917969,0.049316,-2.716064,5.470275,-2.296448
0.194336,-0.925049,0.050537,-3.494262,4.714966,-2.13623
0.196045,-0.931885,0.046875,-4.081726,3.982544,-2.120972
0.197754,-0.935059,0.052002,-4.547119,3.440857,-2.082825
0.200195,-0.939697,0.055176,-4.814148,2.861023,-1.838684
0.201172,-0.937744,0.059082,-5.020141,2.471924,-1.579285
0.199463,-0.935547,0.066406,-5.302429,2.052307,-1.579285
0.202637,-0.936279,0.073486,-5.706787,1.693725,-1.571655
0.203613,-0.936035,0.077637,-6.17218,1.480102,-1.396179
0.197754,-0.931885,0.074463,-6.347656,1.434326,-1.342773
0.194336,-0.926758,0.070068,-6.225585,1.487732,-1.518249
0.19458,-0.92749,0.070313,-6.401062,1.174927,-1.64032
0.194824,-0.933838,0.074951,-6.515502,0.770569,-1.480102
0.198486,-0.938965,0.078857,-6.111145,0.465393,-1.228333
0.199219,-0.942139,0.08252,-5.546569,0.518799,-1.205444
0.198975,-0.941895,0.083984,-4.859924,0.923157,-1.274109
0.201172,-0.937012,0.080811,-4.127502,1.075745,-1.113892
0.202148,-0.933838,0.081543,-3.608703,1.106262,-0.762939
0.203125,-0.932373,0.075439,-3.326416,1.144409,-0.419617
0.204346,-0.931152,0.070068,-2.998352,1.441955,-0.434875
0.208008,-0.931396,0.069824,-2.540588,2.349854,-0.442505
0.213135,-0.934326,0.070557,-2.243042,3.883362,-0.061035
0.2146,-0.932373,0.071289,-2.02179,5.592346,0.450134
0.212891,-0.934082,0.07251,-1.976013,7.133483,0.740051
0.213623,-0.936768,0.070068,-1.914978,8.216858,0.823975
0.211182,-0.940918,0.07251,-1.838684,9.025574,1.113892
0.210205,-0.944336,0.06958,-1.571655,9.346008,1.251221
0.208984,-0.940918,0.068604,-1.174927,9.07135,1.159668
0.206055,-0.938965,0.065674,-0.923157,8.262634,0.938415
0.203369,-0.939209,0.061279,-0.87738,7.194519,0.686645
0.20752,-0.94165,0.056396,-0.846863,6.118774,0.595093
