ax,ay,az,gx,gy,gz,ax,ay,az,gx,gy,gz
-0.782471,1.971924,-0.600586,228.126511,117.927544,191.955551,3.25708,-4.603516,0.115967,1.312256,-163.513168,-244.171127
-0.72998,1.882813,-0.564941,228.919968,87.501518,209.793076,3.499023,-4.942383,-0.131836,4.707336,-118.247978,-237.33519
-0.706299,1.843018,-0.48999,229.347214,61.202999,228.408798,3.285156,-4.481445,-0.455811,-6.92749,-111.618034,-227.149948
-0.693359,1.833984,-0.477783,230.171188,40.664669,245.719894,1.8125,-2.759033,0.087402,86.364738,-138.99231,249.992355
-0.706299,1.832275,-0.493896,230.712875,27.542112,249.992355,2.336182,-3.46875,-0.26416,124.923698,-89.912407,249.992355
-0.770752,1.845215,-0.522461,229.614243,14.457702,249.992355,2.58667,-4.208008,-0.359619,179.557785,2.922058,249.992355
-0.882324,1.922363,-0.571777,219.749435,-11.45172,249.992355,2.625488,-4.632813,-0.095459,231.468185,102.012627,249.992355
-0.984619,2.011475,-0.615234,204.742416,-49.171444,249.992355,2.493164,-4.543701,0.366211,249.992355,163.711533,249.992355
-1.028076,2.085938,-0.653076,199.272141,-84.518425,249.992355,2.272949,-3.825684,0.886719,245.857224,150.016785,249.992355
-0.974121,1.878174,-0.624756,222.259506,191.780075,164.741501,2.094482,-3.089844,1.098389,192.085251,85.510246,249.992355
-1.011963,2.239502,-0.651367,196.899399,-112.236015,249.992355,1.99585,-2.916016,0.885254,171.394333,68.115234,249.992355
-1.006348,2.624268,-0.601807,194.885239,-136.581421,249.992355,1.679199,-2.846924,0.545898,152.633667,117.042534,249.992355
-0.967285,2.85791,-0.601318,184.257492,-124.809258,249.992355,0.642334,-1.807617,0.388428,42.976376,182.044968,249.992355
-1.004639,3.01123,-0.642578,173.263535,-109.207146,249.992355,1.356689,-2.411377,0.347656,82.260124,-107.017509,249.992355
-1.019043,3.065918,-0.730469,161.071762,-111.640923,249.992355,0.130859,-1.401123,0.293701,-0.228882,201.820358,249.992355
-0.976563,3.226318,-0.72998,156.517029,-119.895927,249.992355,-0.659912,-0.584717,0.158203,-22.460936,244.117722,249.992355
-0.939209,3.468994,-0.617432,117.980949,-125.671379,249.992355,-1.040527,-0.071533,0.208984,-17.524719,249.992355,249.992355
-0.747559,3.448242,-0.506348,78.460693,-121.37603,249.992355,-1.457764,0.253906,0.40918,-16.601563,249.992355,249.992355
-0.59082,3.432129,-0.474365,61.523434,-106.315605,249.992355,-1.760742,0.128662,0.682861,-17.608643,249.443039,249.992355
-0.332764,3.498779,-0.515137,45.501705,-74.798584,249.992355,-1.966553,-0.22168,0.935547,-17.417908,249.992355,249.992355
-0.215088,3.101074,-0.558838,30.426023,-45.738216,249.992355,-2.197021,-0.524658,1.12793,-16.914368,249.992355,249.992355
