ax,ay,az,gx,gy,gz,acc_mag
-0.309326,0.810303,-0.411377,3.479004,-1.770019,14.869689,0.959950291532848
-0.302002,0.806885,-0.434082,2.090454,-1.373291,16.365051,0.9647257610082773
-0.298828,0.811768,-0.453613,1.396179,1.953125,15.838622,0.9767447021494409
-0.302979,0.82373,-0.480713,2.235413,8.636475,14.419555,1.00070593868029
-0.310303,0.85083,-0.505127,4.394531,16.12854,14.381408,1.0369922501340112
-0.318848,0.879395,-0.502686,3.059387,21.545408,15.220641,1.0619288242274056
-0.33374,0.887207,-0.508301,-2.6474,22.964476,15.35797,1.075587539463897
-0.339355,0.893799,-0.531494,-6.233215,19.454956,17.669678,1.0938575503519643
-0.323242,0.892822,-0.516357,-5.851745,14.015197,24.757383,1.0808520091562026
-0.307373,0.873779,-0.516113,-4.554749,9.284973,32.180786,1.060349249416908
-0.301758,0.863281,-0.523438,-1.678467,6.500244,37.826538,1.053707414498446
-0.307373,0.863281,-0.544434,0.457764,4.112244,41.679379,1.0658989757223711
-0.319092,0.875,-0.547852,1.953125,1.945495,44.113155,1.080549174433075
-0.320801,0.883789,-0.547607,2.601623,1.342773,45.341488,1.0880577671111953
-0.319092,0.884033,-0.542725,3.303528,3.013611,46.401974,1.0853038630623222
-0.307861,0.869141,-0.536621,3.669739,6.958007,45.417782,1.0668395244098337
-0.299316,0.863037,-0.533447,4.837036,11.123656,42.350765,1.0578225905292438
-0.272949,0.883301,-0.514648,7.789611,16.784668,39.497375,1.058104142845117
-0.265381,0.89917,-0.496582,11.016845,24.848936,35.713196,1.0609087834422901
-0.299316,0.901123,-0.487793,13.175963,33.714294,26.206968,1.0674992926620608
-0.337402,0.898193,-0.483398,13.618468,41.28265,15.190124,1.0743669769948256
-0.370361,0.88916,-0.48584,14.305114,44.746395,9.681702,1.0788017804587642
-0.389648,0.875732,-0.4729,14.328002,43.251034,7.56073,1.0688154703820487
-0.383057,0.858154,-0.472412,13.351439,38.711548,4.959106,1.0518241538912292
-0.380371,0.851563,-0.473877,13.534545,32.073975,2.586365,1.0461362491277129
-0.372803,0.845459,-0.474365,14.541625,24.406431,2.845764,1.0386554533217451
-0.354736,0.847412,-0.462891,16.189575,16.525269,4.310608,1.0286947094843057
-0.327881,0.858398,-0.449951,17.913818,10.253905,5.1651,1.0231368329632162
-0.306885,0.858643,-0.462158,19.355774,6.401062,6.027221,1.0222701314417828
-0.268311,0.846924,-0.481934,20.370481,6.111145,5.424499,1.0107083826965124
-0.243652,0.846191,-0.484619,22.613523,9.635925,3.410339,1.005117446244965
-0.270264,0.87915,-0.452637,26.199339,16.326904,1.976013,1.0250988274137278
-0.30249,0.912109,-0.433105,29.052732,23.773191,-0.450134,1.0540507430887756
-0.318115,0.930908,-0.440674,30.616758,29.060362,-5.088806,1.0779519618076678
-0.328369,0.941162,-0.441406,29.71649,33.760071,-10.787963,1.090161165718629
-0.329346,0.953369,-0.434082,27.847288,41.175838,-17.684937,1.0980930837597513
-0.331299,0.986816,-0.395996,26.229856,53.970333,-25.650023,1.1137224417569218
-0.364502,1.012939,-0.370117,21.209715,68.832397,-33.348083,1.1383732777143005
-0.424805,1.017334,-0.352783,13.275146,77.575684,-38.619995,1.1575334123341754
-0.486572,1.011719,-0.329102,5.279541,72.860718,-38.963318,1.1698870768364784
-0.487549,0.992188,-0.322266,0.007629,57.098385,-35.78949,1.1515191832970044
-0.446045,0.97583,-0.311768,-0.549316,38.963318,-31.242369,1.1173180463722048
-0.401611,0.951172,-0.33374,1.281738,24.612425,-27.160643,1.0850815437122687
-0.375488,0.925781,-0.377686,4.524231,16.731262,-23.452757,1.0680395183236433
-0.374023,0.918457,-0.407959,7.820129,11.909484,-19.65332,1.0723278468169144
-0.389893,0.913574,-0.434814,8.560181,5.966186,-16.548157,1.0842957251234555
-0.400879,0.897705,-0.458252,8.125305,-1.594543,-14.09912,1.0846995598643894
-0.405029,0.890137,-0.472412,8.934021,-11.96289,-12.222289,1.0860780208410443
-0.362793,0.89209,-0.479736,9.788513,-25.459288,-11.131286,1.0759135460830485
-0.301025,0.882324,-0.490967,8.331299,-34.53064,-11.260985,1.0536414412360593
-0.290283,0.870361,-0.512939,5.058288,-39.299011,-11.19995,1.051141716483082
-0.307129,0.863037,-0.531982,1.38855,-44.624325,-12.199401,1.059323337953998
-0.318604,0.85791,-0.504639,-3.662109,-51.86462,-16.433716,1.0450734889169278
-0.294678,0.86377,-0.466309,-8.674622,-53.474422,-26.756285,1.0248794173291802
-0.255615,0.89502,-0.431396,-9.300232,-46.348568,-39.459229,1.0259153656325652
-0.236816,0.932129,-0.399658,-11.83319,-37.857056,-53.38287,1.0414762635130002
-0.235107,0.957275,-0.383789,-22.415159,-28.594969,-71.95282,1.057801835692773
-0.297363,0.991211,-0.39209,-38.17749,-17.066956,-94.421379,1.106642927230821
-0.464844,1.065918,-0.366943,-59.05151,-8.354187,-117.729179,1.219388491133568
-0.60791,1.169678,-0.320068,-83.030693,-5.828857,-137.283325,1.3565193387519399
-0.58667,1.260742,-0.302246,-106.353752,-7.919311,-150.70343,1.4230266069121829
-0.51123,1.27832,-0.292236,-132.545471,-10.009766,-164.428696,1.407430287792614
-0.543701,1.235352,-0.263428,-161.491379,-3.707886,-183.204636,1.3751725900733334
-0.659912,1.181641,-0.234131,-186.30217,13.96942,-203.06395,1.3735270750101725
-0.811768,1.162598,-0.198975,-198.791489,34.172058,-215.461716,1.4318493098273295
-0.921387,1.182129,-0.138916,-199.562057,49.362179,-219.596848,1.5052178020027531
-1.048096,1.176025,-0.164063,-195.236191,42.594906,-219.749435,1.583810813768488
-1.234863,1.148926,-0.187012,-188.873276,5.889892,-220.619186,1.6970241808498192
-1.331055,1.133057,-0.172607,-184.082016,-38.284302,-221.984848,1.7565075447384222
