ax,ay,az,gx,gy,gz,acc_mag
0.141846,1.009766,-0.151611,-0.747681,-4.905701,-0.488281,1.0308896923497683
0.143066,1.009277,-0.151855,-0.762939,-4.547119,-0.480652,1.0306152939433801
0.146973,1.006592,-0.151611,-0.663757,-4.226685,-0.579834,1.0285010512945525
0.145264,1.008789,-0.146973,-0.640869,-4.066467,-0.457764,1.029736829945399
0.14502,1.01416,-0.147461,-0.640869,-4.020691,-0.312805,1.035034324320213
0.14502,1.014404,-0.14624,-0.556946,-4.051208,-0.358582,1.0351001947715013
0.143066,1.012451,-0.148438,-0.488281,-4.226685,-0.221252,1.0332273455542107
0.140869,1.010498,-0.14917,-0.534058,-4.264832,-0.099182,1.0311168566486535
0.140625,1.010498,-0.149902,-0.457764,-4.226685,-0.022888,1.0311897052594152
0.140137,1.006836,-0.149902,-0.343323,-4.142761,-0.091553,1.0275347776445332
0.138428,1.006104,-0.151855,-0.343323,-3.952026,-0.1297,1.0268726849152237
0.135986,1.008301,-0.151123,-0.236511,-3.570556,-0.213623,1.0285918821019344
0.137451,1.003906,-0.150635,-0.114441,-3.005981,-0.480652,1.0244076031843965
0.137939,1.004883,-0.149902,0.083923,-2.26593,-0.747681,1.0253231788143677
0.140137,1.006104,-0.149414,0.022888,-1.518249,-0.961304,1.0267464053898607
0.141602,1.006348,-0.149414,0.183105,-0.87738,-1.029968,1.0271864323987152
0.143311,1.00415,-0.150635,0.282288,-0.526428,-1.00708,1.025449252009089
0.146729,1.00415,-0.149414,0.37384,-0.564575,-0.87738,1.0257539497057762
0.143555,1.002441,-0.150879,0.526428,-0.663757,-0.793457,1.0238459206086625
0.145752,1.003418,-0.148438,0.610352,-0.801086,-0.724792,1.0247561505411908
0.147949,1.006104,-0.146729,0.595093,-0.869751,-0.724792,1.0274548967511907
0.147705,1.005859,-0.145996,0.411987,-0.915527,-0.869751,1.0270754241641653
0.144531,1.009277,-0.14502,0.175476,-0.915527,-0.976562,1.029834973716663
0.142578,1.010254,-0.14917,0.167847,-0.732422,-1.060486,1.0311126609153822
0.142822,1.006836,-0.153564,0.221252,-0.442505,-1.029968,1.0284448243226274
0.144043,1.008057,-0.150635,0.183105,-0.007629,-1.037598,1.0293775810279724
0.148193,1.01001,-0.149658,0.198364,0.366211,-1.052856,1.0317358587899328
0.148193,1.009277,-0.152344,0.152588,0.434875,-1.029968,1.0314116163365623
0.148193,1.005859,-0.153076,0.030518,0.297546,-0.846863,1.0281759357746125
0.147217,1.003906,-0.154053,-0.007629,0.198364,-0.671387,1.0262711282765387
0.14502,1.003418,-0.155273,0.045776,0.083923,-0.671387,1.02566475402687
0.145508,1.003174,-0.156738,-0.022888,-0.144958,-0.534058,1.0257180182603796
0.143555,1.003906,-0.158936,0.030518,-0.411987,-0.526428,1.026496929833207
0.140137,1.00293,-0.158936,-0.083923,-0.595093,-0.50354,1.0250695663051363
0.140137,1.003418,-0.1604,-0.1297,-0.50354,-0.656128,1.02577493705637
0.142334,1.006104,-0.161377,0.0,-0.297546,-0.869751,1.0288570175204135
0.14209,1.009277,-0.165039,-0.022888,-0.320435,-1.098633,1.0325054490655243
0.143555,1.010254,-0.164063,0.144958,-0.38147,-1.38855,1.0335075473889874
0.142578,1.009766,-0.160156,0.267029,-0.343323,-1.449585,1.032281843866296
0.145508,1.00708,-0.158203,0.343323,-0.228882,-1.365662,1.0297625423722694
0.147705,1.007324,-0.159668,0.450134,-0.152588,-1.106262,1.030539799437654
0.147217,1.004639,-0.156982,0.556946,-0.045776,-0.831604,1.0274316102466383
0.146484,1.004639,-0.155518,0.579834,-0.076294,-0.556946,1.0271041480302765
0.144043,1.001465,-0.155029,0.534058,-0.328064,-0.328064,1.0235792704597921
0.144531,1.001953,-0.155518,0.595093,-0.556946,-0.213623,1.0241996253143233
0.14502,1.001953,-0.154297,0.480652,-0.526428,-0.205994,1.0240840682375643
0.14209,1.001953,-0.153076,0.656128,-0.335693,-0.205994,1.02348993355333
0.143311,0.999268,-0.153809,0.556946,-0.007629,-0.396728,1.0211423931195884
0.14624,0.999268,-0.150635,0.465393,0.083923,-0.62561,1.0210845100426311
0.143555,0.999268,-0.155273,0.465393,0.099182,-0.87738,1.0213981977554103
0.138428,1.001465,-0.166992,0.541687,0.38147,-0.946045,1.024685700823916
0.114014,1.00415,-0.196289,0.839233,1.716614,-0.930786,1.0294881185409572
0.056152,1.010254,-0.229004,2.63977,6.66809,-0.663757,1.0374049467956088
0.01416,1.012451,-0.25,6.774902,17.26532,-0.846863,1.0429561510442327
-0.007568,1.013672,-0.235352,12.46643,34.286499,-2.182007,1.0406626552884464
0.032715,1.014648,-0.195068,17.440796,52.688595,-3.662109,1.03374675803748
0.071777,1.014893,-0.188232,20.301817,68.107605,-4.432678,1.0346936865575243
0.072266,1.011963,-0.243652,21.598814,79.246521,-4.463196,1.0433876485894396
