ax,ay,az,gx,gy,gz,acc_mag
0.148193,-0.974121,0.010498,1.068115,2.197266,-0.305176,0.985384745109239
0.150879,-0.977051,0.006836,1.548767,3.051758,-0.190735,0.9886555821609465
0.153809,-0.98291,0.005371,1.731872,3.532409,0.099182,0.9948859855390465
0.154541,-0.987793,0.001221,1.678467,3.700256,0.404358,0.9998096930771375
0.154053,-0.988037,0.000977,1.396179,3.89862,0.640869,0.9999751970459068
0.151611,-0.985352,-0.000244,1.197815,4.341125,0.564575,0.9969476008100927
0.15332,-0.984131,-0.000488,0.953674,4.875183,0.305176,0.9960025530614869
0.156982,-0.985352,-0.001465,0.701904,5.027771,-0.038147,0.9977795640586151
0.159424,-0.985352,-0.002686,0.465393,4.722595,-0.282288,0.998169219258939
0.160889,-0.987793,-0.001221,0.137329,4.646301,-0.244141,1.0008105575037667
0.16333,-0.991455,0.000244,0.091553,4.440308,-0.25177,1.0048182748442624
0.164307,-0.994385,0.002441,-0.167847,4.112244,-0.175476,1.0078711608906168
0.16333,-0.992432,0.004395,-0.579834,3.517151,0.007629,1.005791866913329
0.163818,-0.987793,0.000977,-0.785828,2.960205,0.221252,1.0012853252205387
0.164551,-0.980957,0.000244,-0.717163,2.593994,0.061035,0.9946626196786525
0.167236,-0.980225,-0.001709,-0.114441,2.182007,0.038147,0.9943901905197979
0.170166,-0.982178,-0.000244,0.434875,1.419067,0.167847,0.9968099872974789
0.17041,-0.981445,0.003174,0.579834,0.511169,0.671387,0.9961344941326948
0.168945,-0.981689,0.005127,0.564575,-0.297546,0.900268,0.9961335211079889
0.167236,-0.986084,0.004639,0.213623,-0.427246,0.785828,1.0001755121342453
0.166016,-0.987549,0.003906,0.007629,0.167847,0.793457,1.00141379883293
0.167969,-0.984619,0.004395,0.030518,0.427246,0.793457,0.998853080361171
0.170654,-0.982666,0.001221,0.091553,0.442505,0.457764,0.9973749275538262
0.174072,-0.980713,-0.001221,0.312805,-0.015259,0.030518,0.996042439052674
0.172852,-0.980469,-0.003418,0.62561,-0.854492,-0.205994,0.9955947752921367
0.173096,-0.979492,0.000732,0.679016,-1.686096,-0.305176,0.994669462235571
0.171387,-0.97583,0.001953,0.663757,-2.578735,-0.267029,0.990768139817788
0.169434,-0.977295,-0.000488,0.495911,-3.425598,-0.610352,0.9918738002009126
0.167236,-0.980469,0.001465,0.267029,-4.211426,-0.862122,0.9946303262428711
0.164795,-0.984131,0.004639,0.190735,-4.676819,-0.984192,0.997844044681833
0.162598,-0.986084,0.005371,-0.038147,-4.631042,-0.915527,0.9994141345313262
0.160889,-0.986816,0.006104,-0.312805,-4.432678,-1.12915,0.9998641642708274
0.159912,-0.985596,0.006348,-0.328064,-4.234314,-1.51062,0.9985046920590809
0.155762,-0.983643,0.004883,-0.144958,-4.051208,-1.472473,0.9959112389073637
0.156738,-0.983887,0.007813,0.152588,-3.715515,-1.266479,0.9963239796281127
0.156006,-0.983398,0.011963,0.526428,-3.234863,-1.083374,0.9957673482340139
0.157227,-0.988281,0.014648,0.717163,-2.76947,-0.862122,1.0008167806316999
0.157959,-0.98877,0.01416,0.450134,-2.433777,-0.663757,1.0014078410822436
0.160156,-0.983643,0.016602,0.488281,-2.662658,-0.541687,0.9967342284626329
0.161621,-0.986816,0.016357,0.953674,-3.044128,-0.12207,1.0000973537341253
0.159424,-0.987793,0.015381,1.38092,-3.334045,0.450134,1.0006935583813859
0.166992,-0.991211,0.011719,1.808166,-3.555298,1.00708,1.0052476856705514
0.171875,-0.994873,0.005371,2.464294,-4.005432,1.564026,1.009624756726478
0.178467,-0.996338,-0.000732,2.540588,-5.180358,1.663208,1.0121958388360426
0.176514,-0.990234,0.006836,2.067566,-7.247924,1.373291,1.005866441356903
0.16333,-0.969482,0.022949,1.00708,-9.124756,0.236511,0.9834117620940884
0.146729,-0.947998,0.036621,-0.297546,-9.170532,-1.335144,0.95998474211104
0.133545,-0.931641,0.048584,-1.464844,-6.736755,-2.685547,0.9424169061312515
0.12793,-0.921875,0.050293,-2.784729,-2.76947,-4.386902,0.9320670503638673
0.129639,-0.915283,0.038574,-3.448486,1.502991,-6.225585,0.9252227806782537
0.147949,-0.911621,0.045166,-3.425598,5.470275,-8.216858,0.9246522166728418
0.131104,-0.907227,0.074463,-2.89154,9.300232,-10.2005,0.9196704989908071
0.108154,-0.891846,0.090332,-2.975464,11.779784,-11.352538,0.9029099875712971
0.101318,-0.876221,0.094727,-1.770019,15.502929,-12.413024,0.8871312092886824
0.099609,-0.886475,0.0896,2.441406,21.492002,-14.175414,0.8965422681089832
0.093994,-0.924805,0.092285,9.078979,27.793882,-15.701293,0.9341390053337886
0.084473,-0.974365,0.080322,14.640807,34.500122,-15.762328,0.9813126232949416
0.068115,-1.019775,0.057617,18.325806,43.441769,-15.502929,1.0236700750432242
0.041504,-1.050049,0.030273,20.51544,57.79266,-16.357422,1.0513048744041853
0.008545,-1.059814,0.002686,20.339964,80.307007,-17.402649,1.0598518510702335
-0.018311,-1.064941,-0.033203,19.561768,110.305779,-19.699097,1.065615815109273
-0.018311,-1.070313,-0.045898,18.562317,145.263672,-25.360106,1.0714531427430694
0.018555,-1.061768,-0.037109,16.464233,178.87114,-31.10504,1.062578303811065
0.078369,-1.051758,-0.013184,14.396667,206.138596,-34.263611,1.0547560896155093
0.137451,-1.060303,0.005371,11.558532,224.952682,-34.561157,1.0691885132431043
0.197266,-1.064941,0.032471,7.705688,236.595139,-30.792234,1.0835439880678588
0.256592,-1.042969,0.06958,0.495911,240.165695,-25.177,1.0763201967003129
0.319824,-0.987061,0.09668,-8.880615,232.749924,-20.301817,1.0420766915620943
0.373047,-0.921143,0.110352,-16.235352,214.553818,-15.914916,0.9999230243183722
0.405273,-0.875,0.11377,-17.501831,188.575729,-9.773254,0.9709865176350287
0.429688,-0.867676,0.143066,-14.633178,156.929016,-0.320435,0.9787549737682052
0.44043,-0.892334,0.198975,-13.389586,119.964592,12.298583,1.0148052045003513
0.438232,-0.908691,0.228516,-17.700195,80.345146,28.480528,1.0344013638626934
0.431396,-0.879883,0.217529,-22.392271,42.106625,41.801449,1.0038005122264084
0.413574,-0.835449,0.165039,-21.255491,8.872986,50.582882,0.9467081686549451
0.355469,-0.806641,0.148926,-12.489318,-15.098571,59.532162,0.8939837058459176
0.301758,-0.821289,0.159912,0.999451,-26.573179,65.460205,0.8894635236079106
0.263672,-0.875244,0.169189,13.47351,-24.383543,67.169189,0.9296235264024895
0.255859,-0.942139,0.147949,20.690916,-9.086609,64.476013,0.9874100616273869
0.265625,-0.996094,0.132568,22.460936,12.565612,60.18066,1.039391250725635
0.277832,-1.024414,0.126709,17.883301,34.851074,49.835201,1.0689573585045382
0.268066,-1.040283,0.096924,10.44464,59.43298,32.608032,1.0786298541302295
0.27417,-1.071289,0.033936,3.684997,87.455742,10.688781,1.1063367310710606
0.366211,-1.103027,-0.049072,3.784179,110.755913,-14.183043,1.1632657135985742
0.507813,-1.139404,-0.095459,14.73236,119.079582,-32.684326,1.2510906996960691
0.605225,-1.196777,-0.090088,22.224424,104.354851,-36.628723,1.3441310710261853
0.643066,-1.262207,-0.10791,21.423338,64.712524,-32.745361,1.4206846797600796
0.624512,-1.30957,-0.121826,16.876221,9.597778,-24.986265,1.4559637348917727
0.511963,-1.317627,-0.131348,10.093688,-51.277157,-11.398314,1.4196828242963286
