t,ax,ay,az,gx,gy,gz,acc_mag
1.0,0.505371,0.345703,-0.408447,-249.992355,15.411376,-249.992355,0.7360294584179359
1.01,0.130615,0.476563,-0.349854,-249.992355,-17.845154,-249.992355,0.605450569832088
1.02,0.731934,0.337646,-0.662109,-249.992355,-92.864983,-249.992355,1.043130159449433
1.03,0.880859,0.305908,-0.817871,-249.992355,-59.089657,-243.148788,1.2403246570902313
1.04,0.790771,0.063965,-0.759277,-249.992355,-10.002136,-221.031174,1.0981401815774705
1.05,0.923828,-0.152588,-0.655029,-234.542831,4.806519,-215.629562,1.1427179276483763
1.06,1.100342,-0.13916,-0.32251,-154.930115,51.216122,-209.716782,1.1550457664802722
1.07,0.731689,0.05249,-0.2854,-72.753906,146.728516,-195.945724,0.7871322333769594
1.08,0.052246,0.397461,-0.424316,-53.619381,214.195236,-165.779099,0.583737063148298
1.09,-0.163574,0.654785,-0.558838,-71.647644,160.057068,-110.656731,0.8762418387323216
1.1,0.34668,0.620605,-0.432861,-59.280392,55.984493,-72.113037,0.8322897534789191
1.11,0.790283,0.763672,-0.626221,-24.688719,11.100768,-42.625423,1.2648695128407517
1.12,0.787842,0.743408,-0.729004,3.280639,19.66095,-8.087158,1.3056788668903239
1.13,0.581055,0.470703,-0.626709,41.625973,16.395569,5.302429,0.9756794544905616
1.14,0.490234,0.227295,-0.369141,82.008354,-3.829956,-4.501343,0.6544138366981554
1.15,0.553467,0.164795,-0.246094,128.135681,-3.295898,-17.852783,0.6277303313923902
1.16,0.642822,0.381592,-0.311768,165.657028,12.435912,-24.54376,0.8099579396314354
1.17,0.770264,0.507568,-0.4021,185.111984,48.667904,-18.341064,1.006288385265377
1.18,0.722168,0.421875,-0.731445,189.216599,94.619743,-2.182007,1.111088171062045
1.19,0.701172,0.341064,-0.556396,192.687973,117.248528,-15.342711,0.9578848231890931
1.2,0.50415,0.447998,-0.386963,163.848862,56.304928,-32.371521,0.777566584848526
1.21,0.571045,0.555664,-0.518311,100.975029,-33.615112,-23.612974,0.9505267832323295
1.22,0.712158,0.602783,-0.481934,61.874386,-70.228577,-21.530149,1.0501317738307892
1.23,0.604004,0.623779,-0.435547,-3.204345,-48.759457,-14.770507,0.9714022143612809
1.24,0.54541,0.594238,-0.45752,-20.820616,-23.902891,6.217956,0.9273162454869428
1.25,0.563232,0.453613,-0.628418,13.679503,-40.443417,41.046139,0.9580731821301544
1.26,0.689453,0.318604,-0.684814,49.919125,-90.652458,66.917419,1.022655446678401
1.27,0.955322,0.4104,-0.774658,93.223564,-98.480217,72.006226,1.2965968149922318
1.28,0.759766,0.461426,-0.790771,151.260376,-3.40271,89.607231,1.189738249646955
1.29,0.592285,0.300293,-0.723633,192.85582,91.957085,96.527092,0.9821517834647554
1.3,0.64209,-0.200684,-0.488281,179.206833,78.392029,75.35553,0.8312472381409758
1.31,0.636963,-0.185303,-0.555908,131.027222,13.671874,22.811888,0.8655014555978516
1.32,0.645264,0.141113,-0.595215,97.587578,-58.700558,-7.835388,0.889134075766979
1.33,0.866943,0.202148,-0.646729,97.526543,-69.93866,3.494262,1.100323760805882
1.34,0.913574,0.179199,-0.654785,116.752617,-15.731811,43.655392,1.1381885306494701
1.35,0.728027,0.171387,-0.43457,93.475334,25.68054,64.369202,0.8650132377010192
1.36,0.597168,0.040283,-0.334473,50.910946,27.046202,59.516903,0.6856416907117012
1.37,0.844971,-0.045166,-0.682129,20.103453,23.506163,37.307739,1.0868835867000661
1.38,0.985107,0.106445,-1.115723,-25.169371,47.805782,10.101317,1.4921810051743052
1.39,0.889893,0.187256,-1.228516,-54.420467,84.213249,-0.778198,1.5284717606946487
1.4,0.782715,0.202393,-1.101074,-43.571468,74.523926,7.232666,1.3660049967514762
1.41,0.841553,0.137939,-0.877686,-19.393921,30.609129,6.370544,1.2237529710386814
1.42,0.83374,0.029541,-0.603516,6.286621,-1.945495,16.395569,1.029673064878848
1.43,0.722656,0.01709,-0.530273,40.313717,-8.628845,34.049988,0.8965005392998936
1.44,0.638428,0.16748,-0.634766,51.246639,-15.945434,33.378601,0.915733441750382
1.45,0.605469,0.239014,-0.754395,39.840698,-9.689331,16.342163,0.996409663834108
1.46,0.598389,0.138428,-0.770996,32.783508,9.605408,-2.159119,0.9857314738411267
1.47,0.601563,0.07373,-0.788574,15.480041,36.354065,-15.937804,0.994566794813199
1.48,0.604492,0.048096,-0.906982,-1.419067,62.477108,-18.4021,1.0910271085559697
