t,ax,ay,az,gx,gy,gz,acc_mag
0 days 00:00:09.530000,-0.119873,-0.87793,0.304443,81.466667,-103.637688,20.39337,0.9369184389678752
0 days 00:00:09.540000,-0.154053,-0.83667,0.338379,74.440002,-89.210503,18.730164,0.9155595902779895
0 days 00:00:09.550000,-0.193848,-0.804688,0.352539,63.522335,-81.916801,21.408079,0.8996574742472826
0 days 00:00:09.560000,-0.365234,-0.953613,0.336914,44.830318,-90.286247,28.793333,1.0753067803752565
0 days 00:00:09.570000,-0.427002,-0.927734,0.402588,-10.299682,-5.279541,21.64459,1.0977696390882743
0 days 00:00:09.580000,-0.210938,-0.999268,0.165771,46.852108,-2.204895,31.692503,1.03465520832256
0 days 00:00:09.590000,-0.19165,-0.9646,0.136963,47.897335,-4.508972,35.102844,0.9929459934301563
0 days 00:00:09.600000,-0.219238,-0.956543,0.057861,-21.049498,-4.005432,-4.364014,0.9830502056426214
0 days 00:00:09.610000,-0.216797,-0.947266,0.067383,-20.606993,-5.523681,-6.950378,0.9740915165701834
0 days 00:00:09.620000,-0.209229,-0.930176,0.074707,-22.3999,-6.500244,-9.857178,0.9563395324182725
0 days 00:00:09.630000,-0.213135,-0.921387,0.075684,-24.696348,-7.003784,-13.374328,0.9487405334705585
0 days 00:00:09.640000,-0.213135,-0.927734,0.076904,-25.863646,-7.644653,-17.181396,0.955003208474715
0 days 00:00:09.650000,-0.218018,-0.935791,0.077393,-25.886534,-9.414673,-19.927979,0.9639638584791445
0 days 00:00:09.660000,-0.228027,-0.943604,0.079834,-25.138853,-11.741637,-21.484373,0.9740422419489824
0 days 00:00:09.670000,-0.228027,-0.949951,0.098633,-22.3999,-13.160705,-22.789,0.9819020744549835
0 days 00:00:09.680000,-0.215576,-0.955566,0.104004,-19.592285,-12.725829,-24.406431,0.9850869119768062
0 days 00:00:09.690000,-0.208008,-0.968994,0.096191,-18.356323,-3.280639,-27.809141,0.9957255689099281
0 days 00:00:09.700000,-0.215088,-0.950684,0.065918,-22.384642,-1.205444,-1.937866,0.9769381241020334
0 days 00:00:09.710000,-0.213867,-0.970215,0.089111,-19.607544,2.380371,-31.532286,0.9974953685280951
0 days 00:00:09.720000,-0.204834,-0.970947,0.091553,-19.294739,8.811951,-39.093018,0.9965324862612358
0 days 00:00:09.730000,-0.196777,-0.974609,0.106934,-16.395569,10.871886,-41.603085,1.0000093854389567
0 days 00:00:09.740000,-0.198486,-0.975586,0.125488,-10.95581,11.924743,-43.914791,1.0034500354955398
0 days 00:00:09.750000,-0.220703,-0.977295,0.137451,-4.623413,11.177062,-45.982357,1.0112903186696687
0 days 00:00:09.760000,-0.242676,-0.979492,0.151855,1.190186,7.095336,-46.06628,1.0204685982748318
0 days 00:00:09.770000,-0.255615,-0.98999,0.154053,6.477355,0.953674,-44.006344,1.0339978506428338
0 days 00:00:09.780000,-0.254395,-0.992432,0.15332,12.7182,-5.493164,-41.992184,1.0359271755528956
0 days 00:00:09.790000,-0.253662,-0.984863,0.156982,18.821716,-11.505126,-39.779663,1.0290495067473675
0 days 00:00:09.800000,-0.257324,-0.976563,0.154297,22.727964,-15.914916,-36.972046,1.0216156313183544
