ax,ay,az,gx,gy,gz,acc_mag
0.047363,1.031982,0.04248,-4.219055,12.5885,-1.434326,1.033941319656488
0.045166,1.03418,0.044434,-5.004883,12.275695,-2.212524,1.03611901841053
0.043213,1.037109,0.04126,-5.401611,12.641906,-2.494812,1.038828584921497
0.043701,1.039795,0.038574,-5.66864,13.404845,-2.502441,1.0414275648848554
0.046143,1.039795,0.041748,-5.897521,14.213561,-2.441406,1.0416552759804945
0.050049,1.034668,0.043213,-6.217956,15.312194,-2.502441,1.0367787304888154
0.051758,1.040527,0.041504,-6.591796,16.304016,-2.693176,1.0426398756564992
0.051758,1.044922,0.04126,-6.774902,17.349243,-3.204345,1.0470163629323086
0.053711,1.047363,0.045166,-6.973266,18.287659,-3.700256,1.0497114331310295
0.057617,1.047119,0.042969,-6.629943,19.142151,-3.768921,1.0495828951593102
0.061035,1.040527,0.039795,-5.767822,19.508362,-4.135132,1.043074949837738
0.059814,1.032471,0.041992,-5.386352,19.737244,-4.570007,1.0350543021991647
0.059814,1.031738,0.044922,-5.432128,19.90509,-5.111694,1.0344462293053225
0.061768,1.029297,0.045166,-5.729675,19.584656,-5.622863,1.03213737825398
0.065186,1.030273,0.045654,-6.271362,19.226074,-5.767822,1.033342129616808
0.063477,1.037354,0.041992,-7.064819,18.997192,-5.531311,1.0401422878188349
0.056641,1.040039,0.043457,-7.469177,19.950867,-5.744934,1.0424863717339425
0.060059,1.042969,0.049561,-6.988525,20.469664,-6.813049,1.0458717469952996
0.077393,1.041748,0.048828,-5.973815,19.325256,-7.30133,1.0457594109244246
0.077881,1.040527,0.045654,-4.829407,16.937256,-7.316589,1.0444358168915886
0.069092,1.037598,0.050781,-3.433227,14.656066,-8.537292,1.041134969170184
0.061768,1.038818,0.055176,-2.311707,13.313293,-10.269164,1.0421144437747707
0.058838,1.040283,0.049316,-1.350403,12.733459,-11.352538,1.0431120257139213
0.068115,1.048828,0.041992,0.144958,12.092589,-11.405944,1.0518760168731864
0.075195,1.050781,0.045654,2.006531,10.673522,-10.902404,1.054456867634708
0.066162,1.054688,0.055664,3.097534,9.925842,-11.306762,1.0582261896607927
0.055176,1.063232,0.03125,4.127502,11.413573,-11.779784,1.0651212322078647
0.052734,1.07959,-0.02832,6.713867,16.708374,-9.19342,1.0812481053190337
0.029785,1.089111,-0.058105,9.681702,28.343199,-2.883911,1.0910665000681672
-0.000732,1.097412,-0.054688,9.597778,48.522945,4.859924,1.0987740490710547
0.032715,1.130371,-0.109619,9.773254,75.057983,13.946532,1.1361448824982665
0.107422,1.201904,-0.290771,16.357422,105.003349,29.937742,1.2412334533604064
0.087891,1.278564,-0.43335,30.738829,139.503479,56.594845,1.3528647206860707
