ax,ay,az,gx,gy,gz,acc_mag
0.163574,-0.941162,-0.048828,0.259399,-1.518249,-0.022888,0.956517923148333
0.165527,-0.936523,-0.045654,-0.030518,-0.480652,-0.099182,0.9521338167369122
0.169189,-0.938965,-0.043457,0.282288,0.427246,-0.167847,0.9550752325314483
0.169922,-0.939941,-0.047852,-0.007629,1.182556,-0.518799,0.9563746041531007
0.172363,-0.937256,-0.049561,-0.320435,1.724243,-0.991821,0.9542610261485062
0.171631,-0.934326,-0.048584,-0.213623,1.937866,-1.426697,0.9512006515415136
0.170654,-0.931152,-0.047119,-0.076294,2.197266,-1.747131,0.9478328096141218
0.171875,-0.933105,-0.043945,-0.022888,2.693176,-1.808166,0.9498195195272625
0.173828,-0.9375,-0.042969,0.144958,3.15094,-1.625061,0.9544468337969381
0.178467,-0.937988,-0.051025,-0.038147,3.494262,-1.289368,0.9561775509067341
0.178955,-0.93457,-0.052734,-0.267029,3.463745,-1.121521,0.9530093659985719
0.179688,-0.933594,-0.051025,-0.411987,3.341675,-1.00708,0.952097203443535
0.180664,-0.937256,-0.044434,-0.793457,3.540039,-0.915527,0.9555431286906938
0.180664,-0.936279,-0.043945,-1.12915,3.967285,-0.900268,0.9545622084296025
0.182861,-0.933838,-0.047119,-1.335144,4.379272,-1.152039,0.9527390806123153
0.181396,-0.932861,-0.047363,-1.533508,4.508972,-1.480102,0.9515132200374308
0.179932,-0.932861,-0.044434,-1.487732,4.676819,-1.76239,0.9510938703939795
0.18457,-0.94043,-0.043945,-1.312256,4.852295,-1.953125,0.9593778363215402
0.186035,-0.946045,-0.047363,-1.38855,4.730225,-1.998901,0.9653255497597689
0.182861,-0.943115,-0.047607,-1.533508,4.432678,-1.998901,0.9618578247303496
0.180664,-0.940186,-0.046143,-1.434326,4.524231,-1.861572,0.9584979770145579
0.182861,-0.938965,-0.044922,-1.51062,5.218505,-1.678467,0.9576593353745371
0.185791,-0.939209,-0.049561,-1.464844,5.699157,-1.518249,0.9586908438506128
0.186768,-0.939453,-0.048584,-1.525879,5.401611,-1.51062,0.9590696690486046
0.186523,-0.937256,-0.051514,-1.800537,4.928589,-1.396179,0.9570231612980952
0.185791,-0.939209,-0.050049,-1.625061,4.78363,-1.464844,0.9587161956298641
0.187988,-0.938965,-0.04834,-1.625061,4.631042,-1.617432,0.9588177694270169
0.188232,-0.938232,-0.04834,-1.63269,4.348755,-1.731872,0.9581478629355701
0.187012,-0.941162,-0.048828,-1.495361,3.791809,-1.800537,0.960803607389148
0.183105,-0.947021,-0.046631,-1.487732,3.356933,-1.579285,0.9656866291023192
0.185303,-0.949463,-0.048096,-1.434326,3.570556,-1.281738,0.968571326952228
0.186768,-0.94751,-0.046631,-1.304626,3.967285,-1.167297,0.9668670726035714
0.188477,-0.939453,-0.053955,-1.312256,4.066467,-1.113892,0.9596909193917592
0.188477,-0.937744,-0.055176,-1.152039,3.616333,-0.900268,0.9580875638692947
0.187988,-0.942139,-0.056885,-0.976562,3.14331,-0.610352,0.9623935196633443
0.186035,-0.943359,-0.056885,-0.968933,2.914428,-0.686645,0.9632087662241243
0.185303,-0.942139,-0.057617,-1.060486,2.861023,-0.839233,0.9619162207900436
0.188232,-0.947754,-0.056641,-1.029968,2.76947,-0.709534,0.9679241360876378
0.188477,-0.949463,-0.056396,-1.167297,2.540588,-0.640869,0.9696308971531383
0.187744,-0.948242,-0.05957,-1.342773,2.151489,-0.564575,0.9684829812650297
0.192139,-0.942139,-0.060547,-1.38855,1.808166,-0.312805,0.963436157641491
0.19751,-0.938232,-0.062256,-1.533508,0.87738,-0.282288,0.9608149121761173
0.19458,-0.932617,-0.058838,-1.609802,-0.50354,-0.610352,0.9545144081327427
0.184082,-0.925537,-0.05249,-1.708984,-1.289368,-1.014709,0.945124394560314
0.176025,-0.924316,-0.04834,-1.815796,-0.87738,-1.693725,0.9421685751928898
0.170898,-0.921631,-0.04126,-1.655578,0.183105,-2.372742,0.9382495479162246
0.163574,-0.918213,-0.036133,-1.548767,1.358032,-2.838135,0.9333687162820489
0.156738,-0.916504,-0.032471,-0.953674,2.693176,-3.196716,0.9303766702260972
0.157471,-0.91626,-0.034912,0.1297,4.447937,-3.173828,0.9303485106050312
0.168701,-0.920654,-0.039551,0.648498,6.04248,-2.845764,0.9368180702345573
0.175049,-0.921387,-0.043701,0.915527,6.317138,-2.227783,0.9388854741506015
0.174072,-0.924316,-0.044434,1.235962,5.851745,-1.091003,0.941613248311641
0.178955,-0.927979,-0.047852,1.472473,5.798339,0.053406,0.9462873402777827
0.185303,-0.927246,-0.055664,1.434326,5.966186,0.953674,0.9472174128577874
0.191406,-0.925781,-0.059814,1.487732,5.493164,1.289368,0.9472509864829912
0.196777,-0.927246,-0.05957,1.373291,4.516602,1.251221,0.949765716977087
0.198486,-0.929199,-0.0625,1.00708,3.39508,0.984192,0.9522151667543424
0.198486,-0.931152,-0.065186,0.457764,2.449036,0.686645,0.954300766999587
0.19751,-0.931641,-0.062012,0.106812,1.701355,0.106812,0.9543639982339024
0.195068,-0.929443,-0.059326,-0.12207,1.213074,-0.701904,0.9515436874621155
0.194336,-0.926514,-0.057129,-0.213623,0.953674,-1.541138,0.9483978045804407
0.189453,-0.921387,-0.053467,-0.328064,0.88501,-2.243042,0.9421810670285197
0.1875,-0.923584,-0.048828,-0.534058,0.946045,-2.601623,0.9436884171377754
0.189453,-0.927734,-0.046143,-0.411987,1.152039,-2.822876,0.948004214344008
0.186768,-0.932129,-0.043213,-0.396728,1.403808,-2.792358,0.9516376000526671
0.181885,-0.929443,-0.042725,-0.839233,1.670837,-2.479553,0.9480357952624996
0.178223,-0.926025,-0.043457,-1.014709,2.479553,-2.204895,0.9440202588943736
0.177246,-0.930664,-0.031982,-0.87738,4.241943,-1.968384,0.9479316819982335
0.191406,-0.938232,-0.027588,-0.022888,6.050109,-1.502991,0.9579544041362302
0.201416,-0.950684,-0.034912,0.915527,6.759643,-1.419067,0.9724131429881026
0.193848,-0.955078,-0.035156,0.816345,5.66101,-1.304626,0.975185611831922
0.192627,-0.948242,-0.041992,0.732422,5.226135,-0.602722,0.9685202010061535
0.198486,-0.948486,-0.050049,1.304626,5.53894,-0.488281,0.9703232898333422
0.20166,-0.941406,-0.047852,1.213074,5.096435,-0.709534,0.9639511535031222
0.205078,-0.934326,-0.048584,1.38855,4.341125,-0.846863,0.9578008485149718
0.199219,-0.934814,-0.045898,1.869202,4.058838,-1.075745,0.9569075456704268
0.196777,-0.932617,-0.051758,1.953125,4.03595,-1.220703,0.9545546327906015
0.197266,-0.931641,-0.059814,2.159119,3.822326,-1.617432,0.9541732244372612
0.19043,-0.936035,-0.058838,1.63269,3.051758,-1.953125,0.9570198620556419
0.184814,-0.93335,-0.044678,0.740051,2.441406,-1.88446,0.9525201104333704
0.181641,-0.928467,-0.04541,0.892639,2.937317,-0.869751,0.9471570572349657
0.19165,-0.921875,-0.050049,1.647949,3.501892,-0.282288,0.9429147047989017
0.203857,-0.914795,-0.052979,1.670837,2.868652,0.167847,0.9387301757773636
0.202148,-0.919922,-0.052002,1.823425,1.13678,1.213074,0.9433050980419856
0.202881,-0.929932,-0.048828,1.724243,-0.083923,2.159119,0.953057395107451
0.200684,-0.931396,-0.038574,0.740051,-0.595093,2.861023,0.9535515351295911
0.198975,-0.932861,-0.0354,0.915527,-0.419617,2.906799,0.9545018889169367
0.198975,-0.940918,-0.035156,2.006531,0.938415,2.166748,0.9623687846584593
0.20459,-0.949219,-0.040283,2.082825,2.128601,1.579285,0.9718520968491039
0.210938,-0.94458,-0.045898,2.044678,1.89209,1.00708,0.9689338690787932
0.21167,-0.944336,-0.046387,2.197266,0.732422,0.297546,0.9688789519671691
0.213623,-0.940186,-0.032471,2.037048,-0.450134,-0.015259,0.9646962561169189
0.22168,-0.944824,-0.025879,2.578735,-1.091003,-0.343323,0.9708265221021725
0.21167,-0.955322,-0.036865,2.754211,-1.464844,-0.63324,0.9791850391059905
0.206299,-0.950928,-0.044678,1.976013,-1.495361,-0.495911,0.9740736431446033
0.204346,-0.946533,-0.042236,1.220703,-0.923157,-0.366211,0.9692604848548195
0.204834,-0.945313,-0.047607,1.068115,-0.473022,-0.282288,0.9684214278783798
0.206055,-0.948242,-0.050781,1.373291,-0.282288,-0.244141,0.9716996776525142
0.210205,-0.944824,-0.046387,0.953674,-0.411987,0.022888,0.9690357510277936
0.205322,-0.945068,-0.045166,0.724792,-0.839233,-0.114441,0.9681686918424909
0.199951,-0.94458,-0.044922,0.686645,-1.144409,-0.480652,0.9665556191368398
0.19873,-0.944092,-0.039307,0.244141,-1.319885,-0.572205,0.9655818751473124
0.197266,-0.940918,-0.0354,0.091553,-1.091003,-0.556946,0.9620258403390213
0.19751,-0.942139,-0.031006,0.358582,-0.38147,-0.549316,0.9631186154659248
0.197998,-0.94165,-0.028809,0.37384,0.152588,-0.724792,0.9626722645765795
0.192139,-0.937988,-0.032227,0.717163,0.236511,-0.976562,0.9580070265890538
0.194336,-0.942627,-0.032959,1.045227,0.564575,-0.907898,0.9630152842535782
0.197998,-0.941895,-0.028809,1.152039,0.595093,-0.717163,0.9629119157586534
0.197754,-0.942871,-0.03418,1.518249,0.076294,-0.640869,0.9639920329323266
0.195801,-0.938721,-0.041016,1.403808,-0.297546,-0.389099,0.9598007395798359
0.194092,-0.933594,-0.039551,1.419067,-0.350952,-0.213623,0.9543761013882316
0.195557,-0.93335,-0.035156,1.449585,-0.106812,-0.022888,0.9542644848704158
0.196777,-0.931152,-0.03418,1.060486,0.053406,0.289917,0.9523305661549459
0.197754,-0.933105,-0.032471,1.25885,0.38147,0.099182,0.9543824974201905
0.201172,-0.935791,-0.028809,1.228333,0.87738,0.091553,0.9576037425501218
0.204102,-0.931641,-0.033203,0.686645,0.656128,0.411987,0.9543138993507325
0.205566,-0.934814,-0.036621,1.106262,0.114441,0.205994,0.9578495145861902
0.208008,-0.941162,-0.0354,1.037598,-0.312805,0.358582,0.9645239231392865
0.207764,-0.94458,-0.033936,0.717163,-0.801086,0.434875,0.9677545702253232
0.203369,-0.940674,-0.033447,0.404358,-1.426697,0.495911,0.9629876563310664
0.200684,-0.938721,-0.033936,0.320435,-1.808166,0.762939,0.9605325792460139
0.201172,-0.941406,-0.033691,0.640869,-1.449585,0.62561,0.9632499747734229
0.200684,-0.946289,-0.0354,0.343323,-1.12915,0.617981,0.9679824891892416
0.193848,-0.944092,-0.037842,-0.12207,-0.694275,0.648498,0.9645303357240766
0.187256,-0.943359,-0.040771,-0.396728,0.595093,0.457764,0.9626283222812426
0.178711,-0.94751,-0.054932,-1.228333,3.295898,0.221252,0.9657796571915355
0.160889,-0.951172,-0.057129,-2.410889,8.31604,-0.411987,0.9663732025185715
0.149658,-0.943848,-0.050049,-4.104614,16.906738,-1.480102,0.956949040685553
0.155273,-0.935547,-0.049805,-5.050659,27.893064,-2.433777,0.9496517423576919
0.16748,-0.943359,-0.043945,-5.386352,38.05542,-3.746032,0.9591177802053301
0.168213,-0.94873,-0.042969,-6.04248,46.867367,-5.867004,0.9644846091203322
0.185791,-0.941406,-0.042969,-7.278442,55.679317,-8.422852,0.96052583904755
0.244141,-0.95166,-0.045654,-7.148742,64.620972,-12.33673,0.983537427451035
0.260498,-0.976074,-0.066895,-7.591247,68.191528,-18.226624,1.0124498024618307
0.224609,-0.979004,-0.081543,-10.505675,70.274353,-23.841856,1.0077436656938112
0.222656,-0.976563,-0.081055,-13.076781,79.360962,-30.59387,1.0048984527453508
0.249268,-0.995361,-0.084961,-14.335631,92.323296,-38.703918,1.0296098424480995
0.291016,-1.013428,-0.084961,-16.204834,101.615898,-46.669003,1.0578019639615914
0.344482,-1.023193,-0.081299,-18.943787,107.170097,-55.580135,1.0826824515867983
0.380127,-1.033203,-0.081299,-21.629332,112.144463,-67.497253,1.1039087384104722
0.4021,-1.041992,-0.085205,-24.04022,118.148796,-80.955498,1.1201301844379519
0.441406,-1.041992,-0.080078,-27.503965,125.045769,-94.612114,1.1344598146183935
0.516113,-1.046631,-0.081299,-30.677794,129.814148,-107.269279,1.1697942581202048
0.58252,-1.057373,-0.09082,-33.26416,129.135132,-119.819633,1.2106260710595158
0.636963,-1.066895,-0.099121,-37.071228,122.940056,-132.400513,1.246519866281721
0.684326,-1.071777,-0.110107,-40.573116,113.281242,-144.073486,1.2763743821677085
0.717529,-1.074463,-0.101563,-43.495174,101.21154,-155.784607,1.2960068083073484
0.746338,-1.070313,-0.106201,-47.195431,89.74456,-166.534409,1.3091481889434826
0.77417,-1.051758,-0.115234,-51.399227,79.605103,-175.140366,1.3110350697902784
0.814453,-1.018066,-0.11084,-54.809566,68.946838,-182.723984,1.3084638226427967
0.845215,-0.986816,-0.121582,-56.495663,57.487484,-191.238388,1.3049813779533408
0.841553,-0.961182,-0.131104,-57.891842,47.225948,-198.043808,1.2842392875741655
0.849609,-0.929688,-0.126953,-61.347958,40.023804,-202.774033,1.2658089486308746
0.863525,-0.880371,-0.123047,-64.216614,35.15625,-207.283005,1.239301854866279
0.89624,-0.830811,-0.101807,-65.177917,29.777525,-212.211594,1.226318767927002
0.947754,-0.804932,-0.089355,-65.338135,22.720335,-216.911301,1.2466505064231113
0.992188,-0.789795,-0.102295,-66.215515,15.037536,-221.817001,1.272272547999838
1.02832,-0.754639,-0.106934,-67.550659,6.240844,-226.379379,1.2799831729663478
1.038086,-0.726318,-0.104736,-67.466736,-4.356384,-231.246933,1.2712710215434002
0.994629,-0.69873,-0.111572,-67.169189,-14.366149,-234.985336,1.2206386736970936
0.968262,-0.654053,-0.116699,-67.672729,-19.393921,-237.236008,1.1742807518025662
0.954834,-0.61084,-0.125977,-67.405701,-20.301817,-240.165695,1.14048396643048
0.944092,-0.552979,-0.121094,-66.841125,-20.423887,-242.37059,1.1007993621641503
0.934326,-0.49292,-0.110596,-67.588806,-21.545408,-242.469772,1.0621519081054271
0.931396,-0.435303,-0.097656,-68.367004,-26.092527,-241.729721,1.0327264424623783
0.935547,-0.390381,-0.0979,-68.595886,-34.133911,-241.523727,1.0184448558316743
0.910645,-0.355469,-0.093506,-68.374634,-43.380733,-241.683945,0.982026424299265
0.899902,-0.326416,-0.089111,-68.511963,-49.926754,-240.417465,0.9614113505576061
0.888916,-0.290283,-0.090576,-68.702698,-52.215572,-239.128098,0.9394891627480331
0.855713,-0.240967,-0.059326,-67.5354,-53.062435,-238.182053,0.8909710476407188
0.8479,-0.19751,-0.0271,-65.322876,-51.399227,-235.641464,0.8710218252719044
0.830811,-0.161133,-0.010742,-62.606808,-48.042294,-233.360275,0.8463605330909517
0.840088,-0.121826,0.001709,-59.906002,-46.302792,-230.384811,0.8488771069483497
0.821289,-0.091064,0.01709,-57.922359,-45.906063,-227.081284,0.8264988455630172
0.79126,-0.045654,0.026123,-56.129452,-48.240658,-222.877487,0.7930063596497824
0.807861,-0.013428,0.050293,-53.596493,-48.194881,-216.835007,0.8095363440599811
0.829834,0.002197,0.080811,-49.736019,-47.363277,-214.02739,0.8337623834678559
0.810547,0.039063,0.117432,-44.540401,-45.906063,-211.654648,0.8199406269980772
0.757813,0.097168,0.165771,-39.68811,-40.550228,-208.259567,0.7817942105400882
0.71167,0.154297,0.201172,-33.592224,-29.090879,-203.712448,0.7554812550242395
0.72583,0.194336,0.243896,-25.321959,-18.112183,-198.822006,0.7899879294090512
0.772461,0.220459,0.296387,-15.846251,-12.733459,-194.168076,0.8562379464675692
0.763428,0.240967,0.343506,-5.973815,-12.382506,-189.559921,0.8711393564229549
0.712402,0.268311,0.381836,5.714416,-10.208129,-184.486374,0.8516490669407206
0.665283,0.298096,0.442871,19.897461,-2.029419,-179.183945,0.8529932109612597
0.665527,0.325928,0.515625,36.857605,9.567261,-173.858627,0.9027870122780899
0.685303,0.344238,0.572021,57.220455,20.706175,-169.700607,0.9567382227621095
0.705078,0.353027,0.624268,80.581657,29.342649,-166.648849,1.0057204306550602
0.738281,0.345947,0.674072,104.606621,36.521912,-163.253769,1.057880533403465
0.721191,0.33667,0.651611,128.128052,41.297909,-160.202026,1.0286204560973888
0.675537,0.334717,0.588379,152.893066,47.866817,-156.997681,0.9563344373695847
0.700195,0.323486,0.619385,178.245529,56.77795,-152.755737,0.9892188880354035
0.764893,0.362061,0.711914,203.68956,62.782284,-146.339417,1.1058801981073718
0.794678,0.425293,0.825928,234.573349,68.229675,-140.853882,1.2225155707462378
0.780762,0.447266,0.90918,249.992355,78.178406,-139.48822,1.2791577102922063
0.653076,0.4021,0.851318,249.992355,92.39959,-138.99231,1.145833761459314
0.456787,0.31958,0.682617,249.633774,106.903069,-133.903503,0.8813351850788665
0.351318,0.205322,0.427734,249.992355,115.142815,-119.598381,0.590370930486927
0.289551,0.057129,0.128418,249.992355,105.293266,-98.464958,0.32186128528606855
0.321777,-0.08374,-0.157227,249.992355,76.011658,-73.234558,0.3677949902568005
0.98999,-0.213135,0.982422,249.992355,33.576965,-47.760006,1.410907408162917
0.772949,-2.420654,-0.9021,232.17009,-43.685909,-35.568237,2.696442165950718
1.227539,-6.44043,-7.554443,92.758171,-169.845566,85.937492,10.002779594776143
-0.008301,-3.139893,-3.591309,-7.347106,-89.645378,-1.342773,4.770377059681027
1.211914,0.869629,-0.967285,-168.472275,-26.06201,-50.926205,1.7778161919225508
1.444824,1.668457,-0.672852,-200.736984,-60.081478,-66.688538,2.3073783750674703
1.313477,1.117432,-0.290771,-131.401062,-110.03112,-20.858763,1.7488350061094957
0.755859,1.07373,0.104492,-99.876396,-104.377739,-4.692078,1.3172461876372996
0.324707,1.096191,0.185547,-42.381283,-72.341919,-19.218445,1.1582301297838007
0.079346,1.006348,0.031982,3.105163,-23.567198,-18.196106,1.009977689428831
-0.048584,0.748535,-0.16626,30.937193,32.905579,-11.32965,0.7683146743886908
0.059814,0.448242,-0.44043,45.661922,67.695618,3.807068,0.631250497077032
0.316895,0.304199,-0.754395,36.102295,70.43457,19.706726,0.8729669459097521
0.615479,0.263916,-0.918213,9.971619,45.06683,22.78137,1.1364775263356508
0.894531,0.245605,-0.947754,-21.965025,-2.090454,19.058228,1.3261769001539727
0.978027,0.272705,-0.844971,-52.558895,-57.739254,13.023376,1.3209393705219783
0.916748,0.263672,-0.758301,-78.88031,-102.798454,12.268065,1.2185935440863782
0.829102,0.217773,-0.752686,-103.027336,-119.834892,17.219543,1.1407766742570606
0.820557,0.203125,-0.804199,-124.710075,-108.489983,17.799377,1.166751724864806
0.836914,0.232422,-0.833008,-142.082214,-84.32769,14.083861,1.2034730398077058
0.86377,0.276367,-0.810791,-155.784607,-61.546322,8.682251,1.2164947091007012
0.849121,0.310303,-0.76123,-165.977463,-46.859737,3.845215,1.181848356325802
0.80957,0.3479,-0.705322,-173.57634,-41.564938,2.563476,1.128679369255946
0.768311,0.360352,-0.640869,-179.992661,-43.319698,3.494262,1.0634229787746736
0.712891,0.367432,-0.553711,-185.951218,-52.040096,4.173279,0.974584898316201
0.657471,0.391602,-0.457031,-191.474899,-64.758301,5.91278,0.8913459357656824
0.614746,0.432373,-0.354248,-195.899948,-77.194214,8.94928,0.8308734567604142
0.585693,0.493408,-0.257568,-198.226913,-88.073723,11.497497,0.8079783532601601
0.591309,0.570801,-0.171143,-198.196396,-94.253532,13.938903,0.8394939198892389
0.621826,0.639404,-0.0979,-196.487411,-95.375053,16.471863,0.8972677746871331
0.654541,0.681885,-0.042969,-192.329391,-92.90313,18.310547,0.9461698625865231
0.678711,0.697754,0.005371,-185.53923,-87.379448,18.264771,0.9734156941810626
0.696289,0.710693,0.059814,-176.521286,-80.741875,15.480041,0.996734983015044
0.69751,0.732178,0.134766,-166.114792,-74.356079,11.07788,1.0201797383500615
0.657959,0.783203,0.22583,-154.678345,-67.581177,5.401611,1.047528602850538
0.618896,0.865967,0.322021,-141.799927,-58.280941,-0.862122,1.1120380516628017
0.626465,0.935547,0.383301,-128.562927,-45.791622,-7.461547,1.1893806127707818
0.644287,0.970703,0.434326,-114.379875,-33.500671,-14.793395,1.2433861535556843
0.625244,0.985352,0.471436,-99.95269,-23.910521,-22.590635,1.258610553561347
0.608643,0.995117,0.496338,-84.968559,-14.60266,-29.563902,1.2676969493463333
0.603027,0.992432,0.523682,-67.909241,-4.425049,-37.025452,1.2738939023627516
0.598389,0.991455,0.554443,-49.568172,6.271362,-45.127865,1.2839234605672567
0.596191,1.006836,0.587158,-29.777525,16.906738,-52.177425,1.3091665120759086
0.589111,1.011719,0.624756,-9.475708,28.732298,-58.784481,1.3270068442996066
