ax,ay,az,gx,gy,gz,acc_mag
-0.283691,-0.939453,0.176025,-1.220703,1.182556,0.015259,0.9970142041691281
-0.283203,-0.942871,0.177734,-1.060486,1.312256,-0.144958,1.0003994385274313
-0.283447,-0.942871,0.181396,-1.022339,1.51062,-0.358582,1.00112558316427
-0.281982,-0.941895,0.182129,-1.098633,1.571655,-0.488281,0.9999255032201149
-0.280029,-0.939697,0.177734,-1.12915,1.617432,-0.50354,0.996511950458197
-0.278076,-0.940674,0.183594,-0.823975,1.327515,-0.686645,0.9979481914849088
-0.276611,-0.941406,0.186768,-0.701904,0.854492,-0.778198,0.9988198976697451
-0.279785,-0.941406,0.18335,-0.862122,0.457764,-0.923157,0.9990706309170538
-0.282959,-0.939453,0.17749,-0.946045,0.030518,-1.274109,0.9970659130619199
-0.28418,-0.936279,0.170898,-0.518799,-0.25177,-1.434326,0.9932687273064625
-0.286133,-0.937744,0.166748,0.350952,-0.160217,-1.472473,0.9945053035197953
-0.284912,-0.937988,0.170654,1.037598,0.015259,-1.197815,0.9950472971693356
-0.282471,-0.938477,0.171387,1.296997,-0.091553,-0.900268,0.9949384147468626
-0.282227,-0.936768,0.176025,1.205444,-0.389099,-0.671387,0.9940679886094311
-0.285156,-0.9375,0.165527,0.602722,-1.00708,-0.511169,0.9937904115380667
-0.281982,-0.936279,0.164795,0.335693,-2.098083,-0.289917,0.9916096037201334
-0.282227,-0.935547,0.165283,0.50354,-2.838135,-0.213623,0.991069492430778
-0.283447,-0.939453,0.158691,0.671387,-3.440857,-0.076294,0.9940306708039748
-0.285156,-0.937744,0.162598,0.770569,-3.807068,0.236511,0.9935370468563314
-0.295166,-0.938965,0.164795,0.709534,-3.723144,0.366211,0.9979657463089603
-0.293701,-0.947998,0.167969,0.427246,-3.410339,-0.137329,1.0065654824034052
-0.292725,-0.948486,0.169434,0.045776,-2.723694,-0.595093,1.0069863445831826
-0.29541,-0.946533,0.173828,-0.404358,-2.174377,-0.610352,1.0066816586056389
-0.298584,-0.943604,0.169678,-1.121521,-1.647949,-0.640869,1.0041571279217212
-0.296387,-0.937012,0.167236,-1.480102,-0.808716,-0.640869,0.9968974980453106
-0.296387,-0.933838,0.174072,-1.434326,0.175476,-0.480652,0.9950877977329436
-0.293701,-0.933594,0.175781,-1.556396,0.930786,-0.297546,0.9943626069990765
-0.293213,-0.934326,0.17749,-1.197815,1.266479,-0.030518,0.9952093436785047
-0.295166,-0.934326,0.178955,-0.87738,1.533508,-0.061035,0.9960486603861279
-0.297607,-0.935547,0.175049,-0.656128,2.006531,-0.190735,0.9972262872883968
-0.291016,-0.939941,0.179932,0.305176,2.532959,-0.488281,1.0002774216991004
-0.285645,-0.939209,0.186035,0.579834,2.861023,-0.572205,0.9991574615299632
-0.286377,-0.937256,0.182861,0.488281,2.822876,-0.350952,0.9969447030733449
-0.286621,-0.933838,0.186523,0.099182,2.655029,-0.282288,0.9944826983985191
-0.285156,-0.938477,0.186523,0.244141,2.357483,-0.190735,0.9984206795704905
-0.283203,-0.945313,0.187012,0.228882,1.991272,-0.1297,1.0043874229210559
-0.282959,-0.949951,0.18335,-0.160217,1.464844,-0.015259,1.008012857349548
-0.28125,-0.947266,0.181885,-0.160217,0.984192,0.022888,1.0047370752993043
-0.278564,-0.94458,0.18042,0.1297,0.579834,0.030518,1.0011896198503059
-0.279053,-0.944824,0.180908,0.511169,0.289917,0.297546,1.001643984781519
-0.279541,-0.945313,0.179443,0.930786,0.015259,0.556946,1.001977858487402
-0.280762,-0.942871,0.182861,1.075745,0.053406,0.495911,1.0006353824475727
-0.281494,-0.94165,0.179443,1.266479,0.427246,0.152588,0.9990712611145413
-0.280273,-0.943848,0.179688,1.441955,0.976562,-0.038147,1.0008445328706153
-0.2771,-0.94873,0.176514,1.335144,1.419067,-0.190735,1.004007079206118
-0.275879,-0.950684,0.178467,1.487732,1.602173,-0.358582,1.0058626946984366
-0.272705,-0.948975,0.177246,1.487732,1.525879,-0.305176,1.0031638511060892
-0.272705,-0.943848,0.174072,1.266479,1.243591,-0.267029,0.9977565461138304
-0.273438,-0.942627,0.174072,1.060486,0.793457,-0.396728,0.9968024188157852
-0.271484,-0.94458,0.169678,1.235962,0.12207,-0.564575,0.9973592945072502
-0.271729,-0.943359,0.173096,1.335144,-0.785828,-0.686645,0.9968576014346281
-0.273193,-0.943359,0.170166,1.197815,-1.739502,-0.816345,0.996753272222369
-0.275635,-0.947754,0.168945,1.197815,-2.655029,-0.968933,1.0013764081333252
-0.276123,-0.948975,0.170654,0.991821,-3.379822,-1.274109,1.0029557564867952
-0.278564,-0.946289,0.170898,0.701904,-4.135132,-1.068115,1.0011328083830837
-0.282959,-0.943359,0.164307,0.320435,-4.814148,-0.701904,0.9984932592716887
-0.286377,-0.942139,0.168945,0.190735,-5.310058,-0.610352,0.9990896328533291
-0.291748,-0.943115,0.170166,-0.12207,-5.455017,-0.671387,1.0017680701065492
-0.295166,-0.941162,0.169189,-0.328064,-5.332946,-0.793457,1.0007666039197152
-0.297607,-0.939941,0.168701,-0.488281,-4.653931,-1.075745,1.0002594849992676
-0.301758,-0.941895,0.168701,-0.076294,-3.723144,-1.289368,1.00333648841752
