t,ax,ay,az,gx,gy,gz,acc_mag
1.0,0.307861,0.418213,0.854736,-0.396728,-0.923157,-0.75531,1.0001270611207358
1.01,0.312988,0.413818,0.852295,-0.389099,-1.335144,-0.946045,0.9978043857856108
1.02,0.319336,0.412842,0.858643,-0.137329,-1.358032,-0.976562,1.0048292388804179
1.03,0.323242,0.412109,0.85791,-0.267029,-1.228333,-0.793457,1.0051511262218233
1.04,0.320801,0.413086,0.85791,-0.389099,-0.892639,-0.587463,1.0047700697657151
1.05,0.317383,0.41333,0.856445,-0.358582,-0.709534,-0.320435,1.0025326406726116
1.06,0.315918,0.411621,0.858643,-0.320435,-0.808716,-0.282288,1.0032466455533255
1.07,0.32373,0.41333,0.860107,-0.587463,-1.251221,-0.358582,1.0076839054232236
1.08,0.328369,0.412354,0.861084,-0.793457,-1.304626,-0.37384,1.0096175892549615
1.09,0.331787,0.408691,0.860352,-0.724792,-1.564026,-0.38147,1.0086210937482916
1.1,0.340576,0.410889,0.86084,-0.717163,-1.647949,-0.297546,1.0128510688630388
1.11,0.340332,0.410889,0.856934,-0.762939,-1.213074,-0.1297,1.0094510988160843
1.12,0.334473,0.412842,0.851318,-0.602722,-1.045227,-0.030518,1.0035203245659752
1.13,0.330811,0.414307,0.850098,-0.411987,-1.319885,-0.175476,1.0018746516276376
1.14,0.330322,0.409912,0.851563,-0.076294,-1.495361,-0.358582,1.001149346699582
1.15,0.333496,0.405518,0.859375,0.236511,-1.518249,-0.610352,1.0070699186079386
1.16,0.332275,0.404541,0.860107,0.335693,-1.457214,-0.762939,1.0068982807389235
1.17,0.329346,0.408203,0.856445,0.061035,-1.976013,-0.740051,1.0042890594594764
1.18,0.338135,0.410156,0.848633,-0.312805,-2.670288,-0.679016,1.0013696576439692
1.19,0.344727,0.402832,0.847168,-0.320435,-2.754211,-0.358582,0.9994017935630294
1.2,0.345459,0.401123,0.843506,-0.152588,-2.449036,0.076294,0.9958634212812518
1.21,0.344727,0.402344,0.841309,-0.152588,-2.166748,0.419617,0.9942425420117568
1.22,0.337402,0.407227,0.842529,0.015259,-1.754761,0.518799,0.994750750175138
1.23,0.331543,0.407715,0.844482,0.228882,-1.190186,0.511169,0.9946366826122994
1.24,0.327148,0.40918,0.852783,0.320435,-0.923157,0.328064,1.0008461077473398
1.25,0.326904,0.409668,0.857422,0.061035,-1.205444,0.221252,1.004921181747106
1.26,0.323975,0.408936,0.857422,-0.244141,-1.411438,0.213623,1.0036737212884475
1.27,0.321533,0.408936,0.853516,-0.144958,-1.457214,0.305176,0.999550741303812
1.28,0.321289,0.409424,0.85376,-0.083923,-1.541138,0.106812,0.9998803782938237
1.29,0.318359,0.412109,0.850098,-0.144958,-1.747131,-0.213623,0.9969217072398414
