t,ax,ay,az,gx,gy,gz,acc_mag
0 days 00:00:58.870000,-0.831543,-0.250244,0.484619,188.362106,-61.096188,249.992355,0.9944553260684966
0 days 00:00:58.880000,-0.869385,-0.440918,0.343994,165.901169,-61.973568,249.992355,1.0337169984986219
0 days 00:00:58.890000,-0.862061,-0.401123,0.361084,172.828659,-60.249325,249.992355,1.0170695570638224
0 days 00:00:58.900000,-0.85083,-0.331299,0.400146,179.298386,-61.035152,249.992355,0.9968889294284493
0 days 00:00:58.910000,-0.994629,-0.566895,0.41748,158.203125,-53.413387,249.992355,1.2185837431485782
0 days 00:00:58.920000,-0.895508,-0.482178,0.371094,156.768799,-63.926693,249.992355,1.0826545887696593
0 days 00:00:58.930000,-1.021484,-0.560547,0.390137,167.114243,-52.268978,249.992355,1.2287592849024582
0 days 00:00:58.940000,-1.428223,-0.88501,0.380615,249.992355,73.219299,249.992355,1.7227685323496014
0 days 00:00:58.950000,-1.32666,-0.78125,0.311035,189.231857,-10.513305,249.992355,1.570707194013257
0 days 00:00:58.960000,-1.425293,-0.77832,0.384521,217.758163,15.701293,249.992355,1.668861455510912
0 days 00:00:58.970000,-1.449463,-0.817627,0.385498,244.89592,46.07391,249.992355,1.7082346464997131
0 days 00:00:58.980000,-1.374512,-0.939209,0.366699,249.992355,90.072624,249.732956,1.7046597726308907
0 days 00:00:58.990000,-1.296143,-1.046631,0.29834,249.992355,101.387016,249.992355,1.6924626678925594
0 days 00:00:59,-1.239014,-1.122559,0.272949,249.992355,108.27636,249.992355,1.6940470941735948
0 days 00:00:59.010000,-1.195801,-1.194092,0.347412,249.992355,104.080193,236.900314,1.7252509480678455
0 days 00:00:59.020000,-1.113037,-1.240234,0.341064,249.992355,83.267204,215.469345,1.7009868871396394
0 days 00:00:59.030000,-1.021484,-1.270996,0.27002,249.992355,47.355648,194.892868,1.6528070651688296
0 days 00:00:59.040000,-0.791748,-0.227051,0.509521,193.916306,-59.478756,249.992355,0.9685188183747386
0 days 00:00:59.050000,-1.177246,-0.712891,0.28418,180.7556,-31.883238,249.992355,1.4053042356717638
0 days 00:00:59.060000,-0.71167,-0.216064,0.411865,191.993698,-55.809017,249.992355,0.8501709352953676
0 days 00:00:59.070000,-0.290283,0.500732,-0.000977,155.509949,-21.163939,176.09404,0.5787898672592671
0 days 00:00:59.080000,-0.65332,-0.135742,0.318604,194.602951,-33.294678,249.389633,0.739433176007136
0 days 00:00:59.090000,-0.371826,0.748047,-0.513428,-4.188538,74.775696,89.263908,0.9805290407065974
0 days 00:00:59.100000,-0.449219,0.731934,-0.502197,22.834776,57.975765,93.078606,0.9948501983344025
0 days 00:00:59.110000,-0.448242,0.714844,-0.538086,44.235226,47.71423,97.114555,1.0007294231189567
0 days 00:00:59.120000,-0.397461,0.69751,-0.534912,59.379574,37.078857,103.98101,0.9646897399501044
0 days 00:00:59.130000,-0.331299,0.687744,-0.467529,70.388794,17.623901,110.443108,0.8951727223156434
0 days 00:00:59.140000,-0.280273,0.667725,-0.392822,80.245972,-3.501892,116.485588,0.8238438892399457
0 days 00:00:59.150000,-0.277588,0.635986,-0.333496,90.026848,-16.998291,124.671928,0.7699044563814396
0 days 00:00:59.160000,-0.335938,0.619873,-0.265869,101.34124,-22.789,134.346008,0.7535139024158745
0 days 00:00:59.170000,-0.399902,0.618652,-0.198975,116.615288,-24.452208,143.501282,0.76304846329247
0 days 00:00:59.180000,-0.460205,0.617188,-0.120117,133.262634,-28.564451,151.687622,0.7791904536491704
0 days 00:00:59.190000,-0.657471,-0.193848,0.322754,189.659103,-46.386715,249.992355,0.7576379791569322
0 days 00:00:59.200000,-0.427734,0.594971,-0.067627,143.913269,-32.333374,158.058167,0.735880613092912
0 days 00:00:59.210000,-0.930176,-1.337158,0.221924,249.93132,8.69751,176.46788,1.6439188452341558
0 days 00:00:59.220000,-0.306641,0.440674,0.057861,160.049438,-6.16455,188.293442,0.5399723812177805
0 days 00:00:59.230000,-0.356201,0.412598,0.134766,167.251572,10.643004,196.159348,0.5614963372641001
0 days 00:00:59.240000,-0.425049,0.383545,0.200684,175.170883,20.721434,204.978928,0.6066691744946334
0 days 00:00:59.250000,-0.470703,0.341797,0.275635,182.914719,18.707275,214.042648,0.6437089067606568
0 days 00:00:59.260000,-0.453369,0.294434,0.320068,190.513596,11.978148,218.650803,0.6282343154755239
0 days 00:00:59.270000,-0.44751,0.240479,0.329102,194.24437,6.713867,220.848068,0.6053127092214403
0 days 00:00:59.280000,-0.463867,0.175781,0.341064,197.860703,3.044128,226.104721,0.601993526332302
0 days 00:00:59.290000,-0.513184,0.084229,0.296143,201.263412,-5.134582,234.672531,0.5984588697195489
0 days 00:00:59.300000,-0.60376,-0.024658,0.292969,200.569138,-19.020081,243.537888,0.671539268788505
0 days 00:00:59.310000,-0.33252,0.556885,-0.022949,150.20752,-29.914854,165.374741,0.6490124114575929
0 days 00:00:59.320000,-0.884277,-1.432617,0.205078,249.68718,-21.965025,160.018921,1.6959935930014594
0 days 00:00:59.330000,-1.056641,-0.611572,0.325684,176.788315,-45.669552,249.992355,1.2635586974577002
0 days 00:00:59.340000,-0.915039,-1.443359,0.293213,248.809799,-50.834652,137.390137,1.7339421667895962
0 days 00:00:59.350000,-0.111816,-1.113525,-0.077393,-29.411314,114.883415,9.674072,1.1217978516337068
0 days 00:00:59.360000,-0.140137,-1.099854,-0.080322,-37.643433,107.017509,8.44574,1.111651394893651
0 days 00:00:59.370000,-0.176758,-1.030762,-0.130615,-44.319149,103.759758,13.320922,1.053932620917011
0 days 00:00:59.380000,-0.179688,-0.950928,-0.189941,-48.454281,101.135246,16.517639,0.9862197635461378
0 days 00:00:59.390000,-0.151611,-0.891602,-0.211914,-48.515316,94.108574,17.51709,0.9288958849736606
0 days 00:00:59.400000,-0.11499,-0.875732,-0.205078,-47.363277,82.824699,17.715454,0.9067448494521487
0 days 00:00:59.410000,-0.076416,-0.9021,-0.185791,-49.369808,67.634583,15.73944,0.9241980906369586
0 days 00:00:59.420000,-0.02417,-0.951904,-0.144287,-53.726192,49.011227,11.169433,0.9630805534767068
0 days 00:00:59.430000,-0.119629,-0.994385,-0.057617,-48.881527,20.492552,6.156921,1.003211016962533
0 days 00:00:59.440000,-0.175293,-1.001709,-0.048828,-45.158382,14.038085,2.02179,1.0181025145406526
0 days 00:00:59.450000,-0.179199,-1.084229,-0.107422,-20.652769,122.940056,18.684387,1.1041758429371655
0 days 00:00:59.460000,-0.171387,-0.982178,-0.063721,-37.757874,3.921509,5.477905,0.9990532985251588
0 days 00:00:59.470000,-0.171875,-0.913818,-0.10791,-20.774839,-20.713804,10.742187,0.9360816849233832
0 days 00:00:59.480000,-0.203857,-0.924316,-0.104248,-18.287659,-26.80969,9.605408,0.9522527972177346
0 days 00:00:59.490000,-0.222168,-0.956055,-0.09668,-17.227173,-29.045103,8.81958,0.9862792736588354
0 days 00:00:59.500000,-0.226563,-0.982422,-0.073486,-15.518188,-30.281065,9.010315,1.0108827683015473
0 days 00:00:59.510000,-0.224365,-0.994141,-0.019287,-12.237548,-34.126282,7.919311,1.0193272141344016
0 days 00:00:59.520000,-0.209961,-0.985596,0.0,-7.217407,-39.176941,6.958007,1.007711812343688
0 days 00:00:59.530000,-0.218994,-0.981201,-0.016846,-4.692078,-42.076107,6.91986,1.0054837453449956
0 days 00:00:59.540000,-0.247803,-0.99292,-0.028564,-6.401062,-41.862484,5.775451,1.0237735859578523
0 days 00:00:59.550000,-0.274902,-0.993652,-0.03125,-8.361816,-40.496822,5.584716,1.0314513896485864
0 days 00:00:59.560000,-0.877441,-1.46875,0.256592,249.992355,-40.817257,145.385742,1.7300198627313503
0 days 00:00:59.570000,-0.164307,-0.939209,-0.08374,-27.519224,-9.887695,9.727478,0.9571430005647014
0 days 00:00:59.580000,-0.337891,-1.047607,-0.16748,-13.687133,123.245232,24.16992,1.113418297285436
0 days 00:00:59.590000,-0.026367,-0.983887,-0.094482,-53.337093,31.661985,9.292603,0.9887647322705234
0 days 00:00:59.600000,-0.370117,-0.978271,-0.264893,-8.460999,104.026787,15.281676,1.0789666559162059
0 days 00:00:59.610000,-0.871826,-1.489746,0.241943,222.785934,-59.036251,133.201599,1.742974507570607
0 days 00:00:59.620000,-0.406494,-1.007813,-0.222168,-9.689331,114.997856,20.39337,1.1091812454369214
0 days 00:00:59.630000,-0.623047,-1.45166,0.131592,140.808105,-79.76532,100.860588,1.5851879302697836
0 days 00:00:59.640000,-0.603271,-1.326172,0.083008,103.530876,-86.555473,85.441582,1.4593006547963308
0 days 00:00:59.650000,-0.681641,-1.196777,0.040283,73.501587,-82.344048,72.792053,1.377872403635039
0 days 00:00:59.660000,-0.774902,-1.089111,-0.013184,49.301144,-65.467834,62.156673,1.3367160123904405
0 days 00:00:59.670000,-0.741943,-1.02832,-0.066895,29.21295,-39.024353,53.810116,1.2698017084072615
0 days 00:00:59.680000,-0.662109,-0.970703,-0.076416,17.127991,-10.185241,47.721859,1.177493969048674
0 days 00:00:59.690000,-0.610107,-0.910156,-0.072021,13.366698,13.389586,41.709896,1.0980899417743522
0 days 00:00:59.700000,-0.553223,-0.884521,-0.107422,11.741637,28.70178,35.591125,1.0487957729005204
0 days 00:00:59.710000,-0.504395,-0.892822,-0.136475,9.544373,38.848877,30.548094,1.0344906308584916
0 days 00:00:59.720000,-0.727295,-1.516113,0.179199,183.593735,-68.199158,118.667595,1.691055566028213
0 days 00:00:59.730000,-0.177734,-0.935059,-0.278809,-5.0354,97.427361,23.651121,0.9917959299765249
0 days 00:00:59.740000,-0.480957,-0.914063,-0.1521,1.983642,57.571407,28.388975,1.0440139911983937
0 days 00:00:59.750000,-0.470703,-0.918457,-0.1875,-1.88446,68.115234,28.923033,1.0489427177200858
0 days 00:00:59.760000,-0.487061,-0.919189,-0.233154,-6.767272,83.419792,32.775879,1.0660664253028516
0 days 00:00:59.770000,-0.491455,-0.904053,-0.263672,-11.32965,101.295464,39.085388,1.06224421270158
0 days 00:00:59.780000,-0.455566,-0.87915,-0.288086,-12.199401,115.150444,41.90826,1.0312316162007447
0 days 00:00:59.790000,-0.376221,-0.875,-0.293213,-10.498046,122.528069,42.694088,0.9965646512946363
0 days 00:00:59.800000,-0.268311,-0.899902,-0.282471,-9.536743,118.003838,39.039612,0.9806142300446186
0 days 00:00:59.810000,-0.157959,-0.915771,-0.262451,-6.538391,107.414238,32.76062,0.9656438771736712
0 days 00:00:59.820000,-0.294922,-0.95874,-0.292969,-7.080078,96.229546,16.075134,1.0449843102386753
0 days 00:00:59.830000,-0.48877,-0.907227,-0.145996,5.821228,48.202511,28.549192,1.0408034273795412
0 days 00:00:59.840000,-0.424561,1.070313,-0.378662,71.556091,-55.320736,-11.680602,1.2121084402535938
0 days 00:00:59.850000,-0.456787,1.046875,-0.393799,56.465145,-45.745846,-5.844116,1.2081718757672684
0 days 00:00:59.860000,-0.490723,1.034424,-0.40625,42.282101,-39.421082,-0.923157,1.2148584843532189
0 days 00:00:59.870000,-0.531494,1.034668,-0.419434,29.281614,-32.951355,4.547119,1.236506620530598
0 days 00:00:59.880000,-0.509033,0.588379,0.165039,181.991562,-177.009567,-37.597656,0.7953252883261037
0 days 00:00:59.890000,-0.543213,1.024902,-0.481201,6.759643,-13.420104,13.633727,1.255810047488871
0 days 00:00:59.900000,-0.548828,1.003662,-0.473877,-1.663208,-3.860473,17.745972,1.2381877866289102
0 days 00:00:59.910000,-0.405029,1.088867,-0.371094,87.10479,-65.666199,-19.111633,1.219586237773287
0 days 00:00:59.920000,-0.54248,0.989746,-0.432617,-7.522583,6.317138,20.324705,1.208734529830682
0 days 00:00:59.930000,-0.542236,1.033203,-0.45459,17.379761,-23.193357,9.613037,1.252270093472251
0 days 00:00:59.940000,-0.43457,1.101807,-0.357422,102.081291,-75.195313,-26.550291,1.2371662120479203
