ax,ay,az,gx,gy,gz,acc_mag
-0.283447,-0.965332,-0.134033,-1.815796,-6.401062,-0.12207,1.0149743430855778
-0.289795,-0.960938,-0.13208,-1.609802,-6.66809,-0.709534,1.012337941731416
-0.299316,-0.966553,-0.130859,-1.144409,-7.04956,-0.869751,1.0202641067615776
-0.306885,-0.974365,-0.134277,-0.709534,-7.30133,-1.182556,1.030337745197661
-0.314209,-0.978271,-0.139893,-0.267029,-7.247924,-1.602173,1.0369722737715796
-0.320801,-0.978271,-0.146729,-0.205994,-6.591796,-1.63269,1.039931166223515
-0.323975,-0.972412,-0.152344,-0.030518,-5.813598,-1.64032,1.0362208223660632
-0.325439,-0.96875,-0.155273,-0.183105,-4.91333,-1.869202,1.0336811934779504
-0.32666,-0.967529,-0.153564,-0.541687,-4.112244,-2.044678,1.0326669470535987
-0.324219,-0.965088,-0.155029,-1.029968,-3.616333,-2.120972,1.0298285287104838
-0.314209,-0.954346,-0.163818,-1.518249,-3.219604,-1.976013,1.0180078194793005
-0.298584,-0.925781,-0.154053,-2.792358,-4.173279,-1.770019,0.9848630320130815
-0.298584,-0.931152,-0.140137,-2.532959,-6.530761,-0.656128,0.9878435255287145
-0.308594,-0.964111,-0.131348,-1.457214,-7.102966,-0.198364,1.0207803751351217
-0.306396,-0.974365,-0.138916,-1.327515,-5.256652,-0.770569,1.0308071192502506
-0.300049,-0.974609,-0.151855,-0.801086,-2.76947,-0.88501,1.0309956577537076
-0.293701,-0.974609,-0.159912,-0.244141,-0.869751,-1.411438,1.0303857666068568
-0.288818,-0.966309,-0.15918,-0.663757,-0.205994,-2.510071,1.021032415256734
-0.290527,-0.953613,-0.153809,-1.266479,-0.991821,-3.265381,1.0086827548734043
-0.293457,-0.947021,-0.146484,-1.525879,-2.525329,-3.540039,1.0022092334168549
-0.299561,-0.945801,-0.145264,-1.487732,-4.081726,-3.349304,1.002685371399224
-0.308594,-0.948242,-0.146973,-1.518249,-5.0354,-2.853393,1.007965381413965
-0.314697,-0.952637,-0.148926,-1.228333,-4.753113,-2.441406,1.0142634810807298
-0.31543,-0.961182,-0.147461,-1.052856,-3.837585,-1.716614,1.0223070324247017
-0.310791,-0.970459,-0.148438,-0.984192,-2.983093,-0.869751,1.0297648062572347
-0.305664,-0.971191,-0.154297,-1.12915,-2.777099,-0.144958,1.029781531969767
-0.296387,-0.963623,-0.162598,-1.304626,-2.89917,0.221252,1.0212015714353362
-0.291016,-0.960449,-0.163574,-1.251221,-2.990722,0.549316,1.01681318212
-0.291016,-0.956787,-0.164795,-1.350403,-2.6474,0.495911,1.0135526960400234
-0.287354,-0.957031,-0.164551,-1.190186,-1.853943,0.12207,1.012698221524063
-0.279053,-0.957764,-0.156982,-1.220703,-1.373291,-0.320435,1.0098642506936266
-0.277832,-0.955566,-0.151367,-1.167297,-1.525879,-0.724792,1.0065828178888214
-0.278809,-0.955566,-0.150879,-0.968933,-1.838684,-1.052856,1.0067796737509156
-0.28125,-0.955078,-0.148193,-0.793457,-2.098083,-1.419067,1.006596599354975
-0.282227,-0.958252,-0.149414,-0.663757,-2.365112,-1.76239,1.010061145886228
-0.283203,-0.959473,-0.149414,-0.358582,-2.853393,-1.968384,1.0114924222820456
-0.285889,-0.959961,-0.15332,-0.38147,-3.318786,-2.159119,1.0132939673372183
-0.287842,-0.953369,-0.154541,-0.518799,-3.616333,-2.182007,1.007793822071757
-0.29248,-0.949219,-0.153564,-0.534058,-3.936767,-2.059937,1.0050587855727644
-0.296143,-0.953369,-0.154053,-0.244141,-3.768921,-2.01416,1.0101215042850045
-0.297363,-0.956543,-0.157227,-0.236511,-3.379822,-2.113342,1.0139623238301314
-0.294189,-0.952881,-0.158203,-0.389099,-3.189087,-1.976013,1.0097314281981125
-0.293213,-0.95459,-0.160156,-0.312805,-3.082275,-1.724243,1.0113683185689575
-0.29126,-0.958496,-0.163086,-0.427246,-3.211975,-1.625061,1.0149601041479415
-0.286865,-0.963867,-0.167236,-0.75531,-4.005432,-1.579285,1.01946015204617
-0.279541,-0.968506,-0.162354,-1.403808,-6.187438,-1.205444,1.0210317644583835
-0.27417,-0.968018,-0.15625,-2.182007,-9.58252,-0.778198,1.018156225598017
-0.273438,-0.970459,-0.154785,-2.601623,-13.099669,-0.602722,1.020057550704861
-0.279541,-0.968262,-0.161133,-3.013611,-15.556334,-0.427246,1.0206068366486676
-0.25415,-0.966797,-0.195068,-3.784179,-17.272949,-0.366211,1.0184989869081855
-0.209229,-0.967285,-0.215088,-5.41687,-22.689817,-0.282288,1.0127585563252477
-0.205322,-0.963867,-0.204102,-7.736206,-34.179688,-0.076294,1.0064066493108041
-0.230713,-0.958984,-0.181885,-9.872437,-46.089169,-0.541687,1.0029760484926846
-0.258301,-0.961426,-0.155029,-11.192321,-53.848263,-1.770019,1.0075184121980103
-0.289063,-0.967285,-0.140869,-11.558532,-58.280941,-2.906799,1.0193339807712682
-0.315918,-0.975586,-0.146729,-11.558532,-59.341427,-3.578186,1.035906185694921
-0.318604,-0.977783,-0.166992,-11.20758,-56.632992,-3.204345,1.0418514442899238
-0.278809,-0.987793,-0.216309,-11.856078,-54.092403,-2.189636,1.0489323394819134
-0.220947,-0.994629,-0.25708,-14.961242,-58.479305,-0.465393,1.05080661915026
-0.218506,-0.988281,-0.245605,-19.91272,-72.662354,2.487183,1.0415210142008657
-0.282959,-0.989258,-0.220947,-24.29199,-87.913506,6.378173,1.052385273107715
-0.333496,-0.996826,-0.183105,-27.534483,-96.878044,11.131286,1.0669625566611978
-0.364502,-0.993896,-0.147461,-30.227659,-102.180473,16.151428,1.0688478438678726
-0.391357,-0.993652,-0.162842,-32.432556,-105.171196,20.378111,1.080287978048909
-0.361328,-1.008545,-0.240967,-34.858704,-105.087273,25.184629,1.0980828910870073
-0.320313,-1.037109,-0.293945,-39.260864,-107.482903,31.379698,1.1245439781862692
-0.346191,-1.060059,-0.290283,-45.326229,-115.020744,38.322449,1.152318320626293
-0.403809,-1.057861,-0.257813,-50.643917,-121.147148,45.524593,1.1612920161488238
-0.463379,-1.050049,-0.226074,-54.412838,-122.077934,51.788326,1.1698001767472939
-0.496094,-1.04248,-0.214844,-57.746883,-118.873589,56.991573,1.1743218262350403
-0.502197,-1.036865,-0.254639,-61.538692,-113.739006,61.470028,1.1798863823923895
-0.475586,-1.037598,-0.31958,-66.673279,-110.298149,67.047119,1.1852944905802947
-0.48584,-1.038574,-0.338379,-73.158264,-111.93084,74.073792,1.1954818303583707
-0.54248,-1.042969,-0.328125,-79.521179,-114.524834,81.718437,1.2205469679557606
-0.585693,-1.038818,-0.309326,-85.014336,-114.06707,88.012688,1.232015300898897
-0.610352,-1.022461,-0.299072,-88.806145,-113.784782,94.482414,1.2277622414820388
-0.657471,-1.009033,-0.311768,-90.705864,-115.943901,101.821892,1.2440317507017256
-0.692627,-1.015869,-0.341064,-91.63665,-120.201103,109.565727,1.275949308705483
-0.699463,-1.025879,-0.377686,-92.620842,-125.984184,117.568962,1.2978146730585227
-0.723877,-1.015381,-0.392822,-95.443718,-131.797791,125.305168,1.3074041494404094
-0.781006,-0.988281,-0.389893,-98.869316,-133.140564,133.270264,1.3185925293455898
-0.830811,-0.964844,-0.38208,-101.46331,-130.355835,141.448975,1.3293441948784372
