t,ax,ay,az,gx,gy,gz,acc_mag
1.0,-0.188477,1.077148,0.193359,-23.002623,-20.469664,2.418518,1.11047696793495
1.01,-0.266846,1.010986,0.18042,-4.936218,-11.985778,4.104614,1.0610611934813186
1.02,-0.124023,1.147705,0.388428,35.240173,-2.76947,2.39563,1.2179839008533733
1.03,-0.273193,1.178223,0.423096,17.356873,23.559568,25.80261,1.281348538920617
1.04,-0.373779,1.209229,0.50293,-6.736755,25.657652,52.787777,1.3619412983612766
1.05,-0.257813,1.28833,0.630615,-32.707214,33.576965,79.048157,1.4573733255737873
1.06,-0.396973,1.079834,0.626465,-88.661186,34.957886,120.841972,1.3099952009492248
1.07,-0.156494,1.317871,0.433594,-115.69976,10.665893,169.189438,1.3961654993277122
1.08,-0.083252,1.290283,0.185547,-123.382561,0.62561,203.117355,1.306211623283915
1.09,-0.150635,0.973877,0.078613,-109.260551,-20.454405,227.821335,0.988588548448241
1.1,-0.295654,0.897461,0.172607,-107.704155,-10.993957,218.353256,0.9605418838790946
1.11,-0.273193,0.943359,0.050293,-76.644897,6.759643,167.26683,0.9834073438707889
1.12,-0.188721,0.543457,0.335449,10.2005,55.549618,142.272949,0.6659483150297776
1.13,-0.068115,0.918457,0.468018,21.621702,61.370846,80.856316,1.0330749064796803
1.14,-0.340576,0.93042,0.442627,-6.195068,113.235466,62.171932,1.0851691339625358
1.15,0.227051,0.724365,0.186768,-68.351746,111.358635,94.337456,0.7817538587368789
1.16,0.077881,1.083984,-0.436523,-48.294064,43.861385,172.828659,1.1711699671465283
1.17,-0.331055,0.969238,0.392334,13.252257,-25.718687,128.845215,1.096788804294154
1.18,-0.150146,0.688721,0.859375,11.444091,-2.029419,95.306389,1.111488114098392
1.19,-0.10083,0.733398,0.359619,2.76947,24.879454,65.933228,0.8230219562472195
1.2,-0.090088,0.854248,0.492432,34.675598,14.938354,23.811338,0.9901236124201866
1.21,0.011719,0.976318,0.447266,15.136718,30.761717,-7.141113,1.0739557937089403
1.22,0.154053,1.06958,0.142578,-25.413511,32.279968,-16.044617,1.0899826555009946
1.23,0.156006,1.086426,0.019531,-12.817382,30.555723,-29.502867,1.097743497121709
1.24,0.061768,1.135254,0.166992,15.525817,47.32513,-43.853756,1.1491315235446289
1.25,-0.031982,1.072754,0.279297,15.716552,61.744686,-45.936581,1.108977369944491
1.26,-0.032959,0.905762,0.254395,12.046813,52.505489,-55.221554,0.9413861653699824
1.27,-0.029297,0.805908,0.152832,19.65332,31.822203,-69.564819,0.8207945168536398
1.28,-0.012939,0.763916,0.078369,36.598206,8.514404,-80.497734,0.768034356613036
1.29,0.102539,0.84375,0.004395,41.114803,-19.90509,-99.433891,0.8499691906451668
1.3,0.134033,0.985107,0.015137,6.393432,-63.285824,-125.007622,0.9942986348713347
1.31,-0.34082,1.076172,0.52124,6.04248,-74.981689,-115.135185,1.2433807074198955
1.32,0.079834,1.101807,0.302979,46.333309,-58.769222,-58.853146,1.145490465803186
1.33,0.496826,0.984619,-0.239258,-15.525817,-92.353813,-65.544128,1.1285189586360524
1.34,-0.017822,0.765625,-0.037842,-104.690544,-109.664909,-63.659664,0.7667667711064428
1.35,-0.606445,0.487305,0.809326,-21.583555,-53.314205,-31.974791,1.1226086919875509
1.36,-0.061035,0.779053,0.469727,77.033997,-29.861448,-9.140015,0.9117523252303775
1.37,-0.084229,0.680664,0.16333,46.234127,-38.337708,-6.591796,0.7050352432588034
1.38,-0.137939,0.641602,0.23584,32.989502,-35.491943,-24.909971,0.6973527082653368
1.39,-0.092529,0.668945,0.158691,33.592224,-33.508301,-35.728455,0.6937087734395465
1.4,-0.083008,0.691406,0.178711,42.129513,-10.215758,-33.912659,0.718936858438208
1.41,-0.09668,0.774658,0.177734,28.190611,39.535522,-42.03796,0.8006443743135899
1.42,-0.134766,0.902588,0.109619,7.698059,100.402824,-69.511414,0.9191535767547226
1.43,-0.219971,0.870117,0.114258,51.605221,112.136833,-103.332512,0.9047351684852314
1.44,-0.249023,1.068115,0.387207,111.839287,91.186516,-140.007019,1.1631041950758323
1.45,-0.208252,1.227539,0.47583,116.889946,62.034603,-138.98468,1.332904753133171
1.46,-0.239258,1.145752,0.308594,129.348755,14.305114,-108.825676,1.2104636685601102
1.47,-0.227295,1.053711,0.16333,175.788864,-38.162231,-99.113457,1.0902506947697856
1.48,-0.192871,1.0625,0.235107,207.893356,-58.303829,-106.353752,1.1051609720262474
1.49,-0.221436,0.979248,0.327881,201.606735,-52.589413,-113.624565,1.056156474089422
1.5,-0.244629,0.792236,0.393555,187.019333,-40.06958,-112.831108,0.9178054071326884
1.51,-0.400635,0.830811,0.293701,177.131638,-22.102354,-121.7575,0.9679956602934746
1.52,-0.371338,0.966553,0.216797,191.925034,-17.181396,-138.717651,1.057883524430738
1.53,-0.417969,1.06958,0.26709,206.916794,-17.784119,-143.455505,1.178998104095592
1.54,-0.440674,1.056396,0.17041,203.956589,-24.719236,-146.430969,1.1572405329887125
1.55,-0.504639,0.880615,-0.096924,198.814377,-24.154661,-139.923096,1.0195771478029507
1.56,-0.377441,0.717041,-0.578125,216.514572,2.655029,-141.838074,0.9954084688141849
1.57,-0.330078,0.76001,-0.464111,245.819077,63.552853,-140.441895,0.9497187512653417
1.58,-0.375488,1.086426,0.081787,219.924911,98.136894,-119.216911,1.1523896064218038
1.59,-0.436768,1.256348,0.057617,133.262634,71.258545,-77.423096,1.3313513066118199
