t,ax,ay,az,gx,gy,gz,acc_mag
0 days 00:01:55.540000,-0.463135,0.990723,0.114502,9.910583,30.258177,32.142639,1.0996075658879398
0 days 00:01:55.550000,-0.467041,0.983643,0.109863,9.490967,31.394957,33.782959,1.0944179850034446
0 days 00:01:55.560000,-0.462402,0.979004,0.104248,8.499146,30.3421,33.416748,1.087718753687735
0 days 00:01:55.570000,-0.462402,0.973633,0.104248,8.148193,30.143736,33.599854,1.0828871011315075
0 days 00:01:55.580000,-0.431641,0.971436,0.091309,7.095336,33.073425,32.524109,1.0669297954682866
0 days 00:01:55.590000,-0.412842,0.975586,0.078613,4.760742,38.223267,30.46417,1.062255413791335
0 days 00:01:55.600000,-0.427246,0.965088,0.091797,3.814697,39.154053,28.572081,1.0594152545008024
0 days 00:01:55.610000,-0.44165,1.003906,0.13916,10.147094,13.442992,17.14325,1.1055530222182923
0 days 00:01:55.620000,-0.340332,1.028809,0.143555,-13.046264,71.281433,-5.775451,1.0931065212183122
0 days 00:01:55.630000,-0.344238,1.019531,0.118896,3.433227,-68.412781,-3.364563,1.082626214083605
0 days 00:01:55.640000,-0.335449,1.017578,0.145508,-11.642455,67.344666,-5.813598,1.0812786855149787
0 days 00:01:55.650000,-0.291016,1.01001,0.098633,-0.488281,-7.339477,-7.957458,1.0557172827253516
0 days 00:01:55.660000,-0.287842,1.011963,0.100586,0.549316,-8.277893,-7.186889,1.0569009763118775
0 days 00:01:55.670000,-0.279785,1.013916,0.099609,1.113892,-8.087158,-6.614685,1.0565165659666675
0 days 00:01:55.680000,-0.2854,1.006592,0.104736,2.120972,-8.026123,-5.264282,1.051499046200233
0 days 00:01:55.690000,-0.290771,0.995117,0.111084,3.883362,-9.391785,-4.615784,1.0426625883697949
0 days 00:01:55.700000,-0.277588,1.008545,0.111084,4.898071,-9.643555,-5.111694,1.0519304966702887
0 days 00:01:55.710000,-0.298096,1.022705,0.110352,4.325867,-7.293701,-3.112793,1.0709641946139001
0 days 00:01:55.720000,-0.303711,1.009033,0.125488,6.050109,-7.522583,-0.778198,1.061195177502235
0 days 00:01:55.730000,-0.330566,1.030029,0.125488,5.744934,-11.840819,0.602722,1.08902748328084
0 days 00:01:55.740000,-0.321533,1.029297,0.133057,5.340576,-15.2359,2.754211,1.0865265526194008
