t,ax,ay,az,gx,gy,gz,acc_mag
1.0,0.469482,-0.825684,-0.348877,-100.196831,46.478268,102.943413,1.0118708303479254
1.01,0.254883,-0.801514,-0.380371,-92.552177,36.262512,117.240898,0.9230775338648428
1.02,0.168701,-0.829834,-0.328857,-84.625237,42.785641,119.476311,0.9084224905879422
1.03,0.145508,-0.880371,-0.348633,-81.80999,55.580135,113.967888,0.9580034678402788
1.04,0.123047,-0.907227,-0.394043,-76.202393,63.247677,96.527092,0.9967302943058368
1.05,0.134766,-0.887695,-0.369385,-67.138672,61.248775,84.526054,0.9708808196714982
1.06,0.116699,-0.865234,-0.321777,-57.273861,60.966488,92.430107,0.9304778176216777
1.07,0.110352,-0.869873,-0.195557,-43.945309,67.878723,96.458427,0.8983869657792237
1.08,0.023438,-0.861816,-0.227051,-37.918091,95.077507,96.42791,0.8915314432486383
1.09,-0.214111,-0.914551,-0.472412,-24.16992,167.938217,97.595207,1.0513896279048982
1.1,-0.696533,-0.895264,-0.695557,11.924743,249.992355,59.249874,1.3305846046133256
1.11,-0.619629,-1.094727,0.191895,62.286373,249.992355,-5.867004,1.2724743585609102
1.12,0.202148,-1.179932,0.427979,2.410889,248.260483,-25.276182,1.271325828798031
1.13,0.608887,-0.875732,0.054199,-93.0252,249.992355,74.84436,1.067982886657834
1.14,0.422119,-0.664795,-0.230469,-84.129326,249.992355,124.191277,0.8205198365347423
1.15,-0.025879,-0.678467,0.125,-6.515502,249.969467,53.016659,0.690371054383076
1.16,0.291016,-0.871826,0.514893,40.016174,249.992355,-81.619255,1.0535111238050598
1.17,0.895508,-0.984863,0.4729,0.076294,249.526962,-97.05352,1.4126302123461043
1.18,1.001465,-0.87793,-0.012207,-18.936157,206.779465,8.285522,1.3318566897282906
1.19,0.550781,-0.688721,-0.284912,0.015259,164.993271,26.382444,0.9267530272656248
1.2,0.1604,-0.82959,0.099365,23.185728,191.993698,-35.217285,0.8507767811388602
1.21,0.511719,-1.108154,0.189941,29.449461,181.12944,-55.503841,1.2352891184487946
1.22,1.010498,-0.964355,0.008789,18.241882,66.253662,-39.81781,1.396840728411797
1.23,0.517578,-0.865723,-0.057617,21.812437,-48.72131,-17.028809,1.0102885812984328
1.24,0.14502,-0.772949,-0.120605,16.921997,-84.220879,-36.178589,0.7956296393586655
1.25,0.242676,-0.794434,-0.148193,12.916564,-77.377319,-68.122864,0.8437879985997667
1.26,0.317383,-0.900146,-0.102295,11.993407,-78.453064,-77.278137,0.9599265893962934
1.27,0.239014,-0.932129,-0.108887,5.905151,-83.580009,-66.390991,0.9684258069702604
1.28,0.158691,-0.878906,-0.167725,0.007629,-89.759819,-56.663509,0.9087300291846858
1.29,0.126953,-0.833008,-0.212402,-3.814697,-93.65844,-62.118526,0.8689844658433199
1.3,0.149414,-0.8479,-0.197754,-5.851745,-96.351616,-69.717407,0.8833830414446499
1.31,0.205566,-0.88501,-0.23999,-5.867004,-111.999504,-74.386597,0.9397314938619435
1.32,0.270752,-0.867676,-0.268799,-7.644653,-142.799377,-76.545715,0.9478508262806971
1.33,0.256348,-0.837646,-0.298096,-8.277893,-175.308212,-82.550041,0.9253249935217356
1.34,0.206787,-0.83252,-0.383545,-4.425049,-184.898361,-83.206169,0.9396580126801453
