t,ax,ay,az,gx,gy,gz,acc_mag
0 days 00:01:02.030000,0.807861,-0.295654,-0.133545,-19.203186,-50.712582,-218.399033,0.8705658792199474
0 days 00:01:02.040000,0.857178,-0.330566,-0.141846,-21.682737,-54.740902,-219.345078,0.9295957679314165
0 days 00:01:02.050000,0.873291,-0.356934,-0.160645,-23.307798,-54.092403,-221.115097,0.9569983631448907
0 days 00:01:02.060000,0.878174,-0.379639,-0.182129,-25.001524,-49.430843,-225.051865,0.973902622051096
0 days 00:01:02.070000,0.916992,-0.427979,-0.199707,-26.43585,-41.442867,-228.027328,1.0314665473751439
0 days 00:01:02.080000,0.686523,0.077881,-0.288086,-27.6947,-42.388912,-105.545036,0.7485805388106213
0 days 00:01:02.090000,0.731934,-0.155029,-0.289551,-26.504515,-43.869015,-191.551193,0.8022475632857977
0 days 00:01:02.100000,0.637207,0.112549,-0.266357,-24.04785,-45.776363,-98.640434,0.6997471612654101
0 days 00:01:02.110000,0.720947,0.542725,-0.327148,0.50354,-2.464294,-33.203125,0.9598649990170492
0 days 00:01:02.120000,0.651855,0.159424,-0.263672,-19.187927,-33.088684,-87.676994,0.721008929476605
0 days 00:01:02.130000,0.945557,-0.537598,-0.161133,-25.405882,-33.599854,-230.697617,1.099569685623426
0 days 00:01:02.140000,0.712158,0.526855,-0.333008,0.114441,-4.371643,-33.462524,0.9463823413679061
0 days 00:01:02.150000,0.710205,0.520264,-0.344238,-0.328064,-10.589599,-33.493042,0.9452859738539443
0 days 00:01:02.160000,0.703125,0.508057,-0.332764,-0.259399,-17.723083,-34.233093,0.9291063236088752
0 days 00:01:02.170000,0.709473,0.498535,-0.316162,-0.328064,-22.5296,-35.194397,0.9229558462884343
0 days 00:01:02.180000,0.718262,0.493896,-0.306885,-1.281738,-23.765562,-36.064148,0.9241276766145466
0 days 00:01:02.190000,0.702637,0.484619,-0.303223,-2.380371,-22.193907,-37.628174,0.9058137317677405
0 days 00:01:02.200000,0.687256,0.475098,-0.310791,-3.677368,-18.348694,-39.93988,0.8914201954303033
0 days 00:01:02.210000,0.693359,0.456299,-0.330566,-5.393981,-12.71057,-42.510983,0.8934368252081397
0 days 00:01:02.220000,0.710449,0.437744,-0.343506,-5.935668,-7.568359,-44.715878,0.9024156266227885
0 days 00:01:02.230000,0.724609,0.416992,-0.342285,-6.317138,-4.730225,-47.012325,0.9033822846226286
0 days 00:01:02.240000,0.740234,0.394775,-0.324219,-5.622863,-5.195617,-49.140926,0.899395149721189
0 days 00:01:02.250000,0.749268,0.37915,-0.300049,-5.020141,-8.781433,-50.323483,0.8917323929997161
0 days 00:01:02.260000,0.732666,0.366943,-0.27832,-5.470275,-13.763427,-51.460262,0.8653950861918503
0 days 00:01:02.270000,0.701416,0.350586,-0.26709,-5.752563,-18.386841,-53.230282,0.828391221918726
0 days 00:01:02.280000,0.685547,0.337646,-0.267578,-7.217407,-21.133421,-56.159969,0.8096774028024989
0 days 00:01:02.290000,0.711426,0.324707,-0.284424,-10.490417,-21.01898,-59.783932,0.8321409742952213
0 days 00:01:02.300000,0.735352,0.30542,-0.309814,-13.565063,-17.189026,-63.20953,0.8544054394138652
0 days 00:01:02.310000,0.753906,0.273438,-0.330811,-16.63208,-11.672973,-67.436218,0.8675128324128698
0 days 00:01:02.320000,0.763916,0.240234,-0.328369,-18.005371,-7.461547,-71.159363,0.8655092315931703
0 days 00:01:02.330000,0.751465,0.220947,-0.319824,-18.432617,-7.720947,-74.028015,0.8460523707253589
0 days 00:01:02.340000,0.721436,0.202148,-0.29541,-18.508911,-13.572692,-77.545166,0.8053575504705968
0 days 00:01:02.350000,0.671875,0.176025,-0.272217,-18.066406,-22.560118,-82.786552,0.7459912273874271
0 days 00:01:02.360000,0.647217,0.141113,-0.261475,-21.163939,-42.549129,-92.086784,0.7121600237888954
0 days 00:01:02.370000,0.965576,-0.597168,-0.117676,-24.55139,-35.652161,-230.110153,1.1414001371017966
0 days 00:01:02.380000,0.327393,-0.926025,-0.106934,2.02179,-3.211975,-1.289368,0.9879996748126996
0 days 00:01:02.390000,1.029785,-0.683105,-0.072266,-28.564451,-44.776913,-226.684555,1.2378658901536952
0 days 00:01:02.400000,0.355713,-0.935059,-0.137451,-4.264832,18.257141,-18.211365,1.009831594500291
0 days 00:01:02.410000,0.363525,-0.934326,-0.138916,-1.823425,12.565612,-15.1062,1.012132972962051
0 days 00:01:02.420000,0.363281,-0.939209,-0.140137,0.518799,8.621216,-11.383056,1.016722680680922
0 days 00:01:02.430000,0.36377,-0.935547,-0.142578,1.976013,4.478455,-8.552551,1.013856640848695
0 days 00:01:02.440000,0.344482,-0.930664,-0.113525,2.27356,1.792908,-6.477355,0.99884496036422
0 days 00:01:02.450000,0.335449,-0.929688,-0.106445,2.243042,-0.274658,-4.768372,0.9940705945605673
0 days 00:01:02.460000,0.337158,-0.927979,-0.104492,1.945495,-1.441955,-3.585815,0.9928439552462411
0 days 00:01:02.470000,0.336426,-0.925293,-0.104736,1.930237,-2.197266,-2.441406,0.9901107104869638
0 days 00:01:02.480000,0.33374,-0.925537,-0.106689,1.998901,-2.853393,-1.625061,0.9896381503812391
0 days 00:01:02.490000,0.982422,-0.648926,-0.07666,-25.360106,-40.824886,-229.64476,1.1798875773394684
0 days 00:01:02.500000,0.37793,-0.934082,-0.132324,-6.790161,23.513792,-21.186827,1.0162922358258968
0 days 00:01:02.510000,0.323242,-0.925293,-0.107422,1.869202,-3.303528,-1.197815,0.9859979779375818
0 days 00:01:02.520000,0.329346,-0.928223,-0.106934,1.808166,-2.601623,-1.281738,0.9907076288194212
0 days 00:01:02.530000,0.328369,-0.925537,-0.104492,1.670837,-2.151489,-1.296997,0.987604939535035
0 days 00:01:02.540000,0.328125,-0.923584,-0.102295,1.594543,-1.76239,-1.281738,0.985463184348355
0 days 00:01:02.550000,0.327881,-0.925537,-0.101807,1.464844,-1.548767,-1.251221,0.9871622732757772
0 days 00:01:02.560000,0.32666,-0.924316,-0.101318,1.426697,-1.38092,-1.029968,0.9855618502052522
0 days 00:01:02.570000,0.328369,-0.925537,-0.103027,1.327515,-1.296997,-0.938415,0.9874510120805994
0 days 00:01:02.580000,0.329102,-0.925781,-0.103271,1.304626,-1.358032,-0.747681,0.9879491311833823
0 days 00:01:02.590000,0.327393,-0.923584,-0.102539,1.167297,-1.480102,-0.488281,0.9852450598840878
0 days 00:01:02.600000,0.327637,-0.921387,-0.105713,1.091003,-1.396179,-0.274658,0.9836031953521704
0 days 00:01:02.610000,0.327393,-0.921387,-0.105225,1.037598,-1.228333,-0.328064,0.9834696135839682
0 days 00:01:02.620000,0.326172,-0.927002,-0.106689,1.800537,-3.051758,-1.213074,0.9884854193709688
0 days 00:01:02.630000,0.474609,-0.929688,-0.112793,-8.056641,28.152464,-25.718687,1.0499027293392469
0 days 00:01:02.640000,0.328613,-0.921143,-0.100098,0.907898,-1.152039,-0.411987,0.9831126791075375
0 days 00:01:02.650000,0.583496,-0.93042,-0.144043,-8.354187,27.153013,-43.632504,1.107653982191641
0 days 00:01:02.660000,1.061279,-0.72876,-0.078125,-32.165527,-46.394344,-222.549423,1.289770432699556
0 days 00:01:02.670000,1.060791,-0.781494,-0.08667,-34.423828,-45.349117,-218.261703,1.3204249719756893
0 days 00:01:02.680000,1.036621,-0.823486,-0.099121,-33.859253,-41.824337,-212.997421,1.327605838522112
0 days 00:01:02.690000,1.025391,-0.841797,-0.111084,-33.164978,-36.903381,-207.267746,1.3313108379135203
0 days 00:01:02.700000,1.030029,-0.859375,-0.106689,-33.248901,-29.525755,-200.340256,1.3456848346425696
0 days 00:01:02.710000,1.030518,-0.872314,-0.109375,-34.111023,-18.814087,-192.337021,1.3545707635797402
0 days 00:01:02.720000,0.546631,-0.927246,-0.119629,-8.659363,29.693602,-34.423828,1.0830058597800845
0 days 00:01:02.730000,0.982178,-0.897461,-0.111328,-34.805298,8.850098,-176.162704,1.335104413066259
0 days 00:01:02.740000,0.95874,-0.897217,-0.125244,-34.889221,21.865843,-167.579636,1.3190401025840723
0 days 00:01:02.750000,0.923584,-0.896729,-0.119873,-34.629822,33.340454,-159.225464,1.292864973856899
0 days 00:01:02.760000,0.88916,-0.892822,-0.143555,-34.988403,45.043941,-148.803711,1.2682052938341646
0 days 00:01:02.770000,1.004639,-0.883789,-0.114502,-34.721375,-4.989624,-184.295639,1.3429420035303088
0 days 00:01:02.780000,0.781494,-0.933838,-0.15625,-29.556273,43.907162,-128.974915,1.2276808806770592
0 days 00:01:02.790000,0.716309,-0.970703,-0.13623,-25.199888,31.562803,-123.031609,1.2140516918937183
0 days 00:01:02.800000,0.762939,-0.946777,-0.149658,-24.757383,28.350828,-115.783684,1.225095964573388
0 days 00:01:02.810000,0.75293,-0.932373,-0.149902,-23.185728,31.654356,-106.353752,1.2077638865411566
0 days 00:01:02.820000,0.708008,-0.929688,-0.162354,-21.499632,34.072876,-96.870415,1.1798109707592992
0 days 00:01:02.830000,0.65918,-0.94043,-0.179688,-19.256592,33.546448,-87.203972,1.1624175818715063
0 days 00:01:02.840000,0.616943,-0.952148,-0.194824,-15.930175,30.761717,-77.445984,1.1511563187200076
0 days 00:01:02.850000,0.587646,-0.953369,-0.208252,-12.4588,26.43585,-68.29071,1.1391264929677476
0 days 00:01:02.860000,0.578613,-0.94458,-0.203857,-9.803772,23.086546,-60.119625,1.126313480616298
0 days 00:01:02.870000,0.584473,-0.9375,-0.176758,-8.468628,23.841856,-51.879879,1.1188200607305
0 days 00:01:02.880000,0.819824,-0.914795,-0.162598,-32.546997,48.332211,-138.931274,1.2391123405910378
0 days 00:01:02.890000,0.606445,0.675537,-0.081787,-28.152464,-18.157959,-14.549254,0.9114904770555752
0 days 00:01:02.900000,0.625488,0.678711,-0.035156,-21.194456,-5.317688,-17.105103,0.9236448473309425
0 days 00:01:02.910000,0.657959,0.693115,0.01709,-12.931823,5.012512,-19.454956,0.9558297531495868
0 days 00:01:02.920000,0.662598,0.718262,0.086426,-0.88501,13.870238,-21.65222,0.9810228660556287
0 days 00:01:02.930000,0.788086,0.74585,0.506836,110.519402,92.658989,-47.485348,1.1976036476196956
0 days 00:01:02.940000,0.714355,0.799316,0.352539,31.806944,39.916992,-26.94702,1.128491417956734
0 days 00:01:02.950000,0.753906,0.820801,0.481689,55.061337,57.693478,-32.897949,1.2141304835799156
0 days 00:01:02.960000,0.789551,0.80127,0.547119,80.963127,76.118469,-41.191097,1.2509051101750286
0 days 00:01:02.970000,0.671387,0.752686,0.203613,13.793944,25.115965,-24.200438,1.0289581974667386
0 days 00:01:02.980000,0.608154,0.664551,-0.113281,-35.560608,-30.052183,-13.198852,0.9079162429861027
0 days 00:01:02.990000,0.664063,0.575928,-0.416992,-83.32061,-49.484249,4.096985,0.9729106111133745
0 days 00:01:03,0.633057,0.666016,-0.17627,-46.394344,-39.642334,-10.162353,0.9356332563590287
